Sample ID	Source-PCR-Plate	Run-ID	Project-ID	CGR-Sample-ID	Sample-Type	Sample-Des	Subject-ID	Reciept	Ext-Company	Ext-Kit	Ext-Robotics	Homo-Status	Homo-Method	Homo-Holder	Mag-Col	IR
SC249419-PC04924-F-06	PC04924	Run1	NP0084-MB4	SC249419	Study	human_1	human_1	sFEMB-001-R-006	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249419-PC04925-C-03	PC04925	Run2	NP0084-MB4	SC249419	Study	human_1	human_1	sFEMB-001-R-006	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249424	PC07578	Run3	NP0084-MB5	SC249424	Study	human_1	human_1	sFEMB-001-R-006	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249424-PC04924-B-07	PC04924	Run1	NP0084-MB4	SC249424	Study	human_1	human_1	sFEMB-001-R-006	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249424-PC04925-E-03	PC04925	Run2	NP0084-MB4	SC249424	Study	human_1	human_1	sFEMB-001-R-006	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249429	PC07578	Run3	NP0084-MB5	SC249429	Study	human_1	human_1	sFEMB-001-R-006	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249429-PC04924-G-07	PC04924	Run1	NP0084-MB4	SC249429	Study	human_1	human_1	sFEMB-001-R-006	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249429-PC04925-G-03	PC04925	Run2	NP0084-MB4	SC249429	Study	human_1	human_1	sFEMB-001-R-006	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249421-PC04924-H-06	PC04924	Run1	NP0084-MB4	SC249421	Study	Robogut	DZ35298	sFEMB-001-R-006	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249421-PC07578-F-02	PC07578	Run3	NP0084-MB5	SC249421	Study	Robogut	DZ35298	sFEMB-001-R-006	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249426	PC07578	Run3	NP0084-MB5	SC249426	Study	Robogut	DZ35298	sFEMB-001-R-006	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249426-PC04924-D-07	PC04924	Run1	NP0084-MB4	SC249426	Study	Robogut	DZ35298	sFEMB-001-R-006	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249426-PC04925-F-03	PC04925	Run2	NP0084-MB4	SC249426	Study	Robogut	DZ35298	sFEMB-001-R-006	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249420-PC04924-G-06	PC04924	Run1	NP0084-MB4	SC249420	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-006	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249420-PC07578-H-07	PC07578	Run3	NP0084-MB5	SC249420	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-006	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249425	PC04924	Run1	NP0084-MB4	SC249425	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-006	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552954	PC22192	Run4	NP0084-MB6	SC552954	Ext_Control	art_col	DZ35316	sFEMB-001-R-037	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552948	PC22192	Run4	NP0084-MB6	SC552948	Ext_Control	Ext_Blank	Water	sFEMB-001-R-037	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552952	PC22190	Run4	NP0084-MB6	SC552952	Ext_Control	Ext_Blank	Water	sFEMB-001-R-037	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552961	PC22192	Run4	NP0084-MB6	SC552961	Ext_Control	Ext_Blank	Water	sFEMB-001-R-037	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552955	PC22190	Run4	NP0084-MB6	SC552955	Study	human_1	human_1	sFEMB-001-R-037	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552957	PC22192	Run4	NP0084-MB6	SC552957	Study	human_1	human_1	sFEMB-001-R-037	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552950	PC22192	Run4	NP0084-MB6	SC552950	Study	Robogut	DZ35298	sFEMB-001-R-037	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552959	PC22190	Run4	NP0084-MB6	SC552959	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-037	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552960	PC22192	Run4	NP0084-MB6	SC552960	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-037	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552997	PC22190	Run4	NP0084-MB6	SC552997	Ext_Control	art_col	DZ35316	sFEMB-001-R-040	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552991	PC22190	Run4	NP0084-MB6	SC552991	Ext_Control	Ext_Blank	Water	sFEMB-001-R-040	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552995	PC22192	Run4	NP0084-MB6	SC552995	Ext_Control	Ext_Blank	Water	sFEMB-001-R-040	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553004	PC22190	Run4	NP0084-MB6	SC553004	Ext_Control	Ext_Blank	Water	sFEMB-001-R-040	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552998	PC22190	Run4	NP0084-MB6	SC552998	Study	human_1	human_1	sFEMB-001-R-040	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553000	PC22192	Run4	NP0084-MB6	SC553000	Study	human_1	human_1	sFEMB-001-R-040	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552993	PC22190	Run4	NP0084-MB6	SC552993	Study	Robogut	DZ35298	sFEMB-001-R-040	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553002	PC22190	Run4	NP0084-MB6	SC553002	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-040	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553003	PC22192	Run4	NP0084-MB6	SC553003	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-040	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553044	PC22190	Run4	NP0084-MB6	SC553044	Ext_Control	Ext_Blank	Water	sFEMB-001-R-045	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	SPEX	SPEX	Plate	Magnetic	Solution
SC553042	PC22190	Run4	NP0084-MB6	SC553042	Study	human_1	human_1	sFEMB-001-R-045	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	SPEX	SPEX	Plate	Magnetic	Solution
SC553041	PC22192	Run4	NP0084-MB6	SC553041	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-045	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	SPEX	SPEX	Plate	Magnetic	Solution
SC553043	PC22192	Run4	NP0084-MB6	SC553043	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-045	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	SPEX	SPEX	Plate	Magnetic	Solution
SC553056	PC22192	Run4	NP0084-MB6	SC553056	Ext_Control	Ext_Blank	Water	sFEMB-001-R-048	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	SPEX	SPEX	Plate	Magnetic	Solution
SC553054	PC22192	Run4	NP0084-MB6	SC553054	Study	human_1	human_1	sFEMB-001-R-048	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	SPEX	SPEX	Plate	Magnetic	Solution
SC553053	PC22192	Run4	NP0084-MB6	SC553053	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-048	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	SPEX	SPEX	Plate	Magnetic	Solution
SC553055	PC22190	Run4	NP0084-MB6	SC553055	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-048	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	SPEX	SPEX	Plate	Magnetic	Solution
SC553068	PC22192	Run4	NP0084-MB6	SC553068	Ext_Control	Ext_Blank	Water	sFEMB-001-R-051	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Covaris	AFA	Tubes	Magnetic	Solution
SC553066	PC22190	Run4	NP0084-MB6	SC553066	Study	human_1	human_1	sFEMB-001-R-051	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Covaris	AFA	Tubes	Magnetic	Solution
SC553065	PC22192	Run4	NP0084-MB6	SC553065	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-051	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Covaris	AFA	Tubes	Magnetic	Solution
SC553067	PC22190	Run4	NP0084-MB6	SC553067	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-051	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Covaris	AFA	Tubes	Magnetic	Solution
SC553025	PC22190	Run4	NP0084-MB6	SC553025	Ext_Control	art_col	DZ35316	sFEMB-001-R-042	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553019	PC22192	Run4	NP0084-MB6	SC553019	Ext_Control	Ext_Blank	Water	sFEMB-001-R-042	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553023	PC22190	Run4	NP0084-MB6	SC553023	Ext_Control	Ext_Blank	Water	sFEMB-001-R-042	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553032	PC22192	Run4	NP0084-MB6	SC553032	Ext_Control	Ext_Blank	Water	sFEMB-001-R-042	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553026	PC22190	Run4	NP0084-MB6	SC553026	Study	human_1	human_1	sFEMB-001-R-042	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553028	PC22192	Run4	NP0084-MB6	SC553028	Study	human_1	human_1	sFEMB-001-R-042	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553021	PC22190	Run4	NP0084-MB6	SC553021	Study	Robogut	DZ35298	sFEMB-001-R-042	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553030	PC22192	Run4	NP0084-MB6	SC553030	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-042	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553031	PC22190	Run4	NP0084-MB6	SC553031	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-042	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553064	PC22192	Run4	NP0084-MB6	SC553064	Ext_Control	Ext_Blank	Water	sFEMB-001-R-050	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	SPEX	SPEX	Plate	Magnetic	Solution
SC553062	PC22192	Run4	NP0084-MB6	SC553062	Study	human_1	human_1	sFEMB-001-R-050	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	SPEX	SPEX	Plate	Magnetic	Solution
SC553061	PC22192	Run4	NP0084-MB6	SC553061	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-050	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	SPEX	SPEX	Plate	Magnetic	Solution
SC553063	PC22190	Run4	NP0084-MB6	SC553063	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-050	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	SPEX	SPEX	Plate	Magnetic	Solution
SC553094	PC22192	Run4	NP0084-MB6	SC553094	Ext_Control	Ext_Blank	Water	sFEMB-001-R-055	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	Covaris	AFA	Tubes	Magnetic	Solution
SC553092	PC22192	Run4	NP0084-MB6	SC553092	Study	human_1	human_1	sFEMB-001-R-055	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	Covaris	AFA	Tubes	Magnetic	Solution
SC553091	PC22190	Run4	NP0084-MB6	SC553091	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-055	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	Covaris	AFA	Tubes	Magnetic	Solution
SC553093	PC22190	Run4	NP0084-MB6	SC553093	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-055	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	Covaris	AFA	Tubes	Magnetic	Solution
SC253185	PC04925	Run2	NP0084-MB4	SC253185	Ext_Control	art_col	DZ35322	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253192	PC04925	Run2	NP0084-MB4	SC253192	Ext_Control	art_col	DZ35322	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253191	PC04925	Run2	NP0084-MB4	SC253191	Ext_Control	Ext_Blank	Water	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253183-PC04925-A-06	PC04925	Run2	NP0084-MB4	SC253183	Study	human_1	human_1	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253183-PC07578-D-08	PC07578	Run3	NP0084-MB5	SC253183	Study	human_1	human_1	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253184-PC04925-B-06	PC04925	Run2	NP0084-MB4	SC253184	Study	human_1	human_1	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253184-PC07578-G-06	PC07578	Run3	NP0084-MB5	SC253184	Study	human_1	human_1	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253188	PC04925	Run2	NP0084-MB4	SC253188	Study	human_1	human_1	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253190	PC07578	Run3	NP0084-MB5	SC253190	Study	human_1	human_1	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253190-PC04925-G-06	PC04925	Run2	NP0084-MB4	SC253190	Study	human_1	human_1	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253190-PC04925-H-06	PC04925	Run2	NP0084-MB4	SC253190	Study	human_1	human_1	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253182-PC04925-H-05	PC04925	Run2	NP0084-MB4	SC253182	Study	Robogut	DZ35298	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253182-PC07578-A-01	PC07578	Run3	NP0084-MB5	SC253182	Study	Robogut	DZ35298	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253186-PC04925-D-06	PC04925	Run2	NP0084-MB4	SC253186	Study	Robogut	DZ35298	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253186-PC07578-D-06	PC07578	Run3	NP0084-MB5	SC253186	Study	Robogut	DZ35298	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253181-PC04925-G-05	PC04925	Run2	NP0084-MB4	SC253181	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253181-PC07578-G-05	PC07578	Run3	NP0084-MB5	SC253181	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253189	PC04925	Run2	NP0084-MB4	SC253189	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253195-PC04925-E-07	PC04925	Run2	NP0084-MB4	SC253195	Ext_Control	art_col	DZ35322	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253195-PC07578-E-07	PC07578	Run3	NP0084-MB5	SC253195	Ext_Control	art_col	DZ35322	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253204	PC04925	Run2	NP0084-MB4	SC253204	Ext_Control	art_col	DZ35322	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253202-PC04925-F-08	PC04925	Run2	NP0084-MB4	SC253202	Ext_Control	Ext_Blank	Water	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253202-PC07578-F-08	PC07578	Run3	NP0084-MB5	SC253202	Ext_Control	Ext_Blank	Water	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253197-PC04925-G-07	PC04925	Run2	NP0084-MB4	SC253197	Study	human_1	human_1	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253197-PC04925-H-07	PC04925	Run2	NP0084-MB4	SC253197	Study	human_1	human_1	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253199-PC04925-A-08	PC04925	Run2	NP0084-MB4	SC253199	Study	human_1	human_1	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253199-PC04925-B-08	PC04925	Run2	NP0084-MB4	SC253199	Study	human_1	human_1	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253199-PC04925-E-11	PC04925	Run2	NP0084-MB4	SC253199	Study	human_1	human_1	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253201	PC07578	Run3	NP0084-MB5	SC253201	Study	human_1	human_1	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253201-PC04925-D-08	PC04925	Run2	NP0084-MB4	SC253201	Study	human_1	human_1	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253201-PC04925-E-08	PC04925	Run2	NP0084-MB4	SC253201	Study	human_1	human_1	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253203-PC04925-G-08	PC04925	Run2	NP0084-MB4	SC253203	Study	human_1	human_1	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253203-PC04925-H-08	PC04925	Run2	NP0084-MB4	SC253203	Study	human_1	human_1	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253193	PC04925	Run2	NP0084-MB4	SC253193	Study	Robogut	DZ35298	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253200-PC04925-C-08	PC04925	Run2	NP0084-MB4	SC253200	Study	Robogut	DZ35298	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253200-PC07578-C-08	PC07578	Run3	NP0084-MB5	SC253200	Study	Robogut	DZ35298	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253194	PC04925	Run2	NP0084-MB4	SC253194	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253196-PC04925-F-07	PC04925	Run2	NP0084-MB4	SC253196	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC253196-PC07578-F-07	PC07578	Run3	NP0084-MB5	SC253196	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	Manual	Standard	Vertical	Tubes	Column	None
SC284724	PC04924	Run1	NP0084-MB4	SC284724	Seq_Control	MSA	MSA1000									
SC284725	PC04924	Run1	NP0084-MB4	SC284725	Seq_Control	MSA	MSA1001									
SC284726	PC04924	Run1	NP0084-MB4	SC284726	Seq_Control	MSA	MSA1002									
SC284727	PC04924	Run1	NP0084-MB4	SC284727	Seq_Control	MSA	MSA1003									
SC284730	PC04925	Run2	NP0084-MB4	SC284730	Seq_Control	MSA	MSA1000									
SC284731	PC04925	Run2	NP0084-MB4	SC284731	Seq_Control	MSA	MSA1001									
SC284732	PC04925	Run2	NP0084-MB4	SC284732	Seq_Control	MSA	MSA1002									
SC284733	PC04925	Run2	NP0084-MB4	SC284733	Seq_Control	MSA	MSA1003									
SC326763	PC07578	Run3	NP0084-MB5	SC326763	Seq_Control	MSA	MSA1000									
SC326764	PC07578	Run3	NP0084-MB5	SC326764	Seq_Control	MSA	MSA1001									
SC326765	PC07578	Run3	NP0084-MB5	SC326765	Seq_Control	MSA	MSA1002									
SC326766	PC07578	Run3	NP0084-MB5	SC326766	Seq_Control	MSA	MSA1003									
SC555339	PC22190	Run4	NP0084-MB6	SC555339	Seq_Control	MSA	MSA1001									
SC555341	PC22190	Run4	NP0084-MB6	SC555341	Seq_Control	MSA	MSA1000									
SC555342	PC22190	Run4	NP0084-MB6	SC555342	Seq_Control	MSA	MSA1002									
SC555343	PC22190	Run4	NP0084-MB6	SC555343	Seq_Control	MSA	MSA1003									
SC555346	PC22192	Run4	NP0084-MB6	SC555346	Seq_Control	MSA	MSA1002									
SC555347	PC22192	Run4	NP0084-MB6	SC555347	Seq_Control	MSA	MSA1000									
SC555349	PC22192	Run4	NP0084-MB6	SC555349	Seq_Control	MSA	MSA1001									
SC555350	PC22192	Run4	NP0084-MB6	SC555350	Seq_Control	MSA	MSA1003									
NTC-PC04924-H-12	PC04924	Run1	NP0084-MB4	NTC-PC04924-H-12	Seq_Control	Seq_Blank	NTC_Blank									
NTC-PC04925-H-12	PC04925	Run2	NP0084-MB4	NTC-PC04925-H-12	Seq_Control	Seq_Blank	NTC_Blank									
NTC-PC07578-H-12	PC07578	Run3	NP0084-MB5	NTC-PC07578-H-12	Seq_Control	Seq_Blank	NTC_Blank									
NTC-PC22190-F-12	PC22190	Run4	NP0084-MB6	NTC-PC22190-F-12	Seq_Control	Seq_Blank	NTC_Blank									
NTC-PC22192-D-12	PC22192	Run4	NP0084-MB6	NTC-PC22192-D-12	Seq_Control	Seq_Blank	NTC_Blank									
Water-PC04924-G-12	PC04924	Run1	NP0084-MB4	Water-PC04924-G-12	Seq_Control	Seq_Blank	PCR_Blank									
Water-PC04925-G-12	PC04925	Run2	NP0084-MB4	Water-PC04925-G-12	Seq_Control	Seq_Blank	PCR_Blank									
Water-PC07578-G-12	PC07578	Run3	NP0084-MB5	Water-PC07578-G-12	Seq_Control	Seq_Blank	PCR_Blank									
Water-PC22190-E-12	PC22190	Run4	NP0084-MB6	Water-PC22190-E-12	Seq_Control	Seq_Blank	PCR_Blank									
Water-PC22192-C-12	PC22192	Run4	NP0084-MB6	Water-PC22192-C-12	Seq_Control	Seq_Blank	PCR_Blank									
SC284728	PC04924	Run1	NP0084-MB4	SC284728	Seq_Control	ZymoBiomics	D6305									
SC284729	PC04924	Run1	NP0084-MB4	SC284729	Seq_Control	ZymoBiomics	D6306									
SC555344	PC22190	Run4	NP0084-MB6	SC555344	Seq_Control	ZymoBiomics	D6306									
SC555345	PC22192	Run4	NP0084-MB6	SC555345	Seq_Control	ZymoBiomics	D6306									
SC555348	PC22192	Run4	NP0084-MB6	SC555348	Seq_Control	ZymoBiomics	D6305									
SC555351	PC22192	Run4	NP0084-MB6	SC555351	Seq_Control	ZymoBiomics	D6311									
SC284734	PC04925	Run2	NP0084-MB4	SC284734	Seq_Control	ZymoBiomics	D6305									
SC284735	PC04925	Run2	NP0084-MB4	SC284735	Seq_Control	ZymoBiomics	D6306									
SC326767	PC07578	Run3	NP0084-MB5	SC326767	Seq_Control	ZymoBiomics	D6305									
SC326768	PC07578	Run3	NP0084-MB5	SC326768	Seq_Control	ZymoBiomics	D6306									
SC555338	PC22190	Run4	NP0084-MB6	SC555338	Seq_Control	ZymoBiomics	D6311									
SC555340	PC22190	Run4	NP0084-MB6	SC555340	Seq_Control	ZymoBiomics	D6305									
