Sample ID	Source-PCR-Plate	Run-ID	Project-ID	CGR-Sample-ID	Sample-Type	Sample-Des	Subject-ID	Reciept	Ext-Company	Ext-Kit	Ext-Robotics	Homo-Status	Homo-Method	Homo-Holder	Auto-Status	input	filtered	denoised	merged	non-chimeric	D_0__Archaea	D_0__Bacteria	D_0__Eukaryota	Unassigned	frac_filtered	Mag-Col	IR
SC304095	PC07578	Run3	NP0084-MB5	SC304095	Study	human_1	human_1	sFEMB-001-R-015	ZymoResearch	96 MagBead DNA Extraction Kit	None	Standard	Vertical	Tubes	Standard	77045	62665	62665	58855	51395	0	51395	0	0	33.29223181	Magnetic	None
SC304096	PC07578	Run3	NP0084-MB5	SC304096	Study	human_1	human_1	sFEMB-001-R-015	ZymoResearch	96 MagBead DNA Extraction Kit	None	Standard	Vertical	Tubes	Standard	172547	141800	141800	128918	100355	0	100355	0	0	41.83903516	Magnetic	None
SC304097	PC07578	Run3	NP0084-MB5	SC304097	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-015	ZymoResearch	96 MagBead DNA Extraction Kit	None	Standard	Vertical	Tubes	Standard	141958	106574	106574	104543	101192	0	101120	61	11	28.71694445	Magnetic	None
SC304098	PC07578	Run3	NP0084-MB5	SC304098	Study	human_1	human_1	sFEMB-001-R-015	ZymoResearch	96 MagBead DNA Extraction Kit	None	Standard	Vertical	Tubes	Standard	203269	166467	166467	154555	137395	0	137395	0	0	32.40730264	Magnetic	None
SC304099	PC07578	Run3	NP0084-MB5	SC304099	Ext_Control	Ext_Blank	Water	sFEMB-001-R-015	ZymoResearch	96 MagBead DNA Extraction Kit	None	Standard	Vertical	Tubes	Standard	85636	68461	68461	67106	66783	0	66783	0	0	22.01527395	Magnetic	None
SC304924-PC07578-A-11	PC07578	Run3	NP0084-MB5	SC304924	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-016	ZymoResearch	96 MagBead DNA Extraction Kit	None	Standard	Vertical	Tubes	Standard	157433	116007	116007	110818	95218	0	95163	44	11	39.5183983	Magnetic	None
SC304924-PC07578-B-07	PC07578	Run3	NP0084-MB5	SC304924	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-016	ZymoResearch	96 MagBead DNA Extraction Kit	None	Standard	Vertical	Tubes	Standard	215575	157807	157807	152690	148291	0	148180	80	31	31.21141134	Magnetic	None
SC304925-PC07578-D-07	PC07578	Run3	NP0084-MB5	SC304925	Study	human_1	human_1	sFEMB-001-R-016	ZymoResearch	96 MagBead DNA Extraction Kit	None	Standard	Vertical	Tubes	Standard	4	3	3	3	3	0	3	0	0	25	Magnetic	None
SC304926	PC07578	Run3	NP0084-MB5	SC304926	Ext_Control	art_col	DZ35322	sFEMB-001-R-016	ZymoResearch	96 MagBead DNA Extraction Kit	None	Standard	Vertical	Tubes	Standard	168833	130761	130761	120278	118594	0	118594	0	0	29.75662341	Magnetic	None
SC304927	PC07578	Run3	NP0084-MB5	SC304927	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-016	ZymoResearch	96 MagBead DNA Extraction Kit	None	Standard	Vertical	Tubes	Standard	126309	95490	95490	91811	77041	0	76986	44	11	39.0059299	Magnetic	None
SC304928	PC07578	Run3	NP0084-MB5	SC304928	Ext_Control	Ext_Blank	Water	sFEMB-001-R-016	ZymoResearch	96 MagBead DNA Extraction Kit	None	Standard	Vertical	Tubes	Standard	118789	94130	94130	92775	92638	0	92638	0	0	22.01466466	Magnetic	None
SC304929	PC07578	Run3	NP0084-MB5	SC304929	Study	human_1	human_1	sFEMB-001-R-016	ZymoResearch	96 MagBead DNA Extraction Kit	None	Standard	Vertical	Tubes	Standard	152705	125336	125336	116076	97527	0	97527	0	0	36.13372188	Magnetic	None
SC304930	PC07578	Run3	NP0084-MB5	SC304930	Study	Robogut	DZ35298	sFEMB-001-R-016	ZymoResearch	96 MagBead DNA Extraction Kit	None	Standard	Vertical	Tubes	Standard	155559	126183	126183	122883	114769	0	114769	0	0	26.22156224	Magnetic	None
SC304931	PC07578	Run3	NP0084-MB5	SC304931	Study	human_1	human_1	sFEMB-001-R-016	ZymoResearch	96 MagBead DNA Extraction Kit	None	Standard	Vertical	Tubes	Standard	165996	134982	134982	120057	97123	0	97123	0	0	41.49075881	Magnetic	None
SC326763	PC07578	Run3	NP0084-MB5	SC326763	Seq_Control	MSA	MSA1000									37	13	13	13	13	0	13	0	0	64.86486486		
SC326764	PC07578	Run3	NP0084-MB5	SC326764	Seq_Control	MSA	MSA1001									149904	121949	121949	119930	106842	0	106842	0	0	28.72638489		
SC326765	PC07578	Run3	NP0084-MB5	SC326765	Seq_Control	MSA	MSA1002									175315	130730	130730	122692	111720	0	111720	0	0	36.27470553		
SC326766	PC07578	Run3	NP0084-MB5	SC326766	Seq_Control	MSA	MSA1003									169905	118849	118849	103561	92277	0	92277	0	0	45.68906153		
SC326767	PC07578	Run3	NP0084-MB5	SC326767	Seq_Control	ZymoBiomics	D6305									152901	117235	117235	113503	102863	0	102768	91	4	32.72575065		
SC326768	PC07578	Run3	NP0084-MB5	SC326768	Seq_Control	ZymoBiomics	D6306									157461	116822	116822	112201	94147	0	94053	77	17	40.20932167		
SC502441	PC22192	Run4	NP0084-MB6	SC502441	Study	human_1	human_1	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Standard	Vertical	Tubes	Altered	53664	49652	49652	47062	37901	0	37901	0	0	29.37350924	Column	Solution
SC502442	PC22192	Run4	NP0084-MB6	SC502442	Study	human_1	human_1	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Standard	Vertical	Tubes	Altered	65	40	40	35	35	0	35	0	0	46.15384615	Column	Solution
SC502443	PC22190	Run4	NP0084-MB6	SC502443	Study	human_1	human_1	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Standard	Vertical	Tubes	Altered	47380	42360	42360	40413	32106	0	32106	0	0	32.2372309	Column	Solution
SC502444	PC22192	Run4	NP0084-MB6	SC502444	Study	human_1	human_1	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Standard	Vertical	Tubes	Altered	59762	52995	52995	50628	38646	0	38646	0	0	35.33348951	Column	Solution
SC502445	PC22190	Run4	NP0084-MB6	SC502445	Ext_Control	Ext_Blank	Water	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Standard	Vertical	Tubes	Altered	80	70	70	36	36	0	36	0	0	55	Column	Solution
SC502446	PC22192	Run4	NP0084-MB6	SC502446	Ext_Control	Ext_Blank	Water	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Standard	Vertical	Tubes	Altered	103	85	85	68	68	0	68	0	0	33.98058252	Column	Solution
SC502447	PC22190	Run4	NP0084-MB6	SC502447	Study	human_1	human_1	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Standard	Vertical	Tubes	Altered	37219	34292	34292	32271	24985	0	24985	0	0	32.87030818	Column	Solution
SC502448	PC22192	Run4	NP0084-MB6	SC502448	Study	human_1	human_1	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Standard	Vertical	Tubes	Altered	49455	45642	45642	43112	33780	0	33780	0	0	31.69548074	Column	Solution
SC502449	PC22190	Run4	NP0084-MB6	SC502449	Ext_Control	Ext_Blank	Water	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Standard	Vertical	Tubes	Altered	224	181	181	156	156	0	156	0	0	30.35714286	Column	Solution
SC502450	PC22190	Run4	NP0084-MB6	SC502450	Ext_Control	Ext_Blank	Water	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Standard	Vertical	Tubes	Altered	317	289	289	251	251	0	251	0	0	20.82018927	Column	Solution
SC502451	PC22190	Run4	NP0084-MB6	SC502451	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Standard	Vertical	Tubes	Altered	38202	32590	32590	32057	32016	0	32016	0	0	16.19286948	Column	Solution
SC502452	PC22192	Run4	NP0084-MB6	SC502452	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Standard	Vertical	Tubes	Altered	48364	44749	44749	43602	40252	0	40252	0	0	16.77280622	Column	Solution
SC502453	PC22190	Run4	NP0084-MB6	SC502453	Study	Robogut	DZ35298	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Standard	Vertical	Tubes	Altered	36076	33387	33387	32809	32547	0	32547	0	0	9.782126622	Column	Solution
SC502454	PC22190	Run4	NP0084-MB6	SC502454	Ext_Control	art_col	DZ35322	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Standard	Vertical	Tubes	Altered	40658	37051	37051	35512	35233	0	35233	0	0	13.34300753	Column	Solution
SC510683	PC22190	Run4	NP0084-MB6	SC510683	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Standard	Vertical	Tubes	Altered	46452	42688	42688	42571	42402	0	42402	0	0	8.718677344	Column	Solution
SC510684	PC22192	Run4	NP0084-MB6	SC510684	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Standard	Vertical	Tubes	Altered	40161	37305	37305	37151	36987	0	36987	0	0	7.903189662	Column	Solution
SC552948	PC22192	Run4	NP0084-MB6	SC552948	Ext_Control	Ext_Blank	Water	sFEMB-001-R-037	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	49696	45462	45462	44856	44680	0	44680	0	0	10.09336768	Magnetic	Solution
SC552950	PC22192	Run4	NP0084-MB6	SC552950	Study	Robogut	DZ35298	sFEMB-001-R-037	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	52298	48712	48712	47464	46094	0	46094	0	0	11.86278634	Magnetic	Solution
SC552952	PC22190	Run4	NP0084-MB6	SC552952	Ext_Control	Ext_Blank	Water	sFEMB-001-R-037	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	37145	32031	32031	31492	31386	0	31386	0	0	15.50410553	Magnetic	Solution
SC552954	PC22192	Run4	NP0084-MB6	SC552954	Ext_Control	art_col	DZ35316	sFEMB-001-R-037	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	44942	41018	41018	34078	31686	0	31686	0	0	29.49579458	Magnetic	Solution
SC552955	PC22190	Run4	NP0084-MB6	SC552955	Study	human_1	human_1	sFEMB-001-R-037	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	36218	33331	33331	32068	29083	0	29083	0	0	19.7001491	Magnetic	Solution
SC552957	PC22192	Run4	NP0084-MB6	SC552957	Study	human_1	human_1	sFEMB-001-R-037	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	52269	48896	48896	47857	45745	0	45745	0	0	12.48158564	Magnetic	Solution
SC552959	PC22190	Run4	NP0084-MB6	SC552959	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-037	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	33648	31231	31231	31127	31127	0	31127	0	0	7.492272943	Magnetic	Solution
SC552960	PC22192	Run4	NP0084-MB6	SC552960	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-037	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	54014	49864	49864	48181	34270	0	34270	0	0	36.55348613	Magnetic	Solution
SC552961	PC22192	Run4	NP0084-MB6	SC552961	Ext_Control	Ext_Blank	Water	sFEMB-001-R-037	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	48855	45488	45488	45276	43953	0	43953	0	0	10.03377341	Magnetic	Solution
SC552962	PC22190	Run4	NP0084-MB6	SC552962	Ext_Control	Ext_Blank	Water	sFEMB-001-R-038	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	25632	22987	22987	21571	19002	0	19002	0	0	25.86610487	Magnetic	Solution
SC552964	PC22190	Run4	NP0084-MB6	SC552964	Study	Robogut	DZ35298	sFEMB-001-R-038	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	45926	42003	42003	40563	38558	0	38558	0	0	16.04319993	Magnetic	Solution
SC552966	PC22192	Run4	NP0084-MB6	SC552966	Ext_Control	Ext_Blank	Water	sFEMB-001-R-038	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	61713	57386	57386	55010	49999	0	49999	0	0	18.98141396	Magnetic	Solution
SC552968	PC22190	Run4	NP0084-MB6	SC552968	Ext_Control	art_col	DZ35322	sFEMB-001-R-038	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	2895	2666	2666	2605	2605	0	2605	0	0	10.01727116	Magnetic	Solution
SC552969	PC22190	Run4	NP0084-MB6	SC552969	Study	human_1	human_1	sFEMB-001-R-038	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	35821	33386	33386	32784	32771	0	32771	0	0	8.514558499	Magnetic	Solution
SC552971	PC22192	Run4	NP0084-MB6	SC552971	Study	human_1	human_1	sFEMB-001-R-038	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	53716	49651	49651	48657	48368	0	48368	0	0	9.956065232	Magnetic	Solution
SC552973	PC22190	Run4	NP0084-MB6	SC552973	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-038	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	2883	2647	2647	2608	2608	0	2608	0	0	9.538674991	Magnetic	Solution
SC552974	PC22192	Run4	NP0084-MB6	SC552974	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-038	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	52609	49038	49038	48039	42410	0	42410	0	0	19.38641677	Magnetic	Solution
SC552975	PC22190	Run4	NP0084-MB6	SC552975	Ext_Control	Ext_Blank	Water	sFEMB-001-R-038	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	36715	34149	34149	33994	33100	0	33100	0	0	9.846111943	Magnetic	Solution
SC552976	PC22192	Run4	NP0084-MB6	SC552976	Ext_Control	Ext_Blank	Water	sFEMB-001-R-039	Qiagen	DNeasy PowerSoil Pro kit	None	Standard	Vertical	Tubes	Standard	610	555	555	502	502	0	502	0	0	17.70491803	Column	Solution
SC552978	PC22192	Run4	NP0084-MB6	SC552978	Study	Robogut	DZ35298	sFEMB-001-R-039	Qiagen	DNeasy PowerSoil Pro kit	None	Standard	Vertical	Tubes	Standard	50300	46667	46667	45322	42557	0	42557	0	0	15.39363817	Column	Solution
SC552980	PC22190	Run4	NP0084-MB6	SC552980	Ext_Control	Ext_Blank	Water	sFEMB-001-R-039	Qiagen	DNeasy PowerSoil Pro kit	None	Standard	Vertical	Tubes	Standard	11982	11120	11120	10934	10901	0	10901	0	0	9.021866133	Column	Solution
SC552982	PC22192	Run4	NP0084-MB6	SC552982	Ext_Control	art_col	DZ35316	sFEMB-001-R-039	Qiagen	DNeasy PowerSoil Pro kit	None	Standard	Vertical	Tubes	Standard	46549	41895	41895	35726	29534	0	29534	0	0	36.55287976	Column	Solution
SC552983	PC22190	Run4	NP0084-MB6	SC552983	Study	human_1	human_1	sFEMB-001-R-039	Qiagen	DNeasy PowerSoil Pro kit	None	Standard	Vertical	Tubes	Standard	30	24	24	4	4	0	4	0	0	86.66666667	Column	Solution
SC552987	PC22190	Run4	NP0084-MB6	SC552987	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-039	Qiagen	DNeasy PowerSoil Pro kit	None	Standard	Vertical	Tubes	Standard	39650	36322	36322	34838	22672	0	22672	0	0	42.81967213	Column	Solution
SC552988	PC22192	Run4	NP0084-MB6	SC552988	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-039	Qiagen	DNeasy PowerSoil Pro kit	None	Standard	Vertical	Tubes	Standard	45069	42235	42235	42104	41356	0	41356	0	0	8.238478777	Column	Solution
SC552989	PC22192	Run4	NP0084-MB6	SC552989	Ext_Control	Ext_Blank	Water	sFEMB-001-R-039	Qiagen	DNeasy PowerSoil Pro kit	None	Standard	Vertical	Tubes	Standard	3010	2794	2794	2727	2727	0	2727	0	0	9.401993355	Column	Solution
SC552990	PC22190	Run4	NP0084-MB6	SC552990	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-039	Qiagen	DNeasy PowerSoil Pro kit	None	Standard	Vertical	Tubes	Standard	32476	30428	30428	30293	29695	0	29695	0	0	8.563246705	Column	Solution
SC552991	PC22190	Run4	NP0084-MB6	SC552991	Ext_Control	Ext_Blank	Water	sFEMB-001-R-040	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Altered	TissueLyzer	Plate	Standard	42786	39227	39227	38587	38583	0	38583	0	0	9.823306689	Magnetic	Solution
SC552993	PC22190	Run4	NP0084-MB6	SC552993	Study	Robogut	DZ35298	sFEMB-001-R-040	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Altered	TissueLyzer	Plate	Standard	35811	33232	33232	32651	30584	0	30584	0	0	14.59607383	Magnetic	Solution
SC552995	PC22192	Run4	NP0084-MB6	SC552995	Ext_Control	Ext_Blank	Water	sFEMB-001-R-040	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Altered	TissueLyzer	Plate	Standard	56507	50353	50353	48945	46802	53	46749	0	0	17.17486329	Magnetic	Solution
SC552997	PC22190	Run4	NP0084-MB6	SC552997	Ext_Control	art_col	DZ35316	sFEMB-001-R-040	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Altered	TissueLyzer	Plate	Standard	42879	39423	39423	32836	29841	0	29841	0	0	30.40649269	Magnetic	Solution
SC552998	PC22190	Run4	NP0084-MB6	SC552998	Study	human_1	human_1	sFEMB-001-R-040	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Altered	TissueLyzer	Plate	Standard	47	30	30	27	27	0	27	0	0	42.55319149	Magnetic	Solution
SC553000	PC22192	Run4	NP0084-MB6	SC553000	Study	human_1	human_1	sFEMB-001-R-040	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Altered	TissueLyzer	Plate	Standard	53886	50067	50067	48174	41357	0	41357	0	0	23.25093716	Magnetic	Solution
SC553002	PC22190	Run4	NP0084-MB6	SC553002	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-040	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Altered	TissueLyzer	Plate	Standard	29624	27378	27378	26524	22132	0	22132	0	0	25.29030516	Magnetic	Solution
SC553003	PC22192	Run4	NP0084-MB6	SC553003	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-040	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Altered	TissueLyzer	Plate	Standard	41232	38394	38394	38133	36951	0	36951	0	0	10.38271246	Magnetic	Solution
SC553004	PC22190	Run4	NP0084-MB6	SC553004	Ext_Control	Ext_Blank	Water	sFEMB-001-R-040	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Altered	TissueLyzer	Plate	Standard	42784	39903	39903	39625	39601	0	39601	0	0	7.439697083	Magnetic	Solution
SC553005	PC22190	Run4	NP0084-MB6	SC553005	Ext_Control	Ext_Blank	Water	sFEMB-001-R-041	ZymoResearch	96 MagBead DNA Extraction Kit	None	Standard	Vertical	Tubes	Standard	26	22	22	9	9	0	9	0	0	65.38461538	Magnetic	None
SC553007	PC22192	Run4	NP0084-MB6	SC553007	Study	Robogut	DZ35298	sFEMB-001-R-041	ZymoResearch	96 MagBead DNA Extraction Kit	None	Standard	Vertical	Tubes	Standard	50611	46539	46539	45802	43712	0	43712	0	0	13.631424	Magnetic	None
SC553009	PC22192	Run4	NP0084-MB6	SC553009	Ext_Control	Ext_Blank	Water	sFEMB-001-R-041	ZymoResearch	96 MagBead DNA Extraction Kit	None	Standard	Vertical	Tubes	Standard	56962	52182	52182	50246	45565	0	45565	0	0	20.00807556	Magnetic	None
SC553011	PC22192	Run4	NP0084-MB6	SC553011	Ext_Control	art_col	DZ35316	sFEMB-001-R-041	ZymoResearch	96 MagBead DNA Extraction Kit	None	Standard	Vertical	Tubes	Standard	22222	20682	20682	18414	16744	0	16744	0	0	24.65124651	Magnetic	None
SC553012	PC22190	Run4	NP0084-MB6	SC553012	Study	human_1	human_1	sFEMB-001-R-041	ZymoResearch	96 MagBead DNA Extraction Kit	None	Standard	Vertical	Tubes	Standard	33	25	25	25	25	0	25	0	0	24.24242424	Magnetic	None
SC553014	PC22192	Run4	NP0084-MB6	SC553014	Study	human_1	human_1	sFEMB-001-R-041	ZymoResearch	96 MagBead DNA Extraction Kit	None	Standard	Vertical	Tubes	Standard	32	24	24	24	24	0	24	0	0	25	Magnetic	None
SC553016	PC22192	Run4	NP0084-MB6	SC553016	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-041	ZymoResearch	96 MagBead DNA Extraction Kit	None	Standard	Vertical	Tubes	Standard	24	21	21	3	3	0	3	0	0	87.5	Magnetic	None
SC553019	PC22192	Run4	NP0084-MB6	SC553019	Ext_Control	Ext_Blank	Water	sFEMB-001-R-042	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	63	55	55	28	28	0	28	0	0	55.55555556	Magnetic	Solution
SC553021	PC22190	Run4	NP0084-MB6	SC553021	Study	Robogut	DZ35298	sFEMB-001-R-042	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	48408	44709	44709	43724	40243	0	40243	0	0	16.86704677	Magnetic	Solution
SC553025	PC22190	Run4	NP0084-MB6	SC553025	Ext_Control	art_col	DZ35316	sFEMB-001-R-042	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	45152	41034	41034	33758	30220	0	30220	0	0	33.07051736	Magnetic	Solution
SC553026	PC22190	Run4	NP0084-MB6	SC553026	Study	human_1	human_1	sFEMB-001-R-042	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	22	16	16	16	16	0	16	0	0	27.27272727	Magnetic	Solution
SC553030	PC22192	Run4	NP0084-MB6	SC553030	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-042	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	53104	47935	47935	46825	40199	0	40199	0	0	24.30137089	Magnetic	Solution
SC553031	PC22190	Run4	NP0084-MB6	SC553031	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-042	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	40288	35625	35625	34307	29827	0	29827	0	0	25.96554805	Magnetic	Solution
SC553032	PC22192	Run4	NP0084-MB6	SC553032	Ext_Control	Ext_Blank	Water	sFEMB-001-R-042	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	53751	49841	49841	48790	47920	0	47920	0	0	10.84817027	Magnetic	Solution
SC553033	PC22192	Run4	NP0084-MB6	SC553033	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-043	Qiagen	DNeasy PowerSoil Pro kit	None	Horizontal	Horizontal	Tubes	Standard	47244	43620	43620	42142	35067	0	35067	0	0	25.77470155	Column	Solution
SC553034	PC22190	Run4	NP0084-MB6	SC553034	Study	human_1	human_1	sFEMB-001-R-043	Qiagen	DNeasy PowerSoil Pro kit	None	Horizontal	Horizontal	Tubes	Standard	45129	41495	41495	39848	32638	0	32638	0	0	27.67843294	Column	Solution
SC553035	PC22190	Run4	NP0084-MB6	SC553035	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-043	Qiagen	DNeasy PowerSoil Pro kit	None	Horizontal	Horizontal	Tubes	Standard	47295	43898	43898	43350	41526	0	41526	0	0	12.19790676	Column	Solution
SC553036	PC22192	Run4	NP0084-MB6	SC553036	Ext_Control	Ext_Blank	Water	sFEMB-001-R-043	Qiagen	DNeasy PowerSoil Pro kit	None	Horizontal	Horizontal	Tubes	Standard	67	41	41	19	19	0	19	0	0	71.64179104	Column	Solution
SC553037	PC22192	Run4	NP0084-MB6	SC553037	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-044	ZymoResearch	96 MagBead DNA Extraction Kit	None	Horizontal	Horizontal	Tubes	Standard	50764	47039	47039	45745	37319	0	37281	38	0	26.48530455	Magnetic	None
SC553038	PC22192	Run4	NP0084-MB6	SC553038	Study	human_1	human_1	sFEMB-001-R-044	ZymoResearch	96 MagBead DNA Extraction Kit	None	Horizontal	Horizontal	Tubes	Standard	57793	53107	53107	50642	39070	0	39070	0	0	32.39665703	Magnetic	None
SC553039	PC22190	Run4	NP0084-MB6	SC553039	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-044	ZymoResearch	96 MagBead DNA Extraction Kit	None	Horizontal	Horizontal	Tubes	Standard	39430	37038	37038	36875	36334	0	36334	0	0	7.851889424	Magnetic	None
SC553040	PC22190	Run4	NP0084-MB6	SC553040	Ext_Control	Ext_Blank	Water	sFEMB-001-R-044	ZymoResearch	96 MagBead DNA Extraction Kit	None	Horizontal	Horizontal	Tubes	Standard	330	298	298	276	276	0	276	0	0	16.36363636	Magnetic	None
SC553041	PC22192	Run4	NP0084-MB6	SC553041	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-045	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	SPEX	SPEX	Plate	Standard	57975	54132	54132	52763	42066	0	42066	0	0	27.44113842	Magnetic	Solution
SC553042	PC22190	Run4	NP0084-MB6	SC553042	Study	human_1	human_1	sFEMB-001-R-045	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	SPEX	SPEX	Plate	Standard	45293	41979	41979	41394	40086	0	40086	0	0	11.4962577	Magnetic	Solution
SC553043	PC22192	Run4	NP0084-MB6	SC553043	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-045	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	SPEX	SPEX	Plate	Standard	55824	52788	52788	52600	51210	0	51210	0	0	8.265262253	Magnetic	Solution
SC553044	PC22190	Run4	NP0084-MB6	SC553044	Ext_Control	Ext_Blank	Water	sFEMB-001-R-045	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	SPEX	SPEX	Plate	Standard	243	228	228	213	213	0	213	0	0	12.34567901	Magnetic	Solution
SC553045	PC22192	Run4	NP0084-MB6	SC553045	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-046	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	SPEX	SPEX	Plate	Standard	54228	50094	50094	48980	39909	0	39909	0	0	26.40517814	Magnetic	Solution
SC553046	PC22192	Run4	NP0084-MB6	SC553046	Study	human_1	human_1	sFEMB-001-R-046	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	SPEX	SPEX	Plate	Standard	43537	40066	40066	38622	35071	0	35071	0	0	19.44552909	Magnetic	Solution
