Sample ID	Source-PCR-Plate	Run-ID	Project-ID	CGR-Sample-ID	Sample-Type	Sample-Des	Subject-ID	Reciept	Ext-Company	Ext-Kit	Ext-Robotics	Homo-Status	Homo-Method	Homo-Holder	Auto-Status	input	filtered	denoised	merged	non-chimeric	D_0__Archaea	D_0__Bacteria	D_0__Eukaryota	Unassigned	frac_filtered	Mag-Col	IR
SC249437-PC04924-F-08	PC04924	Run1	NP0084-MB4	SC249437	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-007	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	171942	124659	124659	115712	94444	0	94434	0	10	45.0721755	Magnetic	Solution
SC249437-PC04925-F-04	PC04925	Run2	NP0084-MB4	SC249437	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-007	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	106780	96608	96608	91826	72602	0	72590	12	0	32.00786664	Magnetic	Solution
SC249438	PC04924	Run1	NP0084-MB4	SC249438	Ext_Control	Ext_Blank	Water	sFEMB-001-R-007	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	64383	48090	48090	46298	46263	0	46263	0	0	28.1440753	Magnetic	Solution
SC249439-PC04924-H-08	PC04924	Run1	NP0084-MB4	SC249439	Ext_Control	art_col	DZ35322	sFEMB-001-R-007	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	155148	108490	108490	102379	101546	0	101546	0	0	34.54894681	Magnetic	Solution
SC249439-PC07578-G-07	PC07578	Run3	NP0084-MB5	SC249439	Ext_Control	art_col	DZ35322	sFEMB-001-R-007	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	144077	111808	111808	110325	109883	0	109883	0	0	23.73314269	Magnetic	Solution
SC249440-PC04924-A-09	PC04924	Run1	NP0084-MB4	SC249440	Study	human_1	human_1	sFEMB-001-R-007	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	125528	98826	98826	90660	78816	0	78816	0	0	37.21241476	Magnetic	Solution
SC249440-PC04925-G-04	PC04925	Run2	NP0084-MB4	SC249440	Study	human_1	human_1	sFEMB-001-R-007	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	132402	124532	124532	120418	102420	0	102420	0	0	22.64467304	Magnetic	Solution
SC249441	PC07578	Run3	NP0084-MB5	SC249441	Study	human_1	human_1	sFEMB-001-R-007	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	166918	134520	134520	123594	102531	0	102531	0	0	38.57403036	Magnetic	Solution
SC249441-PC04924-B-09	PC04924	Run1	NP0084-MB4	SC249441	Study	human_1	human_1	sFEMB-001-R-007	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	152524	116115	116115	103090	85014	0	85014	0	0	44.26188665	Magnetic	Solution
SC249441-PC04925-H-04	PC04925	Run2	NP0084-MB4	SC249441	Study	human_1	human_1	sFEMB-001-R-007	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	125800	116113	116113	110759	89044	0	89044	0	0	29.21780604	Magnetic	Solution
SC249442	PC04924	Run1	NP0084-MB4	SC249442	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-008	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	133005	94737	94737	86188	68837	0	68837	0	0	48.24480283	Magnetic	Solution
SC249443-PC04924-D-09	PC04924	Run1	NP0084-MB4	SC249443	Ext_Control	art_col	DZ35322	sFEMB-001-R-008	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	159127	108416	108416	102051	101913	0	101913	0	0	35.95492908	Magnetic	Solution
SC249443-PC07578-E-05	PC07578	Run3	NP0084-MB5	SC249443	Ext_Control	art_col	DZ35322	sFEMB-001-R-008	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	142684	106355	106355	104935	104462	0	104454	6	2	26.78786689	Magnetic	Solution
SC249444	PC04925	Run2	NP0084-MB4	SC249444	Ext_Control	Ext_Blank	Water	sFEMB-001-R-008	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	135488	122254	122254	120374	119994	0	119994	0	0	11.4356991	Magnetic	Solution
SC249445-PC04924-E-09	PC04924	Run1	NP0084-MB4	SC249445	Study	human_1	human_1	sFEMB-001-R-008	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	147712	117379	117379	105600	87242	0	87242	0	0	40.9377708	Magnetic	Solution
SC249445-PC04925-B-05	PC04925	Run2	NP0084-MB4	SC249445	Study	human_1	human_1	sFEMB-001-R-008	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	132783	121744	121744	116541	93020	0	93020	0	0	29.9458515	Magnetic	Solution
SC249446	PC04924	Run1	NP0084-MB4	SC249446	Ext_Control	art_col	DZ35322	sFEMB-001-R-008	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	131423	93725	93725	89090	88252	0	88252	0	0	32.84889251	Magnetic	Solution
SC249447-PC04924-G-09	PC04924	Run1	NP0084-MB4	SC249447	Study	Robogut	DZ35298	sFEMB-001-R-008	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	162443	119891	119891	110167	102661	0	102661	0	0	36.80183203	Magnetic	Solution
SC249447-PC04925-C-05	PC04925	Run2	NP0084-MB4	SC249447	Study	Robogut	DZ35298	sFEMB-001-R-008	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	125331	113899	113899	109434	95415	0	95415	0	0	23.86959332	Magnetic	Solution
SC249448	PC07578	Run3	NP0084-MB5	SC249448	Study	human_1	human_1	sFEMB-001-R-008	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	161954	132392	132392	127008	114214	0	114214	0	0	29.47750596	Magnetic	Solution
SC249448-PC04924-H-09	PC04924	Run1	NP0084-MB4	SC249448	Study	human_1	human_1	sFEMB-001-R-008	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	132179	102958	102958	96555	89386	0	89386	0	0	32.37503688	Magnetic	Solution
SC249448-PC04925-A-11	PC04925	Run2	NP0084-MB4	SC249448	Study	human_1	human_1	sFEMB-001-R-008	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	153090	141755	141755	137729	123554	0	123554	0	0	19.29322621	Magnetic	Solution
SC249448-PC04925-D-05	PC04925	Run2	NP0084-MB4	SC249448	Study	human_1	human_1	sFEMB-001-R-008	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	140946	130182	130182	126121	111544	0	111544	0	0	20.86047139	Magnetic	Solution
SC249449-PC04924-A-10	PC04924	Run1	NP0084-MB4	SC249449	Study	human_1	human_1	sFEMB-001-R-008	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	188720	146668	146668	133666	111584	0	111584	0	0	40.87325138	Magnetic	Solution
SC249449-PC04925-E-05	PC04925	Run2	NP0084-MB4	SC249449	Study	human_1	human_1	sFEMB-001-R-008	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	135398	124893	124893	120183	98111	0	98111	0	0	27.5388115	Magnetic	Solution
SC249451-PC04924-C-10	PC04924	Run1	NP0084-MB4	SC249451	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-008	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	153276	100643	100643	92464	80189	0	80189	0	0	47.68326418	Magnetic	Solution
SC249451-PC07578-F-06	PC07578	Run3	NP0084-MB5	SC249451	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-008	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	113914	87425	87425	84095	74538	0	74503	35	0	34.5664273	Magnetic	Solution
SC249452	PC04924	Run1	NP0084-MB4	SC249452	Study	Robogut	DZ35298	sFEMB-001-R-008	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	154474	119262	119262	112393	105604	0	105604	0	0	31.63639188	Magnetic	Solution
SC249453	PC07578	Run3	NP0084-MB5	SC249453	Study	human_1	human_1	sFEMB-001-R-008	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	120937	99100	99100	93436	81153	0	81153	0	0	32.89646676	Magnetic	Solution
SC249453-PC04924-E-10	PC04924	Run1	NP0084-MB4	SC249453	Study	human_1	human_1	sFEMB-001-R-008	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	142396	111489	111489	103110	90233	0	90233	0	0	36.63234922	Magnetic	Solution
SC249453-PC04925-F-05	PC04925	Run2	NP0084-MB4	SC249453	Study	human_1	human_1	sFEMB-001-R-008	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Standard	131366	121652	121652	117569	96974	0	96974	0	0	26.18029018	Magnetic	Solution
SC253181-PC04925-G-05	PC04925	Run2	NP0084-MB4	SC253181	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	142038	127437	127437	117763	106159	0	106159	0	0	25.26014165	Column	None
SC253181-PC07578-G-05	PC07578	Run3	NP0084-MB5	SC253181	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	150154	110547	110547	107069	97733	0	97733	0	0	34.91149087	Column	None
SC253182-PC04925-H-05	PC04925	Run2	NP0084-MB4	SC253182	Study	Robogut	DZ35298	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	117852	108090	108090	107053	105551	0	105551	0	0	10.43766758	Column	None
SC253182-PC07578-A-01	PC07578	Run3	NP0084-MB5	SC253182	Study	Robogut	DZ35298	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	83327	65012	65012	64130	63820	0	63820	0	0	23.41017917	Column	None
SC253183-PC04925-A-06	PC04925	Run2	NP0084-MB4	SC253183	Study	human_1	human_1	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	147713	134878	134878	131154	119635	0	119635	0	0	19.00848267	Column	None
SC253183-PC07578-D-08	PC07578	Run3	NP0084-MB5	SC253183	Study	human_1	human_1	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	148587	120058	120058	113606	102039	0	102039	0	0	31.32710129	Column	None
SC253184-PC04925-B-06	PC04925	Run2	NP0084-MB4	SC253184	Study	human_1	human_1	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	116269	107298	107298	103535	91198	0	91198	0	0	21.56292735	Column	None
SC253184-PC07578-G-06	PC07578	Run3	NP0084-MB5	SC253184	Study	human_1	human_1	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	162932	130930	130930	124253	112958	0	112958	0	0	30.67169126	Column	None
SC253185	PC04925	Run2	NP0084-MB4	SC253185	Ext_Control	art_col	DZ35322	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	125102	111278	111278	107604	107599	0	107599	0	0	13.99098336	Column	None
SC253186-PC04925-D-06	PC04925	Run2	NP0084-MB4	SC253186	Study	Robogut	DZ35298	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	128645	117106	117106	115935	114769	0	114747	0	22	10.7862723	Column	None
SC253186-PC07578-D-06	PC07578	Run3	NP0084-MB5	SC253186	Study	Robogut	DZ35298	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	152857	120443	120443	119362	118666	0	118666	0	0	22.36796483	Column	None
SC253188	PC04925	Run2	NP0084-MB4	SC253188	Study	human_1	human_1	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	128687	120467	120467	117393	106237	0	106237	0	0	17.44542961	Column	None
SC253189	PC04925	Run2	NP0084-MB4	SC253189	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	120148	108174	108174	100612	84391	0	84391	0	0	29.76079502	Column	None
SC253190	PC07578	Run3	NP0084-MB5	SC253190	Study	human_1	human_1	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	1215	950	950	800	800	0	800	0	0	34.1563786	Column	None
SC253190-PC04925-G-06	PC04925	Run2	NP0084-MB4	SC253190	Study	human_1	human_1	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	153833	141504	141504	136434	122251	0	122251	0	0	20.53005532	Column	None
SC253190-PC04925-H-06	PC04925	Run2	NP0084-MB4	SC253190	Study	human_1	human_1	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	120034	111053	111053	107644	96791	0	96791	0	0	19.36368029	Column	None
SC253191	PC04925	Run2	NP0084-MB4	SC253191	Ext_Control	Ext_Blank	Water	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	13145	12079	12079	11784	11712	0	11712	0	0	10.90148345	Column	None
SC253192	PC04925	Run2	NP0084-MB4	SC253192	Ext_Control	art_col	DZ35322	sFEMB-001-R-009	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	125819	108590	108590	107688	107658	0	107658	0	0	14.43422695	Column	None
SC253193	PC04925	Run2	NP0084-MB4	SC253193	Study	Robogut	DZ35298	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	123336	113480	113480	110936	104274	0	104274	0	0	15.45534151	Column	None
SC253194	PC04925	Run2	NP0084-MB4	SC253194	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	142480	123218	123218	115612	106486	0	106486	0	0	25.26249298	Column	None
SC253195-PC04925-E-07	PC04925	Run2	NP0084-MB4	SC253195	Ext_Control	art_col	DZ35322	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	120778	108415	108415	107591	107585	0	107585	0	0	10.92334697	Column	None
SC253195-PC07578-E-07	PC07578	Run3	NP0084-MB5	SC253195	Ext_Control	art_col	DZ35322	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	149608	115887	115887	109952	109939	0	109939	0	0	26.5152933	Column	None
SC253196-PC04925-F-07	PC04925	Run2	NP0084-MB4	SC253196	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	116107	103442	103442	97240	92310	0	92310	0	0	20.49574961	Column	None
SC253196-PC07578-F-07	PC07578	Run3	NP0084-MB5	SC253196	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	145852	109824	109824	107076	101836	0	101836	0	0	30.17853715	Column	None
SC253197-PC04925-G-07	PC04925	Run2	NP0084-MB4	SC253197	Study	human_1	human_1	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	139266	126523	126523	122444	109750	0	109750	0	0	21.19397412	Column	None
SC253197-PC04925-H-07	PC04925	Run2	NP0084-MB4	SC253197	Study	human_1	human_1	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	162823	149343	149343	143465	122070	0	122070	0	0	25.02901924	Column	None
SC253199-PC04925-A-08	PC04925	Run2	NP0084-MB4	SC253199	Study	human_1	human_1	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	154876	142015	142015	136375	112879	0	112879	0	0	27.11653194	Column	None
SC253199-PC04925-B-08	PC04925	Run2	NP0084-MB4	SC253199	Study	human_1	human_1	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	128569	119298	119298	114444	95309	0	95309	0	0	25.86937753	Column	None
SC253199-PC04925-E-11	PC04925	Run2	NP0084-MB4	SC253199	Study	human_1	human_1	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	133438	120592	120592	115238	98001	0	98001	0	0	26.55690283	Column	None
SC253200-PC04925-C-08	PC04925	Run2	NP0084-MB4	SC253200	Study	Robogut	DZ35298	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	126412	116003	116003	113730	106472	0	106472	0	0	15.77381894	Column	None
SC253200-PC07578-C-08	PC07578	Run3	NP0084-MB5	SC253200	Study	Robogut	DZ35298	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	146496	116132	116132	114828	113867	0	113867	0	0	22.27296308	Column	None
SC253201	PC07578	Run3	NP0084-MB5	SC253201	Study	human_1	human_1	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	176006	139438	139438	125537	105502	0	105502	0	0	40.0577253	Column	None
SC253201-PC04925-D-08	PC04925	Run2	NP0084-MB4	SC253201	Study	human_1	human_1	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	140650	130481	130481	125057	102693	0	102693	0	0	26.98684678	Column	None
SC253201-PC04925-E-08	PC04925	Run2	NP0084-MB4	SC253201	Study	human_1	human_1	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	170409	153283	153283	145258	119924	0	119924	0	0	29.62578268	Column	None
SC253202-PC07578-F-08	PC07578	Run3	NP0084-MB5	SC253202	Ext_Control	Ext_Blank	Water	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	128711	103059	103059	102063	101755	0	101755	0	0	20.94304294	Column	None
SC253203-PC04925-G-08	PC04925	Run2	NP0084-MB4	SC253203	Study	human_1	human_1	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	118489	106550	106550	101889	88183	0	88183	0	0	25.57705779	Column	None
SC253203-PC04925-H-08	PC04925	Run2	NP0084-MB4	SC253203	Study	human_1	human_1	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	158038	143279	143279	137278	118809	0	118809	0	0	24.82251104	Column	None
SC253204	PC04925	Run2	NP0084-MB4	SC253204	Ext_Control	art_col	DZ35322	sFEMB-001-R-010	Qiagen	QIAamp with Modifications	None	Standard	Vertical	Tubes	Standard	42174	37195	37195	36924	36924	0	36924	0	0	12.44842794	Column	None
SC253843-PC04924-F-10	PC04924	Run1	NP0084-MB4	SC253843	Study	human_1	human_1	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Standard	27	14	14	12	12	0	12	0	0	55.55555556	Magnetic	Tablet
SC253843-PC04925-B-09	PC04925	Run2	NP0084-MB4	SC253843	Study	human_1	human_1	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Standard	25	18	18	13	13	0	13	0	0	48	Magnetic	Tablet
SC253844	PC04924	Run1	NP0084-MB4	SC253844	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Standard	157766	107626	107626	99621	89829	0	89829	0	0	43.06187645	Magnetic	Tablet
SC253845	PC07578	Run3	NP0084-MB5	SC253845	Study	Robogut	DZ35298	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Standard	141909	110133	110133	107863	104658	0	104658	0	0	26.24992072	Magnetic	Tablet
SC253845-PC04924-H-10	PC04924	Run1	NP0084-MB4	SC253845	Study	Robogut	DZ35298	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Standard	145154	106329	106329	101472	98842	0	98842	0	0	31.90542458	Magnetic	Tablet
SC253845-PC04925-C-09	PC04925	Run2	NP0084-MB4	SC253845	Study	Robogut	DZ35298	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Standard	8	3	3	3	3	0	3	0	0	62.5	Magnetic	Tablet
SC253846	PC07578	Run3	NP0084-MB5	SC253846	Study	Robogut	DZ35298	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Standard	170692	131783	131783	128970	124810	0	124810	0	0	26.87999438	Magnetic	Tablet
SC253846-PC04924-A-11	PC04924	Run1	NP0084-MB4	SC253846	Study	Robogut	DZ35298	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Standard	139888	103190	103190	98330	95061	0	95061	0	0	32.04492165	Magnetic	Tablet
SC253846-PC04925-D-09	PC04925	Run2	NP0084-MB4	SC253846	Study	Robogut	DZ35298	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Standard	150908	134645	134645	131583	126180	0	126180	0	0	16.38614255	Magnetic	Tablet
SC253847-PC04924-B-11	PC04924	Run1	NP0084-MB4	SC253847	Study	human_1	human_1	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Standard	64	40	40	40	40	0	40	0	0	37.5	Magnetic	Tablet
SC253847-PC04925-E-09	PC04925	Run2	NP0084-MB4	SC253847	Study	human_1	human_1	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Standard	2	1	1	1	1	0	1	0	0	50	Magnetic	Tablet
SC253848	PC04924	Run1	NP0084-MB4	SC253848	Ext_Control	art_col	DZ35322	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Standard	149802	103790	103790	93798	89190	0	89190	0	0	40.46140906	Magnetic	Tablet
SC253849-PC04924-D-11	PC04924	Run1	NP0084-MB4	SC253849	Study	human_1	human_1	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Standard	4	1	1	1	1	0	1	0	0	75	Magnetic	Tablet
SC253849-PC04925-F-09	PC04925	Run2	NP0084-MB4	SC253849	Study	human_1	human_1	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Standard	140	125	125	110	110	0	110	0	0	21.42857143	Magnetic	Tablet
SC253851	PC04924	Run1	NP0084-MB4	SC253851	Ext_Control	art_col	DZ35322	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Standard	151808	104592	104592	94878	92672	0	92672	0	0	38.9544688	Magnetic	Tablet
SC253852-PC04925-G-09	PC04925	Run2	NP0084-MB4	SC253852	Study	human_1	human_1	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Standard	30	27	27	23	23	0	23	0	0	23.33333333	Magnetic	Tablet
SC253853	PC04924	Run1	NP0084-MB4	SC253853	Ext_Control	Ext_Blank	Water	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Standard	187	121	121	83	83	0	83	0	0	55.61497326	Magnetic	Tablet
SC253854	PC04924	Run1	NP0084-MB4	SC253854	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Standard	158539	110188	110188	101910	90301	0	90292	9	0	43.04177521	Magnetic	Tablet
SC284724	PC04924	Run1	NP0084-MB4	SC284724	Seq_Control	MSA	MSA1000									156844	117368	117368	108161	94113	0	94113	0	0	39.995792		
SC284725	PC04924	Run1	NP0084-MB4	SC284725	Seq_Control	MSA	MSA1001									128819	98888	98888	93463	81631	0	81631	0	0	36.63124229		
SC284726	PC04924	Run1	NP0084-MB4	SC284726	Seq_Control	MSA	MSA1002									166125	115152	115152	105007	95010	0	95010	0	0	42.80812641		
SC284727	PC04924	Run1	NP0084-MB4	SC284727	Seq_Control	MSA	MSA1003									146609	93934	93934	80002	70921	0	70921	0	0	51.62575285		
SC284728	PC04924	Run1	NP0084-MB4	SC284728	Seq_Control	ZymoBiomics	D6305									136927	99783	99783	92034	80068	0	79999	62	7	41.52504619		
SC284729	PC04924	Run1	NP0084-MB4	SC284729	Seq_Control	ZymoBiomics	D6306									135305	93309	93309	85507	73800	0	73753	47	0	45.4565611		
SC284730	PC04925	Run2	NP0084-MB4	SC284730	Seq_Control	MSA	MSA1000									162325	146316	146316	142828	121737	0	121737	0	0	25.00415832		
SC284731	PC04925	Run2	NP0084-MB4	SC284731	Seq_Control	MSA	MSA1001									118299	108976	108976	107206	93326	0	93326	0	0	21.11006856		
SC284732	PC04925	Run2	NP0084-MB4	SC284732	Seq_Control	MSA	MSA1002									144504	124701	124701	117984	103749	0	103749	0	0	28.20337153		
SC284733	PC04925	Run2	NP0084-MB4	SC284733	Seq_Control	MSA	MSA1003									155060	131923	131923	120551	104872	0	104872	0	0	32.36682574		
SC284734	PC04925	Run2	NP0084-MB4	SC284734	Seq_Control	ZymoBiomics	D6305									121033	109263	109263	104484	88377	0	88269	108	0	26.98107128		
SC284735	PC04925	Run2	NP0084-MB4	SC284735	Seq_Control	ZymoBiomics	D6306									130186	114829	114829	108961	91422	0	91287	128	7	29.77585916		
SC304090	PC07578	Run3	NP0084-MB5	SC304090	Study	Robogut	DZ35298	sFEMB-001-R-015	ZymoResearch	96 MagBead DNA Extraction Kit	None	Standard	Vertical	Tubes	Standard	137009	111413	111413	107820	103084	0	103084	0	0	24.76114708	Magnetic	None
SC304091	PC07578	Run3	NP0084-MB5	SC304091	Study	human_1	human_1	sFEMB-001-R-015	ZymoResearch	96 MagBead DNA Extraction Kit	None	Standard	Vertical	Tubes	Standard	24	15	15	2	2	0	2	0	0	91.66666667	Magnetic	None
SC304092	PC07578	Run3	NP0084-MB5	SC304092	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-015	ZymoResearch	96 MagBead DNA Extraction Kit	None	Standard	Vertical	Tubes	Standard	132797	99985	99985	96917	89229	0	89198	24	7	32.80797006	Magnetic	None
SC304093	PC07578	Run3	NP0084-MB5	SC304093	Ext_Control	art_col	DZ35322	sFEMB-001-R-015	ZymoResearch	96 MagBead DNA Extraction Kit	None	Standard	Vertical	Tubes	Standard	147559	111537	111537	101439	101145	0	101145	0	0	31.45453683	Magnetic	None
SC304094	PC07578	Run3	NP0084-MB5	SC304094	Ext_Control	Ext_Blank	Water	sFEMB-001-R-015	ZymoResearch	96 MagBead DNA Extraction Kit	None	Standard	Vertical	Tubes	Standard	85116	68352	68352	67413	67020	0	67020	0	0	21.26039758	Magnetic	None
