Sample ID	Source-PCR-Plate	Run-ID	Project-ID	CGR-Sample-ID	Sample-Type	Sample-Des	Subject-ID	Reciept	Ext-Company	Ext-Kit	Ext-Robotics	Homo-Status	Homo-Method	Homo-Holder	Mag-Col	IR
SC502454	PC22190_D_06	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC502454	Ext_Control	art_col	DZ35322	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Altered	Vertical	Tubes	Column	Solution
SC502455	PC22190_F_03	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC502455	Study	Biocollective	Biocollective	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Altered	Vertical	Tubes	Column	Solution
SC502456	PC22192_B_06	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC502456	Study	Biocollective	Biocollective	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Altered	Vertical	Tubes	Column	Solution
SC502457	PC22190_B_08	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC502457	Study	Biocollective	Biocollective	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Altered	Vertical	Tubes	Column	Solution
SC502458	PC22192_G_02	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC502458	Study	Biocollective	Biocollective	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Altered	Vertical	Tubes	Column	Solution
SC502459	PC22190_B_03	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC502459	Study	Biocollective	Biocollective	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Altered	Vertical	Tubes	Column	Solution
SC502445	PC22190_E_02	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC502445	Ext_Control	Ext_Blank	Water	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Altered	Vertical	Tubes	Column	Solution
SC502446	PC22192_H_10	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC502446	Ext_Control	Ext_Blank	Water	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Altered	Vertical	Tubes	Column	Solution
SC502449	PC22190_D_10	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC502449	Ext_Control	Ext_Blank	Water	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Altered	Vertical	Tubes	Column	Solution
SC502450	PC22190_H_02	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC502450	Ext_Control	Ext_Blank	Water	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Altered	Vertical	Tubes	Column	Solution
SC502441	PC22192_H_05	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC502441	Study	human_1	human_1	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Altered	Vertical	Tubes	Column	Solution
SC502442	PC22192_C_08	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC502442	Study	human_1	human_1	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Altered	Vertical	Tubes	Column	Solution
SC502443	PC22190_H_10	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC502443	Study	human_1	human_1	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Altered	Vertical	Tubes	Column	Solution
SC502444	PC22192_D_07	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC502444	Study	human_1	human_1	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Altered	Vertical	Tubes	Column	Solution
SC502447	PC22190_A_03	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC502447	Study	human_1	human_1	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Altered	Vertical	Tubes	Column	Solution
SC502448	PC22192_G_08	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC502448	Study	human_1	human_1	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Altered	Vertical	Tubes	Column	Solution
SC502453	PC22190_C_01	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC502453	Study	Robogut	DZ35298	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Altered	Vertical	Tubes	Column	Solution
SC502451	PC22190_A_02	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC502451	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Altered	Vertical	Tubes	Column	Solution
SC502452	PC22192_A_07	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC502452	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Altered	Vertical	Tubes	Column	Solution
SC510683	PC22190_D_09	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC510683	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Altered	Vertical	Tubes	Column	Solution
SC510684	PC22192_E_01	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC510684	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-034	Qiagen	DNeasy PowerSoil Pro kit	QIACube HT	Altered	Vertical	Tubes	Column	Solution
SC552982	PC22192_A_11	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC552982	Ext_Control	art_col	DZ35316	sFEMB-001-R-039	Qiagen	DNeasy PowerSoil Pro kit	Manual	Standard	Vertical	Tubes	Column	Solution
SC552979	PC22192_A_01	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC552979	Study	Biocollective	Biocollective	sFEMB-001-R-039	Qiagen	DNeasy PowerSoil Pro kit	Manual	Standard	Vertical	Tubes	Column	Solution
SC552986	PC22192_H_03	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC552986	Study	Biocollective	Biocollective	sFEMB-001-R-039	Qiagen	DNeasy PowerSoil Pro kit	Manual	Standard	Vertical	Tubes	Column	Solution
SC552977	PC22190_H_11	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC552977	Study	Biocollective	Biocollective	sFEMB-001-R-039	Qiagen	DNeasy PowerSoil Pro kit	Manual	Standard	Vertical	Tubes	Column	Solution
SC552984	PC22190_E_10	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC552984	Study	Biocollective	Biocollective	sFEMB-001-R-039	Qiagen	DNeasy PowerSoil Pro kit	Manual	Standard	Vertical	Tubes	Column	Solution
SC552981	PC22190_C_02	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC552981	Study	Biocollective	Biocollective	sFEMB-001-R-039	Qiagen	DNeasy PowerSoil Pro kit	Manual	Standard	Vertical	Tubes	Column	Solution
SC552976	PC22192_A_09	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC552976	Ext_Control	Ext_Blank	Water	sFEMB-001-R-039	Qiagen	DNeasy PowerSoil Pro kit	Manual	Standard	Vertical	Tubes	Column	Solution
SC552980	PC22190_A_10	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC552980	Ext_Control	Ext_Blank	Water	sFEMB-001-R-039	Qiagen	DNeasy PowerSoil Pro kit	Manual	Standard	Vertical	Tubes	Column	Solution
SC552989	PC22192_D_11	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC552989	Ext_Control	Ext_Blank	Water	sFEMB-001-R-039	Qiagen	DNeasy PowerSoil Pro kit	Manual	Standard	Vertical	Tubes	Column	Solution
SC552983	PC22190_E_08	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC552983	Study	human_1	human_1	sFEMB-001-R-039	Qiagen	DNeasy PowerSoil Pro kit	Manual	Standard	Vertical	Tubes	Column	Solution
SC552985	PC22192_G_07	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC552985	Study	human_1	human_1	sFEMB-001-R-039	Qiagen	DNeasy PowerSoil Pro kit	Manual	Standard	Vertical	Tubes	Column	Solution
SC552978	PC22192_F_06	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC552978	Study	Robogut	DZ35298	sFEMB-001-R-039	Qiagen	DNeasy PowerSoil Pro kit	Manual	Standard	Vertical	Tubes	Column	Solution
SC552987	PC22190_D_07	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC552987	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-039	Qiagen	DNeasy PowerSoil Pro kit	Manual	Standard	Vertical	Tubes	Column	Solution
SC552990	PC22190_E_06	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC552990	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-039	Qiagen	DNeasy PowerSoil Pro kit	Manual	Standard	Vertical	Tubes	Column	Solution
SC552988	PC22192_A_03	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC552988	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-039	Qiagen	DNeasy PowerSoil Pro kit	Manual	Standard	Vertical	Tubes	Column	Solution
SC553036	PC22192_A_05	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC553036	Ext_Control	Ext_Blank	Water	sFEMB-001-R-043	Qiagen	DNeasy PowerSoil Pro kit	Manual	Horizontal	Horizontal	Tubes	Column	Solution
SC553034	PC22190_A_12	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC553034	Study	human_1	human_1	sFEMB-001-R-043	Qiagen	DNeasy PowerSoil Pro kit	Manual	Horizontal	Horizontal	Tubes	Column	Solution
SC553033	PC22192_B_11	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC553033	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-043	Qiagen	DNeasy PowerSoil Pro kit	Manual	Horizontal	Horizontal	Tubes	Column	Solution
SC553035	PC22190_B_06	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC553035	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-043	Qiagen	DNeasy PowerSoil Pro kit	Manual	Horizontal	Horizontal	Tubes	Column	Solution
SC553052	PC22192_A_12	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC553052	Ext_Control	Ext_Blank	Water	sFEMB-001-R-047	Qiagen	DNeasy PowerSoil Pro kit	Manual	SPEX	SPEX	Tubes	Column	Solution
SC553050	PC22190_B_11	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC553050	Study	human_1	human_1	sFEMB-001-R-047	Qiagen	DNeasy PowerSoil Pro kit	Manual	SPEX	SPEX	Tubes	Column	Solution
SC553049	PC22192_F_09	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC553049	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-047	Qiagen	DNeasy PowerSoil Pro kit	Manual	SPEX	SPEX	Tubes	Column	Solution
SC553051	PC22190_B_12	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC553051	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-047	Qiagen	DNeasy PowerSoil Pro kit	Manual	SPEX	SPEX	Tubes	Column	Solution
SC553086	PC22192_C_01	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC553086	Ext_Control	Ext_Blank	Water	sFEMB-001-R-053	Qiagen	DNeasy PowerSoil Pro kit	Manual	Covaris	AFA	Tubes	Column	Solution
SC553084	PC22192_F_02	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC553084	Study	human_1	human_1	sFEMB-001-R-053	Qiagen	DNeasy PowerSoil Pro kit	Manual	Covaris	AFA	Tubes	Column	Solution
SC553083	PC22190_H_06	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC553083	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-053	Qiagen	DNeasy PowerSoil Pro kit	Manual	Covaris	AFA	Tubes	Column	Solution
SC553085	PC22192_C_10	190617_M01354_0118_000000000-CHFG3	NP0084-MB6	SC553085	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-053	Qiagen	DNeasy PowerSoil Pro kit	Manual	Covaris	AFA	Tubes	Column	Solution
SC249358	PC04924_A_01	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC249358	Ext_Control	art_col	DZ35322	sFEMB-001-R-002	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC249363	PC04924_F_01	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC249363	Ext_Control	art_col	DZ35322	sFEMB-001-R-002	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC249366-PC04925-D-01	PC04925_D_01	180112_M03599_0134_000000000-BFD9Y	NP0084-MB4	SC249366	Ext_Control	Ext_Blank	Water	sFEMB-001-R-002	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC249366-PC07578-D-01	PC07578_D_01	180328_M01354_0106_000000000-BFMHC	NP0084-MB5	SC249366	Ext_Control	Ext_Blank	Water	sFEMB-001-R-002	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC249367	PC04924_A_02	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC249367	Ext_Control	Ext_Blank	Water	sFEMB-001-R-002	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC249359-PC04924-B-01	PC04924_B_01	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC249359	Study	human_1	human_1	sFEMB-001-R-002	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC249359-PC04925-A-01	PC04925_A_01	180112_M03599_0134_000000000-BFD9Y	NP0084-MB4	SC249359	Study	human_1	human_1	sFEMB-001-R-002	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC249361-PC04924-D-01	PC04924_D_01	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC249361	Study	human_1	human_1	sFEMB-001-R-002	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC249361-PC04925-A-10	PC04925_A_10	180112_M03599_0134_000000000-BFD9Y	NP0084-MB4	SC249361	Study	human_1	human_1	sFEMB-001-R-002	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC249361-PC04925-B-01	PC04925_B_01	180112_M03599_0134_000000000-BFD9Y	NP0084-MB4	SC249361	Study	human_1	human_1	sFEMB-001-R-002	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC249364	PC07578_C_01	180328_M01354_0106_000000000-BFMHC	NP0084-MB5	SC249364	Study	human_1	human_1	sFEMB-001-R-002	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC249364-PC04924-G-01	PC04924_G_01	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC249364	Study	human_1	human_1	sFEMB-001-R-002	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC249364-PC04925-C-01	PC04925_C_01	180112_M03599_0134_000000000-BFD9Y	NP0084-MB4	SC249364	Study	human_1	human_1	sFEMB-001-R-002	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC249369	PC07578_E_01	180328_M01354_0106_000000000-BFMHC	NP0084-MB5	SC249369	Study	human_1	human_1	sFEMB-001-R-002	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC249369-PC04924-C-02	PC04924_C_02	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC249369	Study	human_1	human_1	sFEMB-001-R-002	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC249369-PC04925-E-01	PC04925_E_01	180112_M03599_0134_000000000-BFD9Y	NP0084-MB4	SC249369	Study	human_1	human_1	sFEMB-001-R-002	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC249360-PC04924-C-01	PC04924_C_01	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC249360	Study	Robogut	DZ35298	sFEMB-001-R-002	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC249360-PC07578-B-09	PC07578_B_09	180328_M01354_0106_000000000-BFMHC	NP0084-MB5	SC249360	Study	Robogut	DZ35298	sFEMB-001-R-002	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC249365-PC04924-H-01	PC04924_H_01	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC249365	Study	Robogut	DZ35298	sFEMB-001-R-002	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC249365-PC07578-E-09	PC07578_E_09	180328_M01354_0106_000000000-BFMHC	NP0084-MB5	SC249365	Study	Robogut	DZ35298	sFEMB-001-R-002	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC249368-PC04924-B-02	PC04924_B_02	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC249368	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-002	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC249368-PC07578-C-10	PC07578_C_10	180328_M01354_0106_000000000-BFMHC	NP0084-MB5	SC249368	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-002	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC249362-PC04924-E-01	PC04924_E_01	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC249362	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-002	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC249362-PC07578-H-08	PC07578_H_08	180328_M01354_0106_000000000-BFMHC	NP0084-MB5	SC249362	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-002	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC253848	PC04924_C_11	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC253848	Ext_Control	art_col	DZ35322	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC253851	PC04924_E_11	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC253851	Ext_Control	art_col	DZ35322	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC253853	PC04924_G_11	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC253853	Ext_Control	Ext_Blank	Water	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC253843-PC04924-F-10	PC04924_F_10	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC253843	Study	human_1	human_1	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC253843-PC04925-B-09	PC04925_B_09	180112_M03599_0134_000000000-BFD9Y	NP0084-MB4	SC253843	Study	human_1	human_1	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC253847-PC04924-B-11	PC04924_B_11	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC253847	Study	human_1	human_1	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC253847-PC04925-E-09	PC04925_E_09	180112_M03599_0134_000000000-BFD9Y	NP0084-MB4	SC253847	Study	human_1	human_1	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC253849	PC07578_F_09	180328_M01354_0106_000000000-BFMHC	NP0084-MB5	SC253849	Study	human_1	human_1	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC253849-PC04924-D-11	PC04924_D_11	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC253849	Study	human_1	human_1	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC253849-PC04925-F-09	PC04925_F_09	180112_M03599_0134_000000000-BFD9Y	NP0084-MB4	SC253849	Study	human_1	human_1	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC253852	PC07578_G_09	180328_M01354_0106_000000000-BFMHC	NP0084-MB5	SC253852	Study	human_1	human_1	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC253852-PC04924-F-11	PC04924_F_11	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC253852	Study	human_1	human_1	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC253852-PC04925-G-09	PC04925_G_09	180112_M03599_0134_000000000-BFD9Y	NP0084-MB4	SC253852	Study	human_1	human_1	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC253845	PC07578_C_09	180328_M01354_0106_000000000-BFMHC	NP0084-MB5	SC253845	Study	Robogut	DZ35298	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC253845-PC04924-H-10	PC04924_H_10	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC253845	Study	Robogut	DZ35298	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC253845-PC04925-C-09	PC04925_C_09	180112_M03599_0134_000000000-BFD9Y	NP0084-MB4	SC253845	Study	Robogut	DZ35298	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC253846	PC07578_D_09	180328_M01354_0106_000000000-BFMHC	NP0084-MB5	SC253846	Study	Robogut	DZ35298	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC253846-PC04924-A-11	PC04924_A_11	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC253846	Study	Robogut	DZ35298	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC253846-PC04925-D-09	PC04925_D_09	180112_M03599_0134_000000000-BFD9Y	NP0084-MB4	SC253846	Study	Robogut	DZ35298	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC253844	PC04924_G_10	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC253844	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC253854	PC04924_H_11	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC253854	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-011	Qiagen	DSP Virus	QIASymphony	Standard	Vertical	Tubes	Magnetic	Tablet
SC249434	PC04924_C_08	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC249434	Ext_Control	art_col	DZ35322	sFEMB-001-R-007	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249439-PC04924-H-08	PC04924_H_08	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC249439	Ext_Control	art_col	DZ35322	sFEMB-001-R-007	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249439-PC07578-G-07	PC07578_G_07	180328_M01354_0106_000000000-BFMHC	NP0084-MB5	SC249439	Ext_Control	art_col	DZ35322	sFEMB-001-R-007	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249431	PC04925_A_04	180112_M03599_0134_000000000-BFD9Y	NP0084-MB4	SC249431	Ext_Control	Ext_Blank	Water	sFEMB-001-R-007	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249438	PC04924_G_08	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC249438	Ext_Control	Ext_Blank	Water	sFEMB-001-R-007	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249430	PC07578_H_03	180328_M01354_0106_000000000-BFMHC	NP0084-MB5	SC249430	Study	human_1	human_1	sFEMB-001-R-007	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249430-PC04924-H-07	PC04924_H_07	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC249430	Study	human_1	human_1	sFEMB-001-R-007	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249430-PC04925-H-03	PC04925_H_03	180112_M03599_0134_000000000-BFD9Y	NP0084-MB4	SC249430	Study	human_1	human_1	sFEMB-001-R-007	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249435-PC04924-D-08	PC04924_D_08	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC249435	Study	human_1	human_1	sFEMB-001-R-007	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249435-PC04925-D-04	PC04925_D_04	180112_M03599_0134_000000000-BFD9Y	NP0084-MB4	SC249435	Study	human_1	human_1	sFEMB-001-R-007	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249440-PC04924-A-09	PC04924_A_09	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC249440	Study	human_1	human_1	sFEMB-001-R-007	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249440-PC04925-G-04	PC04925_G_04	180112_M03599_0134_000000000-BFD9Y	NP0084-MB4	SC249440	Study	human_1	human_1	sFEMB-001-R-007	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249441	PC07578_H_04	180328_M01354_0106_000000000-BFMHC	NP0084-MB5	SC249441	Study	human_1	human_1	sFEMB-001-R-007	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249441-PC04924-B-09	PC04924_B_09	180112_M01354_0104_000000000-BFN3F	NP0084-MB4	SC249441	Study	human_1	human_1	sFEMB-001-R-007	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249441-PC04925-H-04	PC04925_H_04	180112_M03599_0134_000000000-BFD9Y	NP0084-MB4	SC249441	Study	human_1	human_1	sFEMB-001-R-007	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249433	PC07578_G_08	180328_M01354_0106_000000000-BFMHC	NP0084-MB5	SC249433	Study	Robogut	DZ35298	sFEMB-001-R-007	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
