SampleID	Source-PCR-Plate	Run-ID	Project-ID	CGR-Sample-ID	Sample-Type	Sample-Des	Subject-ID	Reciept	Ext-Company	Ext-Kit	Ext-Robotics	Homo-Status	Homo-Method	Homo-Holder	Mag-Col	IR
SC249437-PC04924-F-08	PC04924	SQ-1	NP0084-MB4	SC249437	Ext_Control	ZymoBiomics	Z00	sFEMB-001-R-007	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249437-PC04925-F-04	PC04925	SQ-2	NP0084-MB4	SC249437	Ext_Control	ZymoBiomics	Z00	sFEMB-001-R-007	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249443-PC04924-D-09	PC04924	SQ-1	NP0084-MB4	SC249443	Ext_Control	art_col	M22	sFEMB-001-R-008	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249443-PC07578-E-05	PC07578	SQ-3	NP0084-MB5	SC249443	Ext_Control	art_col	M22	sFEMB-001-R-008	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249446	PC04924	SQ-1	NP0084-MB4	SC249446	Ext_Control	art_col	M22	sFEMB-001-R-008	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249444	PC04925	SQ-2	NP0084-MB4	SC249444	Ext_Control	Ext_Blank	BW	sFEMB-001-R-008	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249450	PC04924	SQ-1	NP0084-MB4	SC249450	Ext_Control	Ext_Blank	BW	sFEMB-001-R-008	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249445-PC04924-E-09	PC04924	SQ-1	NP0084-MB4	SC249445	Study	H01	H01	sFEMB-001-R-008	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249445-PC04925-B-05	PC04925	SQ-2	NP0084-MB4	SC249445	Study	H01	H01	sFEMB-001-R-008	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249448	PC07578	SQ-3	NP0084-MB5	SC249448	Study	H01	H01	sFEMB-001-R-008	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249448-PC04924-H-09	PC04924	SQ-1	NP0084-MB4	SC249448	Study	H01	H01	sFEMB-001-R-008	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249448-PC04925-A-11	PC04925	SQ-2	NP0084-MB4	SC249448	Study	H01	H01	sFEMB-001-R-008	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249448-PC04925-D-05	PC04925	SQ-2	NP0084-MB4	SC249448	Study	H01	H01	sFEMB-001-R-008	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249449-PC04924-A-10	PC04924	SQ-1	NP0084-MB4	SC249449	Study	H01	H01	sFEMB-001-R-008	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249449-PC04925-E-05	PC04925	SQ-2	NP0084-MB4	SC249449	Study	H01	H01	sFEMB-001-R-008	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249453	PC07578	SQ-3	NP0084-MB5	SC249453	Study	H01	H01	sFEMB-001-R-008	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249453-PC04924-E-10	PC04924	SQ-1	NP0084-MB4	SC249453	Study	H01	H01	sFEMB-001-R-008	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249453-PC04925-F-05	PC04925	SQ-2	NP0084-MB4	SC249453	Study	H01	H01	sFEMB-001-R-008	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249447-PC04924-G-09	PC04924	SQ-1	NP0084-MB4	SC249447	Study	Robogut	M98	sFEMB-001-R-008	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249447-PC04925-C-05	PC04925	SQ-2	NP0084-MB4	SC249447	Study	Robogut	M98	sFEMB-001-R-008	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249452	PC04924	SQ-1	NP0084-MB4	SC249452	Study	Robogut	M98	sFEMB-001-R-008	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249442	PC04924	SQ-1	NP0084-MB4	SC249442	Ext_Control	ZymoBiomics	Z00	sFEMB-001-R-008	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249451-PC04924-C-10	PC04924	SQ-1	NP0084-MB4	SC249451	Ext_Control	ZymoBiomics	Z00	sFEMB-001-R-008	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249451-PC07578-F-06	PC07578	SQ-3	NP0084-MB5	SC249451	Ext_Control	ZymoBiomics	Z00	sFEMB-001-R-008	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552968	PC22190	SQ-4	NP0084-MB6	SC552968	Ext_Control	art_col	M22	sFEMB-001-R-038	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552962	PC22190	SQ-4	NP0084-MB6	SC552962	Ext_Control	Ext_Blank	BW	sFEMB-001-R-038	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552966	PC22192	SQ-4	NP0084-MB6	SC552966	Ext_Control	Ext_Blank	BW	sFEMB-001-R-038	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552975	PC22190	SQ-4	NP0084-MB6	SC552975	Ext_Control	Ext_Blank	BW	sFEMB-001-R-038	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552969	PC22190	SQ-4	NP0084-MB6	SC552969	Study	H01	H01	sFEMB-001-R-038	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552971	PC22192	SQ-4	NP0084-MB6	SC552971	Study	H01	H01	sFEMB-001-R-038	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552964	PC22190	SQ-4	NP0084-MB6	SC552964	Study	Robogut	M98	sFEMB-001-R-038	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552973	PC22190	SQ-4	NP0084-MB6	SC552973	Ext_Control	ZymoBiomics	Z00	sFEMB-001-R-038	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552974	PC22192	SQ-4	NP0084-MB6	SC552974	Ext_Control	ZymoBiomics	Z10	sFEMB-001-R-038	Qiagen	EX-2	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249409	PC04924	SQ-1	NP0084-MB4	SC249409	Ext_Control	art_col	M22	sFEMB-001-R-005	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249413	PC04924	SQ-1	NP0084-MB4	SC249413	Ext_Control	art_col	M22	sFEMB-001-R-005	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249406	PC04925	SQ-2	NP0084-MB4	SC249406	Ext_Control	Ext_Blank	BW	sFEMB-001-R-005	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249415	PC04924	SQ-1	NP0084-MB4	SC249415	Ext_Control	Ext_Blank	BW	sFEMB-001-R-005	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249407	PC04924	SQ-1	NP0084-MB4	SC249407	Study	H01	H01	sFEMB-001-R-005	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249411	PC07578	SQ-3	NP0084-MB5	SC249411	Study	H01	H01	sFEMB-001-R-005	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249411-PC04924-F-05	PC04924	SQ-1	NP0084-MB4	SC249411	Study	H01	H01	sFEMB-001-R-005	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249411-PC04925-G-02	PC04925	SQ-2	NP0084-MB4	SC249411	Study	H01	H01	sFEMB-001-R-005	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249414	PC07578	SQ-3	NP0084-MB5	SC249414	Study	H01	H01	sFEMB-001-R-005	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249414-PC04924-A-06	PC04924	SQ-1	NP0084-MB4	SC249414	Study	H01	H01	sFEMB-001-R-005	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249414-PC04925-H-02	PC04925	SQ-2	NP0084-MB4	SC249414	Study	H01	H01	sFEMB-001-R-005	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249416-PC04924-C-06	PC04924	SQ-1	NP0084-MB4	SC249416	Study	H01	H01	sFEMB-001-R-005	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249416-PC04925-A-03	PC04925	SQ-2	NP0084-MB4	SC249416	Study	H01	H01	sFEMB-001-R-005	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249410	PC07578	SQ-3	NP0084-MB5	SC249410	Study	Robogut	M98	sFEMB-001-R-005	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249410-PC04924-E-05	PC04924	SQ-1	NP0084-MB4	SC249410	Study	Robogut	M98	sFEMB-001-R-005	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249410-PC04925-F-02	PC04925	SQ-2	NP0084-MB4	SC249410	Study	Robogut	M98	sFEMB-001-R-005	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249417	PC04924	SQ-1	NP0084-MB4	SC249417	Study	Robogut	M98	sFEMB-001-R-005	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249408	PC07578	SQ-3	NP0084-MB5	SC249408	Ext_Control	ZymoBiomics	Z00	sFEMB-001-R-005	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249408-PC04924-C-05	PC04924	SQ-1	NP0084-MB4	SC249408	Ext_Control	ZymoBiomics	Z00	sFEMB-001-R-005	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249408-PC04925-E-02	PC04925	SQ-2	NP0084-MB4	SC249408	Ext_Control	ZymoBiomics	Z00	sFEMB-001-R-005	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249412	PC04924	SQ-1	NP0084-MB4	SC249412	Ext_Control	ZymoBiomics	Z00	sFEMB-001-R-005	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249427	PC04924	SQ-1	NP0084-MB4	SC249427	Ext_Control	art_col	M22	sFEMB-001-R-006	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249428	PC04924	SQ-1	NP0084-MB4	SC249428	Ext_Control	art_col	M22	sFEMB-001-R-006	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249422-PC04925-D-03	PC04925	SQ-2	NP0084-MB4	SC249422	Ext_Control	Ext_Blank	BW	sFEMB-001-R-006	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249422-PC07578-D-03	PC07578	SQ-3	NP0084-MB5	SC249422	Ext_Control	Ext_Blank	BW	sFEMB-001-R-006	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249423	PC04924	SQ-1	NP0084-MB4	SC249423	Ext_Control	Ext_Blank	BW	sFEMB-001-R-006	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249418-PC04924-E-06	PC04924	SQ-1	NP0084-MB4	SC249418	Study	H01	H01	sFEMB-001-R-006	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249418-PC04925-B-03	PC04925	SQ-2	NP0084-MB4	SC249418	Study	H01	H01	sFEMB-001-R-006	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249419-PC04924-F-06	PC04924	SQ-1	NP0084-MB4	SC249419	Study	H01	H01	sFEMB-001-R-006	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249419-PC04925-C-03	PC04925	SQ-2	NP0084-MB4	SC249419	Study	H01	H01	sFEMB-001-R-006	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249424	PC07578	SQ-3	NP0084-MB5	SC249424	Study	H01	H01	sFEMB-001-R-006	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249424-PC04924-B-07	PC04924	SQ-1	NP0084-MB4	SC249424	Study	H01	H01	sFEMB-001-R-006	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249424-PC04925-E-03	PC04925	SQ-2	NP0084-MB4	SC249424	Study	H01	H01	sFEMB-001-R-006	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249429	PC07578	SQ-3	NP0084-MB5	SC249429	Study	H01	H01	sFEMB-001-R-006	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249429-PC04924-G-07	PC04924	SQ-1	NP0084-MB4	SC249429	Study	H01	H01	sFEMB-001-R-006	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249429-PC04925-G-03	PC04925	SQ-2	NP0084-MB4	SC249429	Study	H01	H01	sFEMB-001-R-006	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249421-PC04924-H-06	PC04924	SQ-1	NP0084-MB4	SC249421	Study	Robogut	M98	sFEMB-001-R-006	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249421-PC07578-F-02	PC07578	SQ-3	NP0084-MB5	SC249421	Study	Robogut	M98	sFEMB-001-R-006	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249426	PC07578	SQ-3	NP0084-MB5	SC249426	Study	Robogut	M98	sFEMB-001-R-006	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249426-PC04924-D-07	PC04924	SQ-1	NP0084-MB4	SC249426	Study	Robogut	M98	sFEMB-001-R-006	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249426-PC04925-F-03	PC04925	SQ-2	NP0084-MB4	SC249426	Study	Robogut	M98	sFEMB-001-R-006	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249420-PC04924-G-06	PC04924	SQ-1	NP0084-MB4	SC249420	Ext_Control	ZymoBiomics	Z00	sFEMB-001-R-006	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249420-PC07578-H-07	PC07578	SQ-3	NP0084-MB5	SC249420	Ext_Control	ZymoBiomics	Z00	sFEMB-001-R-006	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC249425	PC04924	SQ-1	NP0084-MB4	SC249425	Ext_Control	ZymoBiomics	Z00	sFEMB-001-R-006	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552954	PC22192	SQ-4	NP0084-MB6	SC552954	Ext_Control	art_col	M16	sFEMB-001-R-037	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552948	PC22192	SQ-4	NP0084-MB6	SC552948	Ext_Control	Ext_Blank	BW	sFEMB-001-R-037	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552952	PC22190	SQ-4	NP0084-MB6	SC552952	Ext_Control	Ext_Blank	BW	sFEMB-001-R-037	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552961	PC22192	SQ-4	NP0084-MB6	SC552961	Ext_Control	Ext_Blank	BW	sFEMB-001-R-037	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552955	PC22190	SQ-4	NP0084-MB6	SC552955	Study	H01	H01	sFEMB-001-R-037	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552957	PC22192	SQ-4	NP0084-MB6	SC552957	Study	H01	H01	sFEMB-001-R-037	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552950	PC22192	SQ-4	NP0084-MB6	SC552950	Study	Robogut	M98	sFEMB-001-R-037	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552959	PC22190	SQ-4	NP0084-MB6	SC552959	Ext_Control	ZymoBiomics	Z10	sFEMB-001-R-037	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552960	PC22192	SQ-4	NP0084-MB6	SC552960	Ext_Control	ZymoBiomics	Z10	sFEMB-001-R-037	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552997	PC22190	SQ-4	NP0084-MB6	SC552997	Ext_Control	art_col	M16	sFEMB-001-R-040	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552991	PC22190	SQ-4	NP0084-MB6	SC552991	Ext_Control	Ext_Blank	BW	sFEMB-001-R-040	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552995	PC22192	SQ-4	NP0084-MB6	SC552995	Ext_Control	Ext_Blank	BW	sFEMB-001-R-040	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553004	PC22190	SQ-4	NP0084-MB6	SC553004	Ext_Control	Ext_Blank	BW	sFEMB-001-R-040	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552998	PC22190	SQ-4	NP0084-MB6	SC552998	Study	H01	H01	sFEMB-001-R-040	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553000	PC22192	SQ-4	NP0084-MB6	SC553000	Study	H01	H01	sFEMB-001-R-040	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC552993	PC22190	SQ-4	NP0084-MB6	SC552993	Study	Robogut	M98	sFEMB-001-R-040	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553002	PC22190	SQ-4	NP0084-MB6	SC553002	Ext_Control	ZymoBiomics	Z00	sFEMB-001-R-040	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553003	PC22192	SQ-4	NP0084-MB6	SC553003	Ext_Control	ZymoBiomics	Z10	sFEMB-001-R-040	Qiagen	EX-4	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553025	PC22190	SQ-4	NP0084-MB6	SC553025	Ext_Control	art_col	M16	sFEMB-001-R-042	ThermoFisher	EX-6	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553019	PC22192	SQ-4	NP0084-MB6	SC553019	Ext_Control	Ext_Blank	BW	sFEMB-001-R-042	ThermoFisher	EX-6	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553023	PC22190	SQ-4	NP0084-MB6	SC553023	Ext_Control	Ext_Blank	BW	sFEMB-001-R-042	ThermoFisher	EX-6	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553032	PC22192	SQ-4	NP0084-MB6	SC553032	Ext_Control	Ext_Blank	BW	sFEMB-001-R-042	ThermoFisher	EX-6	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553026	PC22190	SQ-4	NP0084-MB6	SC553026	Study	H01	H01	sFEMB-001-R-042	ThermoFisher	EX-6	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553028	PC22192	SQ-4	NP0084-MB6	SC553028	Study	H01	H01	sFEMB-001-R-042	ThermoFisher	EX-6	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553021	PC22190	SQ-4	NP0084-MB6	SC553021	Study	Robogut	M98	sFEMB-001-R-042	ThermoFisher	EX-6	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553030	PC22192	SQ-4	NP0084-MB6	SC553030	Ext_Control	ZymoBiomics	Z00	sFEMB-001-R-042	ThermoFisher	EX-6	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC553031	PC22190	SQ-4	NP0084-MB6	SC553031	Ext_Control	ZymoBiomics	Z10	sFEMB-001-R-042	ThermoFisher	EX-6	KingFisher	Standard	TissueLyzer	Plate	Magnetic	Solution
SC253185	PC04925	SQ-2	NP0084-MB4	SC253185	Ext_Control	art_col	M22	sFEMB-001-R-009	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253192	PC04925	SQ-2	NP0084-MB4	SC253192	Ext_Control	art_col	M22	sFEMB-001-R-009	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253191	PC04925	SQ-2	NP0084-MB4	SC253191	Ext_Control	Ext_Blank	BW	sFEMB-001-R-009	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253183-PC04925-A-06	PC04925	SQ-2	NP0084-MB4	SC253183	Study	H01	H01	sFEMB-001-R-009	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253183-PC07578-D-08	PC07578	SQ-3	NP0084-MB5	SC253183	Study	H01	H01	sFEMB-001-R-009	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253184-PC04925-B-06	PC04925	SQ-2	NP0084-MB4	SC253184	Study	H01	H01	sFEMB-001-R-009	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253184-PC07578-G-06	PC07578	SQ-3	NP0084-MB5	SC253184	Study	H01	H01	sFEMB-001-R-009	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253188	PC04925	SQ-2	NP0084-MB4	SC253188	Study	H01	H01	sFEMB-001-R-009	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253190	PC07578	SQ-3	NP0084-MB5	SC253190	Study	H01	H01	sFEMB-001-R-009	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253190-PC04925-G-06	PC04925	SQ-2	NP0084-MB4	SC253190	Study	H01	H01	sFEMB-001-R-009	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253190-PC04925-H-06	PC04925	SQ-2	NP0084-MB4	SC253190	Study	H01	H01	sFEMB-001-R-009	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253182-PC04925-H-05	PC04925	SQ-2	NP0084-MB4	SC253182	Study	Robogut	M98	sFEMB-001-R-009	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253182-PC07578-A-01	PC07578	SQ-3	NP0084-MB5	SC253182	Study	Robogut	M98	sFEMB-001-R-009	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253186-PC04925-D-06	PC04925	SQ-2	NP0084-MB4	SC253186	Study	Robogut	M98	sFEMB-001-R-009	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253186-PC07578-D-06	PC07578	SQ-3	NP0084-MB5	SC253186	Study	Robogut	M98	sFEMB-001-R-009	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253181-PC04925-G-05	PC04925	SQ-2	NP0084-MB4	SC253181	Ext_Control	ZymoBiomics	Z00	sFEMB-001-R-009	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253181-PC07578-G-05	PC07578	SQ-3	NP0084-MB5	SC253181	Ext_Control	ZymoBiomics	Z00	sFEMB-001-R-009	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253189	PC04925	SQ-2	NP0084-MB4	SC253189	Ext_Control	ZymoBiomics	Z00	sFEMB-001-R-009	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253195-PC04925-E-07	PC04925	SQ-2	NP0084-MB4	SC253195	Ext_Control	art_col	M22	sFEMB-001-R-010	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253195-PC07578-E-07	PC07578	SQ-3	NP0084-MB5	SC253195	Ext_Control	art_col	M22	sFEMB-001-R-010	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253204	PC04925	SQ-2	NP0084-MB4	SC253204	Ext_Control	art_col	M22	sFEMB-001-R-010	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253202-PC04925-F-08	PC04925	SQ-2	NP0084-MB4	SC253202	Ext_Control	Ext_Blank	BW	sFEMB-001-R-010	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253202-PC07578-F-08	PC07578	SQ-3	NP0084-MB5	SC253202	Ext_Control	Ext_Blank	BW	sFEMB-001-R-010	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253197-PC04925-G-07	PC04925	SQ-2	NP0084-MB4	SC253197	Study	H01	H01	sFEMB-001-R-010	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253197-PC04925-H-07	PC04925	SQ-2	NP0084-MB4	SC253197	Study	H01	H01	sFEMB-001-R-010	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253199-PC04925-A-08	PC04925	SQ-2	NP0084-MB4	SC253199	Study	H01	H01	sFEMB-001-R-010	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253199-PC04925-B-08	PC04925	SQ-2	NP0084-MB4	SC253199	Study	H01	H01	sFEMB-001-R-010	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253199-PC04925-E-11	PC04925	SQ-2	NP0084-MB4	SC253199	Study	H01	H01	sFEMB-001-R-010	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253201	PC07578	SQ-3	NP0084-MB5	SC253201	Study	H01	H01	sFEMB-001-R-010	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253201-PC04925-D-08	PC04925	SQ-2	NP0084-MB4	SC253201	Study	H01	H01	sFEMB-001-R-010	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253201-PC04925-E-08	PC04925	SQ-2	NP0084-MB4	SC253201	Study	H01	H01	sFEMB-001-R-010	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253203-PC04925-G-08	PC04925	SQ-2	NP0084-MB4	SC253203	Study	H01	H01	sFEMB-001-R-010	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253203-PC04925-H-08	PC04925	SQ-2	NP0084-MB4	SC253203	Study	H01	H01	sFEMB-001-R-010	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253193	PC04925	SQ-2	NP0084-MB4	SC253193	Study	Robogut	M98	sFEMB-001-R-010	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
