"","Yr","Pop","violent","murder","rape1","robbery","aggassault","propcrime","burg","larceny","mvtheft","ST","PopTotal_1970","Pop_Un18_1970","Pop_20to40_1970","Pop_40to60_1970","Pop_60Ov_1970","PopTotal_1975","Pop_Un18_1975","Pop_20to40_1975","Pop_40to60_1975","Pop_60Ov_1975","PopTotal_1980","Pop_Un18_1980","Pop_20to40_1980","Pop_40to60_1980","Pop_60Ov_1980","PopTotal_1985","Pop_Un18_1985","Pop_20to40_1985","Pop_40to60_1985","Pop_60Ov_1985","PopTotal_1990","Pop_Un18_1990","Pop_20to40_1990","Pop_40to60_1990","Pop_60Ov_1990","PopTotal_1995","Pop_Un18_1995","Pop_20to40_1995","Pop_40to60_1995","Pop_60Ov_1995"
"1042",1985,521000,3031,9.8,77.2,92.9,401.9,5295.2,1191.7,3497.1,606.3,"AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532503,35.249566669108,40.5430579733823,18.6751999519252,5.53217540558457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1043",1985,3187000,19202,8,45.7,146.5,402.3,6513.7,1869.6,4258.6,385.5,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3183536,30.2275520050661,33.9813339632409,18.9030059656935,16.8881080659996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1044",1985,2359000,8199,7.9,29.1,68.5,242,3237.5,941.4,2117.7,178.4,"AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2327069,30.340698965093,30.6233291750266,19.9116141377845,19.1243577220959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045",1985,26365000,201763,10.5,43.3,327.7,383.8,5752.7,1701.1,3379.4,672.2,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26441100,29.0792554016285,36.7672260231231,19.4583092231412,14.6952093521071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1046",1985,3231000,15219,5.8,40.9,124.2,300.1,6448,1748.1,4267,432.9,"CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3208691,29.8797547037094,37.7125438379701,19.6733184965458,12.7343829617748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1047",1985,3174000,12758,3.8,24,190,184.1,4302.8,1135.5,2726,441.3,"CT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3201120,26.8577872744539,33.4996188833908,21.7215537062028,17.9210401359524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1048",1985,622000,2695,4.8,47.6,124.3,256.6,4528,1097.4,3157.2,273.3,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618287,29.1306464473618,34.3127059116559,20.5378731883413,16.0187744526409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1049",1985,626000,10171,23.5,53.8,835.5,712,6374.4,1598.2,3973.5,802.7,"DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634545,23.5165354702976,40.0453868519963,19.7565184502281,16.681559227478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1050",1985,11366000,106971,11.4,52.8,312.4,564.5,6633.1,2009.5,4098.1,525.5,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11351091,25.056287540995,31.0711543057844,20.3813624611062,23.4911956921145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1985,5976000,30311,10.4,43.3,164.2,289.4,4602.9,1356.6,2877.3,369,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5962708,31.0493487187365,35.1760307564952,20.0234524313449,13.7511680934233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1052",1985,1054000,2313,4.1,29.4,99.4,86.5,4981.1,1154.1,3544.3,282.7,"HI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1039689,30.2572211497861,36.3810716473869,19.3629056381283,13.9988015646987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1053",1985,1005000,2360,2.2,19.1,26.8,186.8,3673.2,887.3,2604,182,"ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,994050,34.8499572456114,31.5891554750767,18.556913636135,15.0039736431769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1054",1985,11535000,82448,8,39.3,287.1,380.3,4596.5,1135.8,2869.8,590.9,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11399816,30.0528534846527,33.4210306552316,20.0473235708366,16.4787922892791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1055",1985,5499000,17014,5.8,24,92.1,187.5,3604.7,914.6,2361.5,328.5,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5459201,30.5567792796052,32.9354240666354,20.1637382466775,16.3440584070819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1056",1985,2884000,6106,1.9,12.6,41.2,156.1,3731.2,913.6,2664.2,153.4,"IA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2829691,29.889482632556,31.5628455545146,19.3645171857987,19.1831546271307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1057",1985,2450000,8716,4.9,29.3,78.7,242.7,4019.3,1050.6,2752.4,216.4,"KS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2427428,29.6733826914743,33.1910153462842,19.1773350229131,17.9582669393284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1058",1985,3726000,11384,6.9,21.6,75.7,201.3,2641.7,771.3,1677.2,193.2,"KY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3694833,30.7817430449495,32.9782428596908,19.8981388333383,16.3418752620213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1059",1985,4481000,31108,10.9,39.8,190.3,453.3,4869.3,1323.9,3163.1,382.3,"LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4408128,33.7120882152242,33.4729163944423,18.9248134355445,13.890181954789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1060",1985,1164000,1950,2.4,14.3,24.4,126.4,3504.2,911.3,2427.8,165.1,"ME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1162942,29.5357808042018,32.6373112330624,20.1143307232863,17.7125772394496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1061",1985,4392000,36655,7.9,38.7,302.2,485.8,4538.2,1206.6,2870.6,461,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4413118,28.2906552691317,35.4223929656991,21.4086503012156,14.8783014639536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1062",1985,5822000,31334,3.5,29.8,188.5,316.5,4219.6,1120.4,2234.4,864.8,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5880748,26.6584454902676,35.2233593413627,20.0340500902266,18.0841450781431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",1985,9088000,66714,11.2,67.6,292.4,362.9,5632.2,1527.2,3277.1,827.8,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9076282,30.7933358615345,33.4370174924049,20.0313410270858,15.7383056189748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064",1985,4193000,10751,2.1,29.6,85.8,138.9,3877.8,1017.5,2598.5,261.9,"MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4184290,30.0757356684169,34.3063936773025,19.1014007155336,16.5164699387471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1065",1985,2613000,7079,10.6,26.7,62.6,171.1,2994.8,1021.9,1817,156,"MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2588120,34.3426116254269,31.0815959074541,18.6124677371992,15.9633247299198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1066",1985,5029000,25321,8.1,29.2,147.6,318.5,3862.5,1098.7,2399.1,364.8,"MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000286,29.3643603585875,32.1347418927637,20.1357882329131,18.3651095157357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1067",1985,826000,1722,5.8,19.2,20.9,162.5,4340.8,827.5,3238,275.3,"MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,822326,31.8840703078828,32.2231085968339,19.7337795472842,16.1590415479992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068",1985,1606000,3821,2.9,23.4,48.5,163.1,3456.7,730.4,2570.2,156,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1584659,30.4281236531014,32.5701617824403,19.0122291294215,17.9894854350368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069",1985,936000,6244,10.3,60.3,274.9,321.7,5907.5,1849.6,3561.5,496.4,"NV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,951040,28.011755551817,36.0414914199192,21.6179130215343,14.3288400067295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1070",1985,998000,1405,2.1,19.1,26.7,92.9,3111.1,762.3,2150.2,198.6,"NH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,996760,28.5752839199005,35.5787752317509,20.0761467153578,15.7697941329909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1071",1985,7562000,41172,5.4,32.1,255,252,4549.9,1056.9,2828.7,664.3,"NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7565511,27.3369108841425,32.7716131798632,22.1018646328054,17.7896113031889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1072",1985,1450000,10207,10.9,49.8,138.1,505.1,5782.3,1753.9,3682.6,345.7,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1438385,33.5816210541684,33.6134623205887,19.1220709337208,13.6828456915221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1073",1985,17783000,165365,9.5,32.1,504.4,383.9,4658.6,1235.1,2824.5,599.1,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17791750,27.8692483875954,33.242356710273,21.2907443056473,17.5976505964843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1074",1985,6255000,26327,8.3,23.8,78.2,310.6,3700.5,1150.8,2358.6,191,"NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6253991,28.9324848724598,34.5854031449677,20.6880694263871,15.7940425561853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075",1985,685000,322,1,7.3,6.4,32.3,2632.4,427,2087.2,118.2,"ND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,676978,31.6327857035236,33.424276712094,17.9265795934284,17.0163579909539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1076",1985,10744000,41000,5.2,36.9,133.1,206.4,3805.7,976.5,2476.4,352.7,"OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10734943,30.0233359413273,32.6709699343536,20.4391304173669,16.8665637069521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1077",1985,3301000,13930,7.7,37.9,106.8,269.6,5003,1612.1,2824.4,566.5,"OK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3271395,30.7419617624897,32.3209823332248,20.0865380059577,16.8505178983278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1078",1985,2687000,14807,4.7,50.7,185.6,310.1,6178.7,1886.5,3934.7,357.6,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2672681,29.1605694806077,33.5836936768735,19.64020397496,17.6155328675588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1079",1985,11853000,39240,4.6,24.3,147,155,2706.4,737.5,1640.7,328.2,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11770908,27.4843877804499,31.7284783807672,20.8975297402715,19.8896040985113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1080",1985,968000,3355,3.6,26.1,115.9,200.9,4376.9,1232.3,2491.6,652.9,"RI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,968958,26.7570937027198,33.8366575228235,19.7077685513717,19.698480223085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1081",1985,3347000,21121,9.1,41.4,93.9,486.7,4209.5,1253.5,2696.7,259.2,"SC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3303250,31.1859532278816,34.3588586997654,19.7281767955801,14.7270112767729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1082",1985,708000,967,1.8,23.7,17.1,93.9,2504.2,546.2,1856.2,101.8,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698404,31.7621319465524,31.5769955498537,18.2023585202834,18.4585139833105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1083",1985,4762000,22592,9,42.6,180.9,242,3692.3,1166.8,2040.3,485.2,"TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4715288,29.2361781507301,33.297987312758,20.8207642884167,16.6450702480951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084",1985,16370000,90030,13,51.1,193.5,292.3,6018.7,1770.5,3640.3,608,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16272777,32.3632960741734,35.1686930878485,19.1385895597291,13.3294212782489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1085",1985,1645000,4398,3,23.2,55.2,186,5050,942.9,3870.4,236.7,"UT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1642906,40.3146619465751,32.9514896165697,15.6634646169653,11.0703838198899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1086",1985,535000,790,3.4,19.3,20.9,104.1,3740.4,973.8,2602.6,163.9,"VT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530031,29.8271233192021,34.7802298356134,19.5007461827704,15.8919006624141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1087",1985,5706000,16813,7.1,27.2,100.2,160.1,3484.4,785.1,2502.6,196.7,"VA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5715198,28.5198518056592,35.9898642181776,20.9455735391845,14.5447104369787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1088",1985,4409000,18757,5.2,54.9,132,233.3,6103.4,1811.3,4003.2,288.9,"WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4400084,29.2371463817509,35.2554178511138,19.7358504973996,15.7715852697358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1089",1985,1936000,3214,3.8,18.5,37.6,106.1,2086.8,618.4,1301.2,167.3,"WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1906823,29.9496072787039,30.8376288727375,20.66500141859,18.5477624299686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1090",1985,4775000,9880,2.8,18.3,70.2,115.6,3809.8,795.5,2792.6,221.6,"WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4747766,30.042487350893,33.2648449818293,19.335872913703,17.3567947535746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1091",1985,509000,1307,4.3,22.4,20,210,3758.3,690.6,2894.3,173.5,"WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499688,34.4204783785082,33.727445926258,19.3618818142521,12.4901938809817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1092",1985,237923795,1327767,8,36.8,209.3,304,4666.4,1291.7,2911.2,463.5,"USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301",1990,4040587,28630,11.6,32.6,143.7,520.7,4206.7,1103.4,2755.4,347.8,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4048508,29.3089207184474,32.8487432901207,21.3615979022395,16.4807380891924,NA,NA,NA,NA,NA
"1302",1990,550043,2885,7.5,72.9,76.7,367.4,4628.2,894.3,3168.5,565.4,"AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553120,34.8002241828175,39.8219192941857,19.5315663870408,5.84629013595603,NA,NA,NA,NA,NA
"1303",1990,3665228,23911,7.7,40.9,160.9,442.8,7236.4,1669.9,4703,863.5,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3679056,30.3916004540295,33.8016871719267,19.441508908807,16.3652034652367,NA,NA,NA,NA,NA
"1304",1990,2350725,12511,10.3,43.3,113.2,365.4,4334.7,1210.9,2834.4,289.4,"AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2354343,29.4964667425265,30.8858564788563,21.0852454378992,18.532431340718,NA,NA,NA,NA,NA
"1305",1990,29760021,311051,11.9,42.6,377,613.6,5558.4,1345.4,3197.5,1015.5,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29950111,29.6533859256815,37.2536549196763,19.7318934811293,13.3610656735129,NA,NA,NA,NA,NA
"1306",1990,3294394,17328,4.2,46.2,90.6,385,5527.8,1208.8,3890.6,428.4,"CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3303862,29.5918231451556,36.437750729298,21.055358849734,12.9150672758124,NA,NA,NA,NA,NA
"1307",1990,3287116,18201,5.1,27.9,234.8,286,4833,1227.7,2874.4,730.9,"CT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3289056,25.7100821633928,35.0194402284424,22.1372637011957,17.1332139069691,NA,NA,NA,NA,NA
"1308",1990,666168,4365,5,88.1,164.8,397.3,4705.1,970.5,3290.8,443.9,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669063,27.9188955300174,35.3425611638964,21.0839636925073,15.654579613579,NA,NA,NA,NA,NA
"1309",1990,606900,14919,77.8,49.9,1213.5,1117,8316,1983,4996.9,1336.1,"DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603814,22.2593381405532,40.5146286770429,21.0920912731404,16.1339419092634,NA,NA,NA,NA,NA
"1310",1990,12937926,160990,10.7,52.4,416.8,764.4,7566.5,2170.6,4569.6,826.3,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13018365,25.5829437874879,31.5426245922587,20.450701758631,22.4237298616224,NA,NA,NA,NA,NA
"1311",1990,6478216,48996,11.8,53.6,263.5,427.4,6007.3,1619.4,3714.3,673.6,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6506531,30.1436510484619,35.9434850921328,20.935979556541,12.9768843028643,NA,NA,NA,NA,NA
"1312",1990,1108229,3113,4,32.5,91.4,153,5825.8,1228.2,4217.1,380.5,"HI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1112703,27.9152657986902,36.6418532168962,20.6596908609036,14.78319012351,NA,NA,NA,NA,NA
"1313",1990,1006749,2776,2.7,27.3,15,230.7,3781.4,813.2,2802.7,165.5,"ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011882,34.1510176087726,30.9360182313748,19.8487570685119,15.0642070913407,NA,NA,NA,NA,NA
"1314",1990,11430602,110575,10.3,39.4,394,523.6,4967.7,1063,3262,642.8,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11446979,28.7596753693704,34.4828273031688,20.8208908219365,15.9366065055243,NA,NA,NA,NA,NA
"1315",1990,5544159,26275,6.2,37.9,101.3,328.4,4209.4,943.3,2827.1,439,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5555097,29.21081306051,33.5865242317101,21.1484335917087,16.0542291160712,NA,NA,NA,NA,NA
"1316",1990,2776755,8321,1.9,18.4,39.2,240.1,3801.2,808.4,2822.9,169.9,"IA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2779769,28.9884159439148,31.5630903143391,20.4218408076355,19.0266529341107,NA,NA,NA,NA,NA
"1317",1990,2477574,11093,4,40.4,117.6,285.7,4745.4,1166.5,3243.5,335.4,"KS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2480683,29.6717879712966,33.2871632530235,19.8284101596214,17.2126386160586,NA,NA,NA,NA,NA
"1318",1990,3685296,14386,7.2,29,69.1,285.2,2909.1,766.9,1942.7,199.4,"KY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3692584,28.9320974147101,33.5665485199524,21.385160093853,16.1161939714845,NA,NA,NA,NA,NA
"1319",1990,4219973,37914,17.2,42.2,269.8,569.2,5588.2,1437.9,3548.6,601.7,"LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4219179,31.8898771538254,33.8202290066385,19.9147748886691,14.375118950867,NA,NA,NA,NA,NA
"1320",1990,1227928,1759,2.4,19.7,25.1,96,3554.5,823,2554.9,176.6,"ME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1231296,28.0641697853319,33.6856450439212,21.4328642341078,16.8173209366391,NA,NA,NA,NA,NA
"1321",1990,4781468,43940,11.5,45.7,363.8,497.9,4911.5,1119.9,3082.9,708.7,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4797431,27.4000188851075,36.5691971390521,22.0091961718678,14.0215878039726,NA,NA,NA,NA,NA
"1322",1990,6016425,44300,4,33.7,217.1,481.4,4561.5,1112.7,2525.3,923.6,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6018664,25.6891562645796,36.4801723438956,20.7749759747346,17.0556954167902,NA,NA,NA,NA,NA
"1323",1990,9295297,73468,10.4,77.6,234,468.4,5204.4,1143.3,3347.4,713.7,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9310462,29.6116777019228,34.1141288155196,20.9048487604589,15.3693447220986,NA,NA,NA,NA,NA
"1324",1990,4375099,13392,2.7,34,92.7,176.7,4232.7,907.2,2959.9,365.6,"MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4387283,29.6943233431716,34.6992888309234,20.0016502240681,15.6047376018369,NA,NA,NA,NA,NA
"1325",1990,2573216,8758,12.2,44.1,86.2,198,3528.8,1251.2,2070,207.6,"MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2577426,32.1838143946713,32.1689934066002,19.859852426413,15.7873397723155,NA,NA,NA,NA,NA
"1326",1990,5117073,36602,8.8,32.5,216.4,457.6,4405.3,1065.8,2800.2,539.4,"MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5126370,28.7053997272924,32.7813247970786,20.9377785840663,17.5754968915626,NA,NA,NA,NA,NA
"1327",1990,799065,1273,4.9,24.4,21.7,108.4,4342.8,709.1,3391.2,242.5,"MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,799824,30.7493898657705,31.3053871851807,21.1925373582188,16.75268559083,NA,NA,NA,NA,NA
"1328",1990,1578385,5209,2.7,30,51.1,246.2,3883.1,723.8,2981.1,178.2,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1580664,30.1799117332969,32.435546074308,19.8356513465227,17.5488908458724,NA,NA,NA,NA,NA
"1329",1990,1201833,7222,9.7,62.2,238.3,290.7,5462.7,1367.4,3502.7,592.5,"NV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1218629,28.5180313286488,35.1860164168094,22.2681390316495,14.0278132228923,NA,NA,NA,NA,NA
"1330",1990,1109252,1459,1.9,34.8,27.2,67.6,3513.7,735.5,2534.2,244,"NH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111831,28.0136099820926,36.4362929258134,21.1640078393209,14.3860892527731,NA,NA,NA,NA,NA
"1331",1990,7730188,50057,5.6,29.8,301,311.1,4799.7,1017.2,2843,939.5,"NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7757158,26.1926726257219,34.5272585655726,22.2733764092468,17.0066923994587,NA,NA,NA,NA,NA
"1332",1990,1515069,11821,9.2,49.7,115.1,606.2,5903.9,1738.7,3828.5,336.7,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1519933,32.8244073916416,33.2964018808724,20.0352910292756,13.8438996982104,NA,NA,NA,NA,NA
"1333",1990,17990455,212458,14.5,29.8,624.7,512,5182.8,1160.7,2979.4,1042.7,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18002855,26.7746976798958,34.8494558224237,21.7060516234786,16.6697948742019,NA,NA,NA,NA,NA
