Yr,Pop,violent,murder,rape1,robbery,aggassault,propcrime,burg,larceny,mvtheft
1971,2258000,4843,5.1,15.9,65.7,127.8,3280.7,888.6,2148.4,243.8
1971,3282000,7717,10.9,14.9,77.4,131.9,2246.6,719,1195.4,332.3
1971,3681000,15208,11.1,23.7,135.1,243.2,3043,911.9,1729.4,401.7
1971,1003000,903,2,7.4,14.4,66.3,2226.2,750.6,1327.8,147.8
1971,4000000,24857,11.2,24.9,325.4,259.9,4177.8,1122.5,2528.5,526.8
1971,5758000,15317,3.8,12.4,140.1,109.6,4081.5,1339.8,1756.9,984.9
1971,8997000,51697,10.5,26.7,330.1,207.3,5140.6,1686.7,2956,497.9
1971,3881000,5993,2.4,12.1,77,62.9,3382.5,881.7,2157.7,343.1
1971,2226000,6151,14.7,13.7,35.9,212,1324.2,444.7,780,99.4
1971,4749000,18357,8.9,26.2,179.7,171.7,3659,1167.1,1989.7,502.2
1971,708000,971,4.4,14.1,28.7,90,3046.8,654.9,2169.8,222
1971,1512000,2355,2.6,14,36,103.2,2383.1,551.4,1577.1,254.6
1971,507000,1887,11.4,26.6,171.2,162.9,5089.3,1505.9,2977.1,606.3
1971,762000,580,2.2,8.3,16.1,49.5,1997.1,666.9,1146.2,184
1971,7300000,26441,5.8,14.5,220,121.8,3603.1,1215.3,1807.7,580.1
1971,1030000,3994,12,26.2,103.1,246.4,4718,1417.1,2842.1,458.7
1971,18391000,145048,9.9,17.5,531.1,230.1,4295.4,1488.2,2113.1,694.1
1971,5146000,19952,11.8,14.8,55.3,305.8,2341.5,813.1,1362.4,166.1
1971,625000,238,1.3,4.2,7.5,25.1,2012.3,339.8,1585.8,86.7
1971,10778000,32159,7.5,18.4,163.7,108.7,3367.8,932.6,1938.8,496.4
1971,2610000,6719,6.5,16.6,60.3,174,2867,930.6,1654.2,282.3
1971,2158000,6335,3.2,22.2,110.4,157.7,4646.2,1340.7,2944.5,361
1971,11879000,31917,6.2,13.9,141.9,106.7,2299.5,742.3,1189,368.2
1971,960000,2129,3,5.6,84.9,128.2,4588.3,1097.4,2511.6,979.4
1971,2627000,8188,16.6,18.2,62.4,214.5,2826.8,1030.7,1576.5,219.6
1971,670000,644,1.2,9.9,18.2,66.9,1963.1,453.3,1426.6,83.3
1971,3990000,12520,12.4,18.1,86.5,196.8,2299.4,901.4,1094.5,303.5
1971,11460000,43089,12.1,23.6,124.1,216.3,3724.1,1183.7,2161,379.4
1971,1099000,1689,2.7,14.6,60.5,75.8,4332.1,914.7,3089.1,328.3
1971,458000,333,1.1,11.4,9.8,50.4,2007.6,726,1142.6,139.1
1971,4714000,15384,10.1,21.3,106.8,188.2,3307.2,920.2,2076.5,310.5
1971,3449000,8155,3.8,17.7,93.3,121.6,4649.4,1392.8,2912.4,344.3
1971,1752000,2311,6.4,5,35.4,85.1,1269.5,387.7,770.9,110.8
1971,4476000,3957,2.8,7.6,31.5,46.4,2921.8,629.4,2051.8,240.6
1971,340000,532,5.3,13.8,20,117.4,2660,586.2,1892.1,181.8
1971,206212000,816500,8.6,20.5,188,178.8,3768.8,1163.5,2145.5,459.8
1972,3510000,10994,14.1,18.8,68.6,211.7,2081.3,789.6,1096.7,195
1972,325000,1204,9.5,41.8,66.5,252.6,4108,970.8,2639.1,498.2
1972,1945000,8731,7.3,33.4,120.8,287.4,5484.4,1615.9,3438.7,429.8
1972,1978000,4840,10.4,17.3,54.8,162.2,2107.7,735.1,1258.4,114.2
1972,20468000,110667,8.8,39.7,238.6,253.7,5872.4,1949.2,3242,681.3
1972,2357000,9555,8.3,38.4,141.4,217.3,5188.2,1580.1,3018.8,589.3
1972,3082000,6138,3.2,8.9,79.1,107.9,3203.9,956.8,1778,469.1
1972,565000,2181,6.9,14.2,130.1,234.9,4137.7,1249.4,2397.2,491.2
1972,748000,12607,32.8,95.5,1036.2,521,6179.8,1711.4,3690.2,778.2
1972,7259000,40252,12.7,26.4,189.4,326,4822.3,1605.1,2851.1,366.1
1972,4720000,17823,18.5,20.8,134.3,204,2674.2,1081.7,1285.8,306.7
1972,809000,1258,6.8,21.3,55.4,72.1,4457,1335.6,2723,398.4
1972,756000,1085,3.8,15.6,20.6,103.4,3276.9,754.6,2338.4,183.9
1972,11251000,57162,8.8,23.3,260.1,215.9,3283.1,846.1,1994,443
1972,5291000,12968,6.1,22.5,111.1,105.4,3164.6,948.4,1850.7,365.5
1972,2883000,2519,1.7,8.6,26.7,50.3,2444.4,521.6,1753.7,169.1
1972,2258000,4737,4,17.8,68.9,119.1,3195,906.6,2056.4,232
1972,3299000,7446,9.8,15.7,83.2,117.1,2007.9,650.2,1075.9,281.8
1972,3720000,15712,13.2,23,133.4,252.8,2960.2,903.1,1700.6,356.4
1972,1029000,1143,5.3,7.8,21.1,76.9,2479.5,792.5,1524.6,162.4
1972,4056000,26412,12.5,26,324.1,288.6,3977.5,1111.7,2331.6,534.2
1972,5787000,17086,3.7,13.5,152.8,125.2,3811.8,1242.3,1597.1,972.4
1972,9082000,50425,11,29.3,289.3,225.6,4808.3,1582.3,2752,473.9
1972,3896000,6798,2.4,14.7,84.4,72.9,3179.6,927.2,1915.1,337.3
1972,2263000,7076,15.4,17.5,39.9,240,1492.6,540,832,120.5
1972,4753000,18223,8.3,25.5,175.6,174,3549.8,1100.6,1978.8,470.5
1972,719000,1079,2.5,10.8,33.2,103.5,3055.2,708.2,2100,247
1972,1525000,2638,2.9,13.9,52.7,103.5,2455.5,556.7,1637.2,261.6
1972,527000,2264,13.5,34,190.1,192,5420.5,1757.5,3099.6,563.4
1972,771000,491,1.7,7,13.4,41.6,1927.5,596.6,1206.1,124.8
1972,7367000,27577,6.5,16.9,210.1,140.8,3465.7,1194.3,1685.3,586.2
1972,1065000,4598,11.5,33.7,121.6,265,4516.6,1469.5,2667.5,379.6
1972,18366000,138542,11,22.9,470.4,250.1,3626.6,1306.1,1748.3,572.1
1972,5214000,22087,13.5,14.6,66.2,329.3,2235.5,812.7,1257.7,165.2
1972,632000,290,1.3,4.9,8.9,30.9,1941.9,357.1,1494.1,90.7
1972,10783000,32286,7.5,19.9,160.6,111.4,3140,901.3,1796.1,442.6
1972,2634000,6289,7,19,64.6,148.1,2866.9,993,1605.5,268.4
1972,2182000,6494,5.5,26.3,109.5,156.3,4750.8,1468.8,2895.4,386.6
1972,11926000,33052,6,16,149.3,105.8,2133.6,749.1,1046,338.5
1972,968000,2424,1.3,8.3,81.7,159.1,4302.6,1124,2282.4,896.2
1972,2665000,10312,16.8,22.5,66.1,281.6,2877.7,1116.7,1538.6,222.4
1972,679000,756,1.2,11.3,15.6,83.2,2016.2,472.8,1436.1,107.4
1972,4031000,12858,11.3,19.9,101.1,186.7,2327.3,894.3,1132.2,300.9
1972,11649000,41285,12.4,23.5,120.3,198.2,3560,1215.7,2005.7,338.6
1972,1126000,2063,2.9,18.3,62.3,99.7,4023.2,913.2,2832.2,277.7
1972,462000,445,1.7,10.8,10.6,73.2,2108.2,738.3,1255.8,114.1
1972,4764000,16483,11.8,21.7,113.5,199,3040.4,896.9,1862.1,281.4
1972,3443000,8627,4.2,21.8,87.6,137,4452.7,1381.4,2739.9,331.3
1972,1781000,2299,6.1,8.2,31.6,83.2,1307.4,413,784.7,109.7
1972,4520000,4358,2.8,8.3,36.7,48.6,2854.5,638.5,1983.2,232.7
1972,345000,511,4.1,13.9,33.9,96.2,2884.1,596.2,2084.1,203.8
1972,208230000,834900,9,22.5,180.7,188.8,3560.4,1140.8,1993.6,426.1
1973,3539000,12390,13.2,21.2,79.4,236.3,2232.2,897.3,1107.8,227.2
1973,330000,1269,10,44.5,67,263,4558.8,1167.3,2865.5,526.1
1973,2058000,9877,8.1,31,147.3,293.6,6224,1958.3,3720.1,545.6
1973,2037000,5905,8.8,19.5,71.5,190,2466.6,888,1433.7,144.9
1973,20601000,116563,9,40.6,240.4,275.8,5739.1,1979.6,3123.6,635.9
1973,2437000,10088,7.9,38.7,162.9,204.4,5081.9,1598.8,2910.6,572.5
1973,3076000,6421,3.3,11.1,84.2,110.1,3455.7,1029.3,1909.7,516.7
1973,576000,2016,5.9,15.8,90.3,238,4232.6,1219.4,2526.4,486.8
1973,746000,11626,35.9,79.9,961.3,481.4,6339.8,1581.9,4126.1,631.8
1973,7678000,46419,15.4,31.9,222.3,335,5355.7,1857.2,3048.6,449.9
1973,4786000,19738,17.4,25.8,158.1,211.1,3017.9,1268.8,1390.7,358.4
1973,832000,1295,5.3,20.2,83.7,46.5,4803.1,1535.5,2830.8,436.9
1973,770000,1264,2.6,14.2,26.9,120.5,3293.6,848.8,2237.8,207
1973,11236000,62457,10.4,24,272.8,248.7,3769.1,1025.1,2236.2,507.7
1973,5316000,13696,7.3,23.3,108.8,118.2,3469.1,1035.8,2043.3,389.9
1973,2904000,2970,2.2,11.3,32.9,55.9,2729.3,634,1904.6,190.7
1973,2279000,4956,6,18,78.1,115.3,3296.3,1030.5,2055.3,210.5
1973,3342000,7356,9.7,16.3,85.1,109.1,2045.2,679.7,1139.2,226.2
1973,3764000,16020,15.4,22.2,138.6,249.3,2977.3,962.1,1690.4,324.9
1973,1028000,1258,2.1,7.8,20.7,91.7,2720,973.4,1566.8,179.8
1973,4070000,26093,11.3,27.8,301.6,300.4,4150.3,1144.6,2457.9,547.8
1973,5818000,20475,4.4,16.3,182,149.3,4169.1,1330.3,1729.2,1109.6
1973,9044000,52921,12.1,35.1,282.7,255.2,4904.2,1584.6,2771.3,548.3
1973,3897000,6926,2.7,14.9,88.7,71.5,3357.8,1016.4,2004.7,336.7
1973,2281000,7734,16.1,17.1,46.8,259.1,1587.2,593.8,879.7,113.8
1973,4757000,19441,9,28.2,193.4,178.1,3732.8,1234.8,2052.6,445.4
1973,721000,1207,6,16.4,36.3,108.7,3227.9,755.6,2241.7,230.5
1973,1542000,2859,4.3,16.5,62.5,102.1,2625.8,637.4,1685.7,302.7
1973,548000,3135,12.2,46,262,251.8,6060,2149.8,3299.1,611.1
1973,791000,649,2.1,9.5,13.3,57.1,2247.3,685,1373.3,189
1973,7361000,28845,7.4,18.8,206.2,159.4,3690.6,1244.5,1873.4,572.7
1973,1106000,5219,11.8,33.1,128.8,298.3,4460.2,1501,2614.3,344.9
1973,18265000,135468,11.2,26.6,442.3,261.6,3716.8,1348.2,1753.7,615
1973,5273000,23086,13,16.1,71.4,337.4,2374,892,1308.2,173.8
1973,640000,389,0.8,7.3,7.3,45.3,2017.7,383.4,1502.8,131.4
1973,10731000,31304,7.3,21.4,143.5,119.5,3204.1,943,1884.3,376.9
1973,2663000,6556,6.6,20,68.2,151.4,3220.2,1163.9,1745.2,311.1
1973,2225000,6512,4.9,29.3,99.4,159,5004.4,1607.7,2988.5,408.2
1973,11902000,32397,6.3,15.8,138.6,111.5,2229.5,773.6,1090.7,365.3
1973,973000,2749,3.4,8.3,97,173.8,4395.8,1189.1,2312.3,894.3
1973,2726000,10757,14.4,22.5,79.2,278.6,2932.4,1194.3,1492.1,246
1973,685000,869,3.8,12.8,24.7,85.5,2048.9,498.7,1406,144.2
1973,4126000,14771,13.2,26.9,130.5,187.5,2702.1,1009.8,1362.2,330.1
1973,11794000,45458,12.8,25.2,144.6,202.8,3740.1,1275.8,2107.3,357
1973,1157000,2412,3.2,22.9,62.6,119.8,4038.6,989.3,2748.1,301.2
1973,464000,327,2.2,11.2,8.8,48.3,2427.6,801.5,1489.9,136.2
1973,4811000,16007,10.5,22.9,104.8,194.5,3224.9,937.6,2004.3,283
1973,3429000,9309,4,26.2,96.3,145,4818.5,1540.4,2902.4,375.7
1973,1794000,2219,5.7,9.3,27.9,80.8,1347.8,415.8,824.9,107.1
1973,4569000,5273,2.6,10.8,48.7,53.3,3061.5,710.6,2122,228.9
1973,353000,763,6.8,15.6,32.9,160.9,3196.9,699.7,2282.7,214.4
1973,209851000,875910,9.4,24.5,183.1,200.5,3737,1222.5,2071.9,442.6
1974,3577000,13338,15,22.7,99.6,235.6,2627.2,1057.9,1308.7,260.6
1974,337000,1527,13.6,49.3,88.4,301.8,4786.6,1166.8,2972.1,647.8
1974,2153000,12202,9.6,37.5,204.2,315.5,7654.9,2534,4518.6,602.3
1974,2062000,6521,11.2,23.9,80.7,200.5,2984.4,1075.2,1745.3,163.9
1974,20907000,127658,9.5,40.6,252.7,307.8,6236.2,2072,3525.5,638.8
1974,2496000,10728,6,36.5,165.7,221.6,5736,1843.1,3354.2,538.6
1974,3088000,7045,3.3,11.2,92.3,121.4,4178.8,1353.9,2275,549.9
1974,573000,2539,10.3,17.3,127.9,287.6,5506.5,1517.8,3459.9,528.8
1974,723000,11590,38.3,77.6,1098.3,388.8,5954.9,1953.8,3458.4,542.7
1974,8090000,54821,14.7,36,275.2,351.8,6709.7,2287.3,3939.5,482.9
1974,4882000,21587,17.8,27.1,176.5,220.8,3470.2,1462.4,1660.8,347.1
1974,847000,1762,8.3,26.1,121.6,52.1,5863.6,1784.8,3492.8,586.1
1974,799000,1465,5.6,16,37.9,123.8,3899.2,1001.8,2683.5,214
1974,11131000,69806,11.8,27.7,313.4,274.2,4557.1,1264.2,2761.5,531.4
1974,5330000,15631,8,23.5,134.4,127.3,4043.6,1254.6,2396,393
1974,2855000,3455,1.9,10.1,48.7,60.4,3292.6,791.5,2282.1,219.1
1974,2270000,6272,6.9,19.7,107.8,141.9,4024.1,1268.6,2516.9,238.6
1974,3357000,7857,10.3,17.6,92.3,113.7,2525.7,830.1,1466.8,228.8
1974,3764000,17794,16,25.2,156.3,275.1,3343.7,1045.7,1956.2,341.7
1974,1047000,1440,2.9,8.7,27.9,98.1,3462.7,1318.9,1946,197.7
1974,4094000,29439,11.7,29.8,360.6,316.9,4931,1402.9,2944.8,583.3
1974,5800000,22545,4.4,15.6,212.4,156.3,4994.2,1549.8,2078.8,1365.6
1974,9098000,59993,13,37.1,337.2,272,5860.2,1903.9,3331.6,624.7
1974,3917000,8119,3,17.7,104.1,82.5,3723.7,1121.8,2228.2,373.7
1974,2324000,7782,12.9,17.4,48,256.5,1914.3,755.7,1034.5,124.1
1974,4777000,21612,9.8,26.9,216.7,199,4335.6,1471.3,2437.3,427.1
1974,735000,1194,4.2,12.2,35.6,110.3,3921.4,887.9,2750.5,283
1974,1543000,3697,3.6,18.9,91,126.2,3104.7,773.8,2053.5,277.5
1974,573000,3910,14.8,45.2,277.8,344.5,7144.7,2452.5,4086,606.1
1974,808000,739,3.5,8.4,25.9,53.7,3052.5,820.4,1973,259
1974,7330000,29568,6.8,19.7,216.6,160.3,4368.3,1429.4,2392.2,546.7
1974,1122000,5053,11.3,34.8,124.6,279.6,4762.6,1583.1,2873.4,306.1
1974,18111000,145427,10.6,28.9,479.3,284.1,4231,1500.9,2155.4,574.8
1974,5363000,26220,11.7,15.5,92.3,369.4,3022.3,1186.9,1647.1,188.3
1974,637000,319,1.4,7.8,12.9,27.9,2110,433,1544.7,132.3
1974,10737000,39094,8.9,23.9,191.2,140.2,3859.3,1171.8,2285.1,402.4
1974,2709000,7588,8.1,25,83.5,163.5,3815.9,1455.2,1999,361.7
1974,2266000,8326,5.6,32.3,130.8,198.7,5977.3,1843.2,3665.5,468.7
1974,11835000,37281,6.7,17.8,159.5,131,2738.5,927.8,1435,375.7
1974,937000,2651,3.8,7.4,91,180.7,4831.1,1296.1,2612,923.1
1974,2784000,12688,16.2,26.2,127.4,285.9,3709.5,1562.4,1864.7,282.4
1974,682000,1234,2.1,10.7,20.4,147.8,2489.9,597.1,1735.3,157.5
1974,4129000,15969,13.4,25.7,157.2,190.4,3272.4,1350.1,1575.6,346.7
1974,12050000,47008,13.7,28.9,164,183.5,4396.9,1543,2471.8,382.1
1974,1173000,2517,3.2,22.3,75.8,113.4,4735.6,1132.9,3272.9,329.8
1974,470000,353,3.4,12.3,13.8,45.5,2799.6,1019.4,1606.6,173.6
1974,4908000,17514,10.6,25.9,127.4,193,3831.1,1140.9,2409.4,280.8
1974,3476000,12036,5.1,29,115.5,196.6,5662.8,1772.5,3484.8,405.5
1974,1791000,2460,6,10,35.2,86.1,1632,551.8,953.3,126.9
1974,4566000,6411,3,11.3,66.3,59.9,3500.7,836.9,2417.8,246.1
1974,359000,519,5,15.3,42.6,81.6,3505.8,827.3,2464.1,214.5
1974,211392000,974720,9.8,26.2,209.3,215.8,4389.3,1437.7,2489.5,462.2
1975,3614000,14201,16,20.4,123,233.5,3079.6,1163.8,1645.5,270.3
1975,352000,1900,12.2,44.6,129.5,353.4,5656.8,1214.5,3522.4,919.9
1975,2224000,12184,8.6,35.5,170,333.8,7793.7,2529.9,4747.7,516.1
1975,2116000,7369,10.1,25.9,87.6,224.7,3191.9,1077.1,1947,167.8
1975,21185000,138842,10.4,41.6,282.4,321,6549.2,2217.3,3703.7,628.2
1975,2534000,11735,7.4,41.5,174.1,240.1,6212.4,2001.2,3744,467.2
1975,3095000,8308,3.9,12.4,131.5,120.6,4688.6,1512.6,2603.6,572.4
1975,579000,2270,7.3,18.1,157.2,209.5,6276.2,1826.3,3926.9,523
1975,716000,12704,32.8,72.6,1276.1,392.7,5929.2,1838.5,3616.2,474.4
1975,8357000,57540,13.5,35.7,239.7,399.6,7032.7,2349.6,4240.4,442.6
1975,4926000,22608,14.4,25.4,166.5,252.6,4167,1580.7,2248.5,337.7
1975,865000,1889,7.7,24.7,127.6,58.3,5808.2,1826.8,3457.7,523.7
1975,820000,1670,5.2,16.1,42,140.4,3937.4,1063,2651.3,223
1975,11145000,74699,10.6,25.7,325.8,308.1,5033.2,1409.7,3030,593.5
1975,5311000,17677,8.5,24.3,156.8,143.3,4578.6,1376.4,2813.9,388.3
1975,2870000,4039,2.5,10.3,53.5,74.4,3768,818.5,2719.8,229.7
1975,2267000,6307,5.4,17.2,92.8,162.8,4468.8,1369.5,2862.8,236.4
1975,3396000,8967,10.2,15.4,103.2,135.3,3000.3,962.8,1774.2,263.4
1975,3791000,18137,12.6,23.7,153.1,289,3645,1114.6,2191.8,338.5
1975,1059000,2324,2.8,10.4,36.4,169.8,3740.1,1361.5,2167.9,210.8
1975,4098000,29087,10.7,31.5,344.2,323.4,5197.7,1413.2,3267.6,516.9
1975,5828000,25793,4.2,19.2,227,192.2,5635.3,1712.5,2351.7,1571.1
1975,9157000,62792,11.9,38.1,353.1,282.7,6114.6,1891.8,3572.9,649.9
1975,3926000,8125,3.3,18.6,103.6,81.4,4091.7,1193.1,2516.1,382.5
1975,2346000,7411,13.9,16.5,54.6,230.9,2094.8,784.2,1181.3,129.3
1975,4763000,23521,10.6,25.2,244.7,213.3,4904,1512.6,2924.7,466.7
1975,748000,1418,5.2,14.3,41.4,128.6,3999.3,875.1,2814.8,309.4
1975,1546000,3986,4.3,19.2,90.4,143.9,3356.2,760.2,2365,231
1975,592000,4018,13,47.1,302.5,316,7474.2,2447.1,4517.1,510
1975,818000,816,2.9,8.7,28.9,59.3,3246.8,853.1,2135.7,258.1
1975,7316000,30215,6.8,18.9,222.6,164.6,4731.3,1521.2,2672.5,537.7
1975,1147000,6134,13.3,41,126.7,353.8,5304.6,1728.7,3258.8,317.2
1975,18120000,155187,11,28.1,516,301.3,4779.3,1666.6,2471,641.7
1975,5451000,23791,12.4,16.2,82.2,325.6,3380.3,1285.1,1909.2,186
1975,635000,337,0.8,5.8,14.3,32.1,2284.1,539.2,1614.3,130.6
1975,10759000,43901,8.1,25.3,220,154.6,4506.4,1271.4,2808.6,426.4
1975,2712000,8225,9.4,27.2,90.2,176.5,4274.8,1551.8,2375,348
1975,2288000,10034,6.2,32.6,130.3,269.4,6313.7,1911.6,3935.9,466.2
1975,11827000,38933,6.8,17.4,168.6,136.5,3020.3,983.3,1670,367
1975,927000,2802,3,10.9,95.9,192.4,5341.5,1446.3,2878.4,1016.8
1975,2818000,14412,14.7,26.5,110.9,359.3,4130.1,1714.2,2156.3,259.6
1975,683000,1402,3.7,16.5,31,154,2533.7,667.8,1698,167.9
1975,4188000,16627,11.4,26.1,166.8,192.6,3873.5,1379.3,2129.5,364.7
1975,12237000,47803,13.4,28,164.1,185.2,5016.5,1665.6,2963.7,387.2
1975,1206000,2795,2.7,20.9,79,129.2,4880.8,1187.8,3372.6,320.5
1975,471000,448,2.1,14.6,15.7,62.6,3386,1100,2112.1,173.9
1975,4967000,18917,11.5,24,138.5,206.9,4165.6,1165.7,2730.7,269.2
1975,3544000,13851,5.7,32.7,124,228.4,5750.1,1723.1,3641.6,385.4
1975,1803000,2915,7.4,9.3,45.5,99.5,1946.1,591,1228.7,126.4
1975,4607000,6992,3.3,10.6,73.4,64.5,3823.9,918.5,2665.4,239.9
1975,374000,764,10.2,17.1,49.5,127.5,3951.6,863.4,2810.7,277.5
1975,213124000,1039710,9.6,26.3,220.8,231.1,4810.7,1532.1,2804.8,473.7
1976,3665000,14248,15.1,21.7,96,256,3419.5,1170,1987.2,262.3
1976,382000,2063,11.3,46.9,124.9,357.1,5680.6,1218.1,3656.8,805.8
1976,2270000,10335,7.8,29.7,129.9,287.9,7431.1,2366.6,4642.7,421.8
1976,2109000,6410,10.1,24.2,76.7,192.9,3102.8,937.5,2013.9,151.4
1976,21520000,144041,10.3,44.7,275.6,338.7,6564.7,2174.6,3745.8,644.3
1976,2583000,10770,6.8,33.8,139.7,236.7,6365.4,1879.9,4043.5,442
1976,3117000,8516,3.1,14.4,122.9,132.8,4731.4,1383.9,2785.8,561.8
1976,582000,1872,6.2,17.7,128.7,169.1,5942.8,1542.6,3915.8,484.4
1976,702000,10399,26.8,72.4,1003.4,378.8,5602.1,1690.7,3490.9,420.5
1976,8421000,54597,10.7,36.3,186.4,415,6368.4,1954.7,4074,339.7
1976,4970000,21030,13.9,24.9,142.4,241.9,4386.4,1448.4,2618.3,319.7
1976,887000,2034,6.2,23.6,133,66.5,6092.7,1881.6,3669,542.1
1976,831000,1884,5.3,18.7,40,162.8,4043.8,1036.7,2776.9,230.2
1976,11229000,70266,10.3,24.6,287.1,303.7,4829.5,1258.4,2991.8,579.3
1976,5302000,16721,7.1,23.2,128.8,156.3,4357.9,1215.6,2769.9,372.4
1976,2870000,3813,2.3,10.7,41.1,78.7,3918.6,827.1,2884.6,206.9
1976,2310000,6529,4.5,21.9,85.8,170.4,4495.8,1325.5,2938.1,232.3
1976,3428000,8987,10.6,17.8,98.7,135.1,3034.7,930.2,1857.7,246.8
1976,3841000,18161,13.2,26.8,124.3,308.5,3888.2,1140.6,2447,300.6
1976,1070000,2354,2.7,9.9,37.9,169.4,3864.4,1313.2,2337.5,213.7
1976,4144000,26249,8.5,32,295.5,297.4,5031,1359.9,3242.2,428.9
1976,5809000,23190,3.3,17.7,180.2,198,5421.7,1662.1,2446.8,1312.7
1976,9104000,58814,11.1,36.1,332.6,266.1,5832.2,1668.5,3550.6,613.1
1976,3965000,7492,2.3,18.3,80.4,87.9,4142.1,1122.1,2672.8,347.1
1976,2354000,6954,12.5,16.3,64.1,202.5,2172.9,811.3,1239.4,122.2
1976,4778000,21470,9.3,27.1,204.1,208.9,4584.7,1403.2,2794.9,386.6
1976,753000,1358,5,13.5,35.6,126.2,4081.5,841,2932.7,307.8
1976,1553000,3269,2.9,20.5,63,124.1,3351.4,684.2,2433.7,233.5
1976,610000,4215,11.5,47.2,294.9,337.4,7615.1,2392.5,4717.4,505.2
1976,822000,709,3.3,9.7,24.8,48.4,3525.1,937.5,2335.3,252.3
1976,7336000,29107,5.2,19.9,200.3,171.4,5003.7,1504.2,2988.9,510.7
1976,1168000,6475,9.7,41,124.7,378.9,5660.6,1679.5,3651.5,329.5
1976,18084000,156988,10.9,25.8,529.3,302.1,5357,1763.5,2855.2,738.2
1976,5469000,22061,11.1,15.3,70.6,306.4,3477.8,1175.5,2124,178.3
1976,643000,462,1.4,5.6,16.2,48.7,2442.5,478.5,1804.5,159.4
1976,10690000,41553,7.4,25.8,183.8,171.7,4559.5,1203.2,2978.2,378.1
1976,2766000,7926,6.4,27,70.3,182.8,4194.3,1317.5,2570.4,306.4
1976,2329000,10654,4.2,35.6,132.7,285,5901.4,1699.7,3806.8,394.8
1976,11862000,34985,6.1,18.1,138,132.8,3045,906,1790.8,348.2
1976,927000,2779,2.4,8.5,91,197.8,5350.4,1414.2,3050.6,885.5
1976,2848000,17065,11.6,31.9,105.7,450,4307.7,1553.6,2503.2,250.9
1976,686000,1277,1.7,15.3,23.2,145.9,2454.2,620.4,1684.3,149.6
1976,4214000,16574,11,25.4,147.5,209.4,3865.1,1320.5,2218.6,325.9
1976,12487000,44422,12.2,29.4,139,175.3,5108.7,1547.8,3209.5,351.3
1976,1228000,2709,4.5,20.9,69.4,125.8,4757.2,1137.9,3302,317.3
1976,476000,563,5.5,14.9,17.9,80,3073.9,1022.7,1853.2,198.1
1976,5032000,15485,9.5,22.2,108.2,167.9,3895.4,1019.1,2650.2,226.1
1976,3612000,14036,4.3,34.3,119.5,230.5,5405.4,1642.4,3414.3,348.7
1976,1821000,2761,6.7,10.3,38,96.6,2168,573.1,1459,135.9
1976,4609000,6345,3,11.8,59.3,63.5,3763,843.8,2696.4,222.8
1976,390000,851,6.9,24.9,29.2,157.2,3756.9,764.6,2750.3,242.1
1976,214659000,1004210,8.7,26.6,199.3,233.2,4819.5,1448.2,2921.3,450
1977,3690000,15293,14.2,25.2,96.8,278.3,3298.2,1135.5,1881.9,280.7
1977,407000,1804,10.8,51.6,96.8,284,5454.8,1331.7,3369.8,753.3
1977,2296000,11347,9.5,34.2,138.2,312.3,7253,2346.1,4467.4,439.5
1977,2144000,6924,8.8,27.6,83.2,203.4,3018.1,972.6,1862.1,183.4
1977,21896000,154582,11.5,49.4,287,358,6302.7,2139.4,3499.8,663.5
1977,2619000,13407,6.3,42,170.7,292.9,6315.6,1935.2,3903.2,477.1
1977,3108000,8774,4.2,16.8,129.5,131.8,4559.8,1346,2620.7,593.2
1977,582000,2224,6,24.9,157,194.2,5828,1682.6,3678.4,467
1977,690000,9843,27.8,58.3,964.5,375.9,5793.9,1679.7,3716.8,397.4
1977,8452000,58052,10.2,39.6,187.9,449.1,6051.8,1859.9,3840.5,351.4
1977,5048000,22203,11.7,31.1,140.5,256.5,3819.2,1351.1,2170.2,297.9
1977,895000,2012,7.2,25.5,128,64.1,6321.3,1911.5,3920.4,489.4
1977,857000,2030,5.5,19.4,39.6,172.5,3888,1050.8,2599.6,237.6
1977,11245000,70910,9.9,26.1,280.3,314.3,4697.1,1257,2828.5,611.7
1977,5330000,16553,7.4,26.5,123.2,153.5,3962.3,1086.2,2498.7,377.4
1977,2879000,4145,2.3,10.6,41.2,89.8,3717.5,812.5,2685.1,219.9
1977,2326000,7206,6.6,22,100.7,180.5,4254,1270.4,2739.3,244.3
1977,3458000,8077,10.1,19.1,81.1,123.3,2779.8,872.2,1662.1,245.4
1977,3921000,20577,15.5,30.9,142.9,335.5,3973.1,1165.5,2469.9,337.7
1977,1085000,2438,2.4,13.5,38.7,170,3850.7,1253.1,2350.7,246.9
1977,4139000,28716,8,34.8,292.1,358.9,5006.2,1400,3177.7,428.5
1977,5782000,24593,3.1,20.8,169.9,231.6,4983.7,1532.2,2311.3,1140.1
1977,9129000,53381,9.3,38.9,261.9,274.6,5227.3,1522.7,3159,545.5
1977,3975000,7705,2.7,19.5,85.9,85.8,4037,1134.7,2559.3,343.1
1977,2389000,6896,14.3,19.6,65.7,189.1,2299.9,915.6,1239.9,144.4
1977,4801000,22105,9.6,28.3,189,233.5,4120.8,1318.3,2424.2,378.4
1977,761000,1659,5.4,16.7,39.2,156.8,3887.3,804.9,2773.2,309.2
1977,1561000,3113,3.9,18.1,64.7,112.7,3325.2,760,2316.1,249.1
1977,633000,4703,15.8,49.1,323.1,355,7225,2453.1,4212.6,559.2
1977,849000,960,3.2,10.7,23.2,76,3679,1041.7,2343.9,293.4
