Yr,Pop,violent,murder,rape1,robbery,aggassault,propcrime,burg,larceny,mvtheft
1977,7329000,28732,5.6,21,180.4,185.1,4721.8,1435.8,2774.5,511.5
1977,1190000,5961,8.8,39.1,109.6,343.4,4686.7,1418.7,3008.6,259.5
1977,17924000,149087,10.7,29.4,472.6,319.1,5255.8,1728,2782,745.8
1977,5525000,22492,10.6,17,61.3,318.3,3384,1154.1,2037.8,192.1
1977,653000,438,0.9,9,13.3,43.8,2433.8,446.1,1843,144.7
1977,10701000,43521,7.8,27.3,190.5,181.1,4313.2,1216,2696.8,400.4
1977,2811000,8899,8.6,29.2,73.8,205,3843,1288.2,2228.1,326.8
1977,2376000,10830,4.9,39.9,124.1,286.9,5531.4,1636.4,3506.1,388.9
1977,11785000,33328,5.6,19,130.3,128,2834.7,877.5,1624.1,333.2
1977,935000,2820,3.6,10.5,86.5,201,5125,1489.5,2844.1,791.4
1977,2876000,18297,11.9,33,105.9,485.3,4201.1,1613.6,2342.4,245.1
1977,689000,1303,2,13.5,17.9,155.7,2422.4,570.5,1704.4,147.5
1977,4299000,16743,10.1,29.7,145.8,203.9,3582.8,1492.3,1776.5,314
1977,12830000,52309,13.3,33.8,152.4,208.2,4989.4,1603.1,2988.7,397.6
1977,1268000,3043,3.5,20.3,68.8,147.3,4510.6,1171.6,3004.6,334.5
1977,483000,722,1.4,15.9,30.8,101.2,3814.5,1348.2,2201,265.2
1977,5135000,14893,9,23.3,92.1,165.7,3734,986.2,2521.2,226.7
1977,3658000,13714,4.3,39.6,106.2,224.8,5352.8,1605.6,3386.9,360.3
1977,1859000,2832,6,13.2,42.2,90.9,2102.4,597.4,1341.7,163.3
1977,4651000,6117,2.8,12.9,52.2,63.7,3681.9,846.9,2614.2,220.7
1977,406000,978,5.4,21.9,39.7,173.9,3865.8,811.6,2772.2,282
1977,216332000,1029580,8.8,29.4,190.7,247,4601.7,1419.8,2729.9,451.9
1978,3742000,15682,13.3,25.5,99.1,281.2,3519.7,1229.3,1987.9,302.5
1978,403000,1781,12.9,55.6,91.3,282.1,5604.2,1339.2,3603.5,661.5
1978,2354000,12996,9.4,44.2,162.9,335.6,7051.7,2082.5,4504.8,464.4
1978,2186000,7522,9.1,23.1,80,231.9,3117.6,967.1,1950.9,199.6
1978,22294000,165626,11.7,50.8,306.1,374.4,6373.3,2193.3,3488.8,691.3
1978,2670000,13296,7.3,49.6,159.2,281.9,6334.5,1869.6,3977,487.9
1978,3099000,9762,4.2,17.2,154.8,138.8,4614.5,1362,2597.6,654.9
1978,583000,2569,6.7,20.4,145.5,268.1,5913.2,1623.7,3792.6,496.9
1978,674000,9515,28,66.3,939.6,377.7,6147.6,1854.2,3819.6,473.9
1978,8594000,65792,11,46.1,206,502.5,6303.9,1978.8,3936.5,388.6
1978,5084000,24545,14.4,37.9,166.3,264.2,4288.5,1475.6,2456.3,356.5
1978,897000,2423,6.7,25.9,173.6,64,6866,1937.7,4357.5,570.8
1978,878000,2076,5.4,19.2,40,171.9,3778.4,1038.4,2496.2,243.7
1978,11243000,76084,9.9,28,292.9,345.9,4943.1,1350.7,2969.9,622.5
1978,5374000,17383,6.2,27,121.4,168.8,4015.1,1108.3,2495.7,411.1
1978,2896000,4674,2.6,10.4,46.9,101.6,3818.7,870.6,2712.9,235.1
1978,2348000,7471,5.7,25,93.7,193.8,4225.9,1286.8,2691.4,247.7
1978,3498000,7807,9,20.7,81.3,112.1,2799.9,884.6,1664.7,250.6
1978,3966000,23197,15.8,34.8,173.7,360.7,4207.4,1275.5,2570.3,361.6
1978,1091000,2266,2.7,11.1,32.9,161,3930.8,1241.2,2436.2,253.3
1978,4143000,30328,8.2,35.6,309.6,378.6,5081.6,1421.8,3235,424.8
1978,5774000,26673,3.7,22.6,172.3,263.3,4888.5,1515.1,2277.8,1095.6
1978,9189000,53040,10.6,39.6,219.3,307.7,5016.9,1444.3,3046.7,525.9
1978,4008000,7601,2,19.9,85.1,82.6,3954.5,1093.7,2536.1,324.7
1978,2404000,7721,12.6,21.8,70.2,216.6,2233.7,846.3,1235.6,151.8
1978,4860000,22738,10.4,28,184,245.5,4059.5,1345.2,2345.5,368.8
1978,785000,1865,4.8,15.8,36.8,180.1,3678.2,786,2585.1,307.1
1978,1565000,2982,3,18.3,64.9,104.4,3250.7,746.8,2287.2,216.8
1978,660000,5153,15.5,53.9,359.5,351.8,7506.1,2659.2,4245.2,601.7
1978,871000,1035,1.4,9.4,26.3,81.7,3948.7,1159.7,2483.4,305.6
1978,7327000,31027,5.4,23.6,192.6,201.9,4783.7,1456.3,2766.8,560.6
1978,1212000,6402,10.2,42.7,111.6,363.8,4652.1,1335.6,3002.7,313.8
1978,17748000,149257,10.3,29.1,472.1,329.5,4951.2,1650.6,2628.6,672
1978,5577000,23054,10.8,18.4,65.9,318.4,3468.7,1184,2083.4,201.3
1978,652000,437,1.2,8.9,15.6,41.3,2338.3,423,1767.2,148.2
1978,10749000,44357,6.9,27.4,182.6,195.8,4246.2,1214.5,2629.7,402
1978,2880000,10165,8.5,31,88.3,225.2,3776.9,1299.8,2125.8,351.4
1978,2444000,12278,5,41.2,131.1,325,5573,1617.1,3561.1,394.8
1978,11750000,35381,6.2,18.7,136.7,139.5,2883.6,899.9,1643,340.7
1978,935000,3255,4,11,98.2,235,4914.1,1392.6,2714.3,807.2
1978,2918000,18604,11.5,35.4,101.3,489.4,4258.4,1498.6,2483.6,276.1
1978,690000,1128,1.9,10.9,15.9,134.8,2525.8,599.7,1766.1,160
1978,4357000,16671,9.4,30.6,152.4,190.2,3307.8,1213.6,1766.1,328.1
1978,13014000,56650,14.2,37.9,164.4,218.8,5121.5,1611.9,3065.3,444.3
1978,1307000,3552,3.7,22.9,66.5,178.7,4707.1,1187.1,3186.1,333.9
1978,487000,810,3.3,14.6,14.4,134.1,3640.2,1261.2,2164.9,214.2
1978,5148000,14743,8.8,22.7,97.1,157.8,3786.6,990.8,2566.8,229
1978,3774000,15296,4.6,41.2,125,234.4,5710.3,1766.6,3548.8,394.9
1978,1860000,3120,6.8,14.7,46.3,99.9,2102.4,648.3,1278.3,175.8
1978,4679000,6184,2.5,14.5,49.9,65.2,3748.1,846.3,2672.3,229.5
1978,424000,1189,7.1,23.6,48.1,201.7,4214.2,836.1,3035.6,342.5
1978,218059000,1085550,9,31,195.8,262.1,4642.5,1434.6,2747.4,460.5
1979,3769000,15578,13.2,27.5,109.5,263.1,3830.5,1287.3,2223.2,320.1
1979,406000,1994,13.3,71.9,109.6,296.3,5712.6,1383.3,3713.3,616
1979,2450000,14528,8.9,45.7,175.7,362.6,7264.4,1996.6,4774.5,493.3
1979,2180000,7984,9.1,27.3,74.6,255.3,3254.5,984.3,2076.5,193.8
1979,22696000,184087,13,53.9,333.8,410.3,6657.7,2186.8,3732.6,738.3
1979,2772000,14472,5.8,53.1,157,306.1,6529,1794.4,4253.2,481.4
1979,3115000,12902,4.2,24.1,193.3,192.6,5365.4,1548.3,3113.9,703.2
1979,582000,3127,5.7,27.8,129.4,374.4,5988.5,1527.5,3965.8,495.2
1979,656000,10553,27.4,74.5,1054.9,451.8,6993.4,2050.6,4393.1,549.7
1979,8860000,73881,12.2,51.6,249.4,520.6,6854.2,2154.4,4267.5,432.3
1979,5118000,28594,17.1,43.3,213.7,284.5,4858.2,1594,2847.9,416.3
1979,915000,2651,7.2,32.3,184.5,65.7,6957.8,1807.4,4435,715.4
1979,905000,2613,5.4,20.6,43.3,219.4,3952,1075,2605.2,271.8
1979,11230000,83540,10.7,33,321.1,379.2,5287.2,1440.6,3170.6,676
1979,5400000,18254,8.3,31.1,132.7,165.9,4263.4,1169.9,2660.5,433
1979,2903000,5259,2.2,11,50.2,117.7,4120.6,922.1,2928.8,269.7
1979,2369000,8376,5.5,26.4,102.3,219.4,4542.2,1329.8,2938.9,273.5
1979,3527000,8748,9.5,20.4,92.1,126.1,2935.9,909.6,1770.1,256.2
1979,4026000,27229,16.9,38.6,219.4,401.4,4682.4,1396.8,2877.7,407.9
1979,1097000,2221,2.8,11.9,31.8,155.9,4104.8,1147.9,2719.1,237.9
1979,4149000,33007,9.8,39.4,331.2,415.2,5499.1,1509.5,3502,487.6
1979,5769000,30650,3.7,24.8,203.2,299.6,5386.7,1604.6,2637.1,1144.9
1979,9208000,56558,9.1,44.5,219.6,341.1,5532.8,1507.5,3423.2,602.1
1979,4060000,8973,2.3,21.5,92.5,104.8,4171.8,1112.9,2729.7,329.2
1979,2406000,7786,12.6,21.7,70.7,218.6,2637,973.7,1496.5,166.8
1979,4868000,25662,11.2,33.6,210.9,271.4,4412.7,1446.7,2555.4,410.6
1979,786000,1762,4.2,20.6,33.1,166.3,4236.4,803.3,3121.8,311.3
1979,1574000,3556,4.1,21.5,73.5,126.8,3767.2,813.5,2680.7,272.9
1979,702000,5866,17.5,59.5,407.5,351,7996,2820.4,4471.2,704.4
1979,887000,1241,2.4,17.1,28.6,91.8,4438.9,1199,2915,324.9
1979,7332000,36747,6.6,27.8,250,216.8,5319.4,1601.5,3021.7,696.2
1979,1241000,7272,12.4,46.9,121,405.6,5202.5,1481.5,3363.8,357.2
1979,17649000,161906,11.9,30.6,529.6,345.3,5287.7,1746.9,2836.4,704.5
1979,5606000,25009,10.7,20.3,77.2,337.9,3926.4,1296.6,2406.4,223.4
1979,657000,403,1.5,8.2,9.9,41.7,2694.5,461,2071.1,162.4
1979,10731000,49092,8.1,31.8,194.8,222.8,4672.3,1287.2,2946.2,438.9
1979,2892000,11719,9.7,33,102.6,260,4297.8,1474.6,2396,427.2
1979,2527000,13781,4.2,44.4,130.6,366.2,5827.6,1609.9,3831.5,386.2
1979,11731000,39133,6.2,21.6,152.2,153.6,3161.8,934.9,1837.6,389.4
1979,929000,3485,3.2,15.2,109.7,247,5394.4,1550.1,3051.3,793
1979,2932000,19889,12.6,34.3,107.6,523.8,4387.8,1506.1,2585.5,296.2
1979,689000,1096,2,16.4,20.3,120.3,2800.7,626.4,2000.3,174
1979,4380000,18135,9.8,34.5,166.1,203.6,3599.3,1294.7,1937.2,367.4
1979,13385000,67988,16.7,45.1,191.8,254.3,5417.3,1791.2,3081.9,544.2
1979,1367000,4158,4.8,27.9,77.7,193.8,5187.9,1178.9,3673.4,335.6
1979,493000,908,1.4,22.9,28.6,131.2,5115,1577.9,3200,337.1
1979,5197000,15642,8.6,27.1,111.6,153.7,4060.3,1082.6,2730.9,246.8
1979,3926000,17064,4.8,46.4,120.7,262.8,6094.9,1783.6,3876.8,434.5
1979,1878000,3156,6.8,15.5,43.9,101.8,2157.2,636.8,1318.2,202.3
1979,4720000,7839,3.4,16.1,60.5,86.1,4221.9,949.3,3005.9,266.7
1979,450000,1579,9.1,27.6,42.2,272,4473.1,863.8,3246,363.3
1979,220099000,1208030,9.8,34.7,218.4,286,5016.6,1511.9,2999.1,505.6
1980,3861466,17320,13.2,30,132.1,273.2,4485.1,1526.7,2642.2,316.2
1980,440142,1919,8.9,56.8,81.8,288.5,5209.7,1259.8,3388.9,561
1980,2715357,17673,10.3,45.2,193.6,401.8,7519.9,2155.4,4891.2,473.3
1980,2284037,7656,9.2,26.7,80.9,218.4,3475.9,1119,2169.8,187.1
1980,23532680,210290,14.5,58.2,384.2,436.7,6939.5,2316.5,3880,742.9
1980,2878407,15215,6.9,52.5,160.1,309.2,6804.9,2030.8,4325.8,448.3
1980,3095224,12768,4.7,21.6,218,168.1,5469.2,1700.6,3089.6,678.9
1980,594779,2824,6.9,24.2,137,306.7,6301.8,1630.5,4216.2,455.1
1980,635233,12772,31.5,69.1,1400.6,509.4,8012.2,2559.7,4890.8,561.7
1980,9567112,94095,14.5,56.9,355.5,556.6,7418.4,2506.8,4434.2,477.5
1980,5400851,29993,13.8,44.3,197.6,299.7,5048.3,1699.2,2976.6,372.4
1980,964680,2889,8.7,34.7,190.2,65.8,7182.8,1847.5,4723.2,612.1
1980,943629,2957,3.1,22.4,46.8,241.1,4468.8,1238.9,2993,236.9
1980,11355062,91753,10.6,34.8,367,395.6,5461.1,1559.6,3252.5,649
1980,5461103,20633,8.9,33.1,141.4,194.5,4552.5,1313.3,2807.1,432.2
1980,2907804,5826,2.2,14.3,54.9,129,4546.4,1079.5,3219.1,247.8
1980,2354783,9168,6.9,31.5,113.1,237.8,4989.5,1521.4,3196.4,271.7
1980,3641479,9711,8.8,19.2,95.2,143.5,3167.1,1040.8,1875.5,250.7
1980,4199542,27926,15.7,44.5,197,407.8,4788.8,1523.9,2888.4,376.5
1980,1123670,2173,2.8,12.9,30.8,146.8,4174.2,1182.8,2772.3,219.1
1980,4192211,35735,9.5,40.1,392.7,410.1,5777.7,1698,3629.2,450.5
1980,5728288,34444,4.1,27.3,235.5,334.4,5477.8,1740.4,2685.8,1051.6
1980,9228128,59014,10.2,46.6,244,338.6,6036.4,1741.3,3710.2,584.9
1980,4061235,9250,2.6,23.2,99.1,102.9,4571.7,1246,3029.9,295.9
1980,2511491,8588,14.5,24.6,81,221.7,3075.2,1179.1,1717.8,178.4
1980,4901288,27177,11.1,32.6,223.6,287.2,4878.6,1668.9,2795.1,414.6
1980,781592,1740,4,21,34,163.6,4801.9,950.6,3529.6,321.7
1980,1563921,3512,4.4,23.2,82.2,114.7,4080.6,915.4,2921.6,243.6
1980,800312,7304,20,67.2,460.6,364.9,7941.4,2906.7,4356.3,678.4
1980,919114,1653,2.5,17.3,42,118,4499.8,1312.9,2877,309.9
1980,7342164,44373,6.9,30.7,303.7,263,5797,1878.2,3189.3,729.5
1980,1295474,7967,13.1,43.3,127.9,430.7,5364.1,1492.5,3521,350.6
1980,17506690,180235,12.7,30.9,641.3,344.6,5882,2061.6,3060.4,759.9
1980,5843665,26589,10.6,22.7,82.3,339.4,4185.5,1422.9,2546.4,216.1
1980,652437,352,1.2,9.5,7.7,35.6,2909.7,488.3,2242.2,179.2
1980,10766808,53646,8.1,34.3,223.7,232.2,4933.1,1466.3,3040.1,426.7
1980,3001252,12589,10,36.3,104.9,268.4,4633.4,1692.7,2520.6,420.2
1980,2610477,12802,5.1,41.5,152.4,291.4,6196.5,1748.4,4087.8,360.3
1980,11824220,43032,6.8,23,177.9,156.1,3372.4,1038.5,1915.5,418.3
1980,945835,3864,4.4,17.1,118.6,268.3,5524.1,1716.3,2964.3,843.6
1980,3064557,20225,11.4,37.5,118.1,493,4779.2,1670,2803.2,306
1980,688217,873,0.7,12.5,20.1,93.6,3116.3,692.5,2255.2,168.6
1980,4545590,20824,10.8,37.4,180.6,229.4,4039.8,1501.5,2175.2,363.1
1980,14169829,77978,16.9,47.3,208.5,277.6,5592.7,1853.2,3181.4,558.1
1980,1458729,4425,3.8,27.7,80.2,191.7,5577.3,1321.9,3931.8,323.6
1980,511299,914,2.2,29.1,38.9,108.5,4809.7,1526.7,2988.1,294.9
1980,5323412,16355,8.6,27.4,120.1,151.1,4312.8,1202.6,2882.3,227.9
1980,4113331,19098,5.5,52.7,135.1,271,6450.7,1862.2,4192.9,395.6
1980,1930787,3547,7.1,15.8,48.5,112.2,2367.9,738.5,1429.8,199.7
1980,4680917,8546,2.9,14.9,70.7,94.1,4616,1079.4,3291.4,245.2
1980,468954,1841,6.2,28.6,44.4,313.5,4593.8,903.7,3344.9,345.2
1980,225349264,1344520,10.2,36.8,251.1,298.5,5353.3,1684.1,3167,502.2
1981,3916000,18423,11.9,26.1,126.5,306.1,4428.3,1450.7,2693.3,284.2
1981,412000,2537,14.6,102.2,114.6,384.5,5979.1,1329.9,3958.7,690.5
1981,2793000,16082,8.1,38.1,177.6,352,7038.1,2064.3,4563.9,410
1981,2294000,7119,9.1,25.2,77.4,198.6,3486.1,1078.1,2221.4,186.6
1981,24159000,208485,13,56.2,388.2,405.6,6727.5,2238.5,3816.1,672.9
1981,2963000,15755,8.1,45.6,159.5,318.5,6821.4,2031.6,4375.9,413.9
1981,3132000,14033,5.4,21.9,246.1,174.6,5389.2,1691.9,3094.7,602.6
1981,598000,3044,6.7,28.4,141.1,332.8,6180.3,1609.9,4140.3,430.1
1981,636000,14468,35.1,65.1,1635.1,539.6,8402.8,2646.5,5164.3,592
1981,10166000,98109,15,56.1,348.9,545,7067.4,2375.9,4241.8,449.7
1981,5569000,30527,17.2,42.4,196.4,292.1,5080.4,1672.1,3073.6,334.6
1981,979000,2424,4.8,34.7,148.4,59.7,6295.8,1708.5,4157.2,430.1
1981,959000,2717,4.5,20.6,37.7,220.4,4247.4,1173.6,2859.5,214.3
1981,11455000,90781,10.5,32.4,373.2,376.3,5323.2,1511.5,3201.2,610.5
1981,5466000,18672,7.1,29.6,129,176,4198.2,1168.8,2690,339.3
1981,2897000,5915,2.6,13.4,53.6,134.5,4512.4,1067.5,3221.7,223.2
1981,2381000,8796,6.3,30.8,109.7,222.6,5034.9,1544.2,3235.6,255.1
1981,3661000,10599,8.4,20.9,100.7,159.5,3242,1062.4,1944.7,235
1981,4305000,27478,15.6,41.4,202,379.2,4629.4,1434.5,2832.9,362
1981,1132000,2214,3.2,12.8,32.5,147.1,4047.7,1243.9,2610,193.8
1981,4261000,37800,9.9,38.8,424.4,414,5670.6,1660.2,3576.7,433.7
1981,5770000,36273,3.6,27.4,270.9,326.7,5206.7,1647.8,2559.6,999.3
1981,9201000,59058,9.4,47.5,257.5,327.6,6212.2,1862.1,3714.9,635.2
1981,4090000,9344,2.1,25.8,104.3,96.3,4508.2,1277.6,2978.8,251.8
1981,2530000,7706,12.6,26,81.4,184.6,3232.8,1170.5,1880.9,181.3
1981,4938000,26675,10.4,29.7,215.2,284.8,4811.2,1583.1,2846.6,381.4
1981,792000,2004,3.4,22.1,38.1,189.4,4765.9,966,3519.4,280.4
1981,1576000,2861,3.1,20.5,70.7,87.2,3996,912.6,2875.9,207.5
1981,845000,7575,17.5,64.9,458,356.1,7695.5,2727.3,4373.4,594.8
1981,935000,1375,2.9,16.5,35.8,91.9,4174.8,1186.1,2747.8,240.9
1981,7401000,46674,7.3,32.1,334.6,256.7,5549.2,1733.2,3132.6,683.3
1981,1327000,8913,11.4,47.3,140.8,472.2,5528.9,1613,3560.8,355.1
1981,17594000,188178,12.3,31.1,684,342.1,5835.8,1991.7,3066.3,777.8
1981,5951000,25986,9.1,22.7,80.8,324.1,4083.5,1336.7,2548.8,198.1
1981,658000,444,2.3,8.7,12.9,43.6,2923.6,500.6,2258.2,164.7
1981,10776000,53509,7.4,31,236.9,221.3,4950.8,1493.6,3032.4,424.8
1981,3098000,13223,9,35.2,115.4,267.2,4410.5,1588.8,2403.5,418.2
1981,2647000,12671,4.4,41.7,180.6,251.9,6558.2,1967,4250.8,340.4
1981,11864000,44104,6.1,22.4,186.6,156.6,3311.5,1031.5,1910.8,369.2
1981,952000,4205,4.2,17.9,132,287.6,5410.1,1654.9,2891.3,863.9
1981,3166000,20275,10.4,36.3,120.2,473.5,4678.7,1595.7,2807.5,275.4
1981,685000,718,1.8,11.5,17.8,73.7,2908.3,634.7,2129.5,144.1
1981,4610000,19019,9.7,37.6,171.7,193.5,3898.9,1384.2,2180.6,334.1
1981,14755000,78560,16.6,46.2,193.3,276.3,5517.9,1870.4,3082.9,564.6
1981,1516000,4527,3.3,28.4,84.8,182.1,5451.4,1274.8,3882.3,294.3
1981,515000,659,4.3,33,27.6,63.1,4932.8,1559.8,3079.6,293.4
1981,5426000,17456,8.6,27.2,133.2,152.7,4349.1,1167.5,2979.7,201.9
1981,4212000,18839,5.1,50.2,130,262,6294.8,1892.1,4083.4,319.2
1981,1951000,3410,6,14.8,50.2,103.7,2443.9,775.1,1480.5,188.4
1981,4739000,8904,3.4,15.7,68.6,100.2,4579,1072.2,3289.6,217.2
1981,492000,2116,5.5,35.4,41.9,347.4,4701.8,961,3449.6,291.3
1981,229465714,1361820,9.8,36,258.4,289.3,5256.5,1647.2,3135.3,474.1
1982,3943000,17653,10.6,26,112,299.1,4185.8,1256.2,2656.4,273.3
1982,438000,2732,18.5,85.4,133.8,386.1,5588.8,1188.1,3806.4,594.3
1982,2860000,14785,8.3,38.5,158.6,311.6,6614,1883.3,4360.9,369.8
1982,2291000,7438,8.2,27.1,78.8,210.6,3546.9,1071.5,2289.4,186
1982,24724000,201429,11.2,50.7,372.1,380.7,6470.7,2020.2,3785.1,665.5
1982,3045000,15354,6,44.5,150.6,303.1,6575.7,1749.1,4429.3,397.3
1982,3153000,12597,5.2,21.9,208.5,163.9,5028,1410.8,3065,552.2
1982,602000,3370,5.3,30.9,122.4,401.2,5825.1,1444.9,3968.6,411.6
1982,631000,13397,30.7,66.7,1448,577.7,8287.6,2341.4,5298.7,647.5
1982,10416000,93411,13.5,53.6,297.6,532,6568.4,2034.7,4103.9,429.8
1982,5639000,26963,12.6,39.8,154.6,271.2,4736.6,1497.9,2926.9,311.7
1982,994000,2542,3.1,34.4,156.9,61.3,6328.6,1657.6,4250.3,420.6
1982,965000,2501,2.5,16.6,30.3,209.8,3824,1031.9,2617.2,174.9
1982,11448000,88644,8.8,29.9,346.8,388.8,5066,1373.8,3093.2,599
1982,5471000,16444,6.5,27.8,109,157.2,4128.9,1088.8,2713.5,326.6
1982,2905000,5018,2.3,12.5,36.2,121.8,3963.8,947.8,2842.3,173.7
1982,2408000,8088,5.7,24.8,87,218.4,4616.1,1344.8,3048.8,222.5
1982,3667000,11550,9.7,20,97.3,188,3253.4,1029.1,1991.3,233.1
1982,4362000,29185,16,39.9,212.6,400.6,4642.1,1424.8,2881.7,335.6
1982,1133000,1847,2.1,13.4,30.5,117,3696.7,1047,2459.2,190.6
1982,4265000,36254,10.1,37.4,360.5,441.9,5162.3,1419.6,3350.6,392.1
1982,5781000,33031,3.8,25.3,213.8,328.5,4932.4,1422.1,2541.7,968.6
1982,9109000,59806,9.1,46.6,271.1,329.7,6128,1813.1,3623.1,691.7
1982,4133000,9062,2.3,22.7,101.3,92.9,4235.4,1182.1,2815.8,237.6
1982,2551000,7515,14,26.5,73,181.1,3278,1183.8,1940.6,153.6
1982,4951000,25078,9.7,25.9,193,278,4441.3,1391.3,2714.3,335.8
1982,801000,1801,3.9,14.9,33.1,173,4108.4,843.8,3006.1,258.4
1982,1586000,3641,2,20.7,61.9,145,3721.2,811.3,2732.1,177.9
1982,881000,7096,13.6,61.5,419.6,310.7,7095.6,2412.7,4117.9,564.9
1982,951000,1187,2.2,16.2,33.9,72.6,3704.4,945,2535.8,223.7
1982,7438000,45175,6.5,28.9,307.6,264.4,5068.8,1430.7,3011.3,626.8
1982,1359000,9982,11.6,48.3,126.2,548.4,5873.1,1628.8,3929.5,314.9
1982,17659000,174833,11.4,29.2,610.7,338.7,5478.1,1671.9,3025.3,780.8
1982,6019000,26865,9.1,22,85.9,329.5,4096.9,1309,2603.4,184.5
1982,670000,414,0.7,9.9,12.7,38.5,2586.3,458.8,1987.2,140.3
1982,10791000,47126,6.3,29.9,183.6,217,4498.8,1309.6,2807.5,381.7
1982,3177000,14103,10.8,37.1,132.8,263.2,4778.5,1603.9,2685.7,488.9
1982,2649000,12529,5.1,39.9,167.3,260.6,6094.5,1789.7,4003.8,301
1982,11865000,42767,5.7,20.6,175.4,158.7,3092.3,900.7,1859.4,332.2
1982,958000,3849,3.7,19.4,114.7,264,4962.3,1400.2,2826.4,735.7
1982,3203000,23061,10.9,38.8,122.4,547.9,4641.2,1490.9,2872.6,277.7
1982,691000,684,2.7,11.4,17.1,67.7,2545.9,562.2,1865.3,118.4
1982,4651000,19586,9.7,35.5,175.7,200.2,3992.5,1288.6,2371.9,332
1982,15280000,88178,16.1,44.6,220,296.3,5725.1,1871.5,3283.6,570.1
1982,1554000,4440,3.4,23.7,86.5,172.1,5048.3,1106.9,3689.9,251.5
1982,516000,655,2.3,34.9,23.1,66.7,4564.9,1178.3,3131.8,254.8
1982,5491000,16970,7.4,24.9,122.2,154.6,3946.7,973.5,2789.1,184.1
1982,4245000,17251,4.4,45.9,117.9,238.3,5875.8,1680.1,3914.9,280.8
1982,1948000,3405,5.2,15.5,49.8,104.3,2336.4,717.9,1435.4,183.1
1982,4765000,9077,3.1,14.3,71.2,101.9,4248.6,977.2,3088.7,182.7
1982,502000,1527,9.2,27.1,34.3,233.7,4499.8,882.9,3367.1,249.8
1982,231664458,1322390,9.1,34,238.8,289,5029.7,1488,3083.1,458.6
1983,3959000,16471,9.2,23.5,98.4,284.9,3685,1073.1,2381.4,230.5
1983,479000,2940,13.8,101.5,97.1,401.5,5404.8,1194.2,3566.8,643.8
1983,2963000,14642,7.2,41.9,132.4,312.7,5897.4,1668.6,3871.8,357
1983,2328000,6930,7.6,25.2,69.3,195.5,3202.9,961.3,2067.9,173.7
1983,25174000,194491,10.5,48,340.9,373.1,5904.9,1829.1,3444.5,631.2
1983,3139000,14955,6.4,41.9,126.4,301.7,6150.7,1532.4,4245.7,372.7
1983,3138000,11767,4.1,20,200.6,150.3,4602.8,1274.3,2849.6,478.9
1983,606000,2746,4.1,37.8,115.3,295.9,5012.9,1223.4,3450.2,339.3
1983,623000,11933,29.4,65.2,1235.6,585.2,7358.4,2003.7,4719.9,634.8
1983,10680000,88292,11.2,48.4,263.4,503.7,5954.4,1796.8,3752.8,404.8
1983,5732000,26179,8.4,35.3,144.2,268.8,4048.5,1266.8,2501.7,280
1983,1023000,2579,5.6,29.4,130,87.1,5557.5,1332.9,3804.5,420
1983,989000,2361,3.5,18.3,27.3,189.6,3627.1,930.8,2525.7,170.6
1983,11486000,83629,9.7,31.5,318.9,368,4813.3,1292.4,2952,569
1983,5479000,15547,5.2,27.5,99.9,151.1,3846,988.3,2535.7,322.1
1983,2905000,5262,2.3,12.6,41,125.2,3737.9,915.6,2664.4,157.9
1983,2425000,7919,5.6,25.9,84,211,4203.2,1167.8,2834.4,201
1983,3714000,11967,9.8,22,87.1,203.3,3112.6,977,1920.4,215.2
1983,4438000,28444,14.2,39.9,190,396.8,4385.7,1292.5,2782.6,310.6
1983,1146000,1829,2.1,16.8,27.1,113.5,3521.6,996.1,2357.9,167.5
1983,4304000,34736,8.5,32.8,347.4,418.4,4549.9,1224.4,2961,364.5
1983,5767000,33264,3.5,25.9,208.5,338.9,4434,1253.5,2321.5,858.9
1983,9069000,64993,10,56.1,285.3,365.3,5760.8,1691.9,3331.3,737.6
1983,4144000,7909,1.7,22.4,79.6,87.2,3843.3,1075.6,2558.7,209
1983,2587000,7255,11.2,23.8,63.8,181.6,2927.7,1023.5,1762,142.1
1983,4970000,23718,8.1,26.8,167.9,274.4,4052.7,1217.2,2517.9,317.5
1983,817000,1737,3.7,19.8,23.5,165.6,4431.8,908.2,3294.7,228.9
1983,1597000,3477,2.6,21.2,49.8,144,3569.9,777,2631.6,161.4
1983,891000,5838,12.8,51.3,307.2,284,6046.1,2011.4,3563.3,471.4
1983,959000,1200,2,19.5,24.1,79.6,3231.2,821.9,2227.2,182.1
1983,7468000,41304,5.3,30.3,269,248.4,4610.3,1237.2,2768.9,604.3
1983,1399000,9608,8.9,48,114,515.9,5659.4,1559.2,3793.9,306.3
1983,17667000,161489,11.1,30,536.5,336.5,4988.5,1410.1,2854.7,723.7
1983,6082000,24911,8.1,21.9,79.6,300,3774.1,1189.5,2418.1,166.5
1983,680000,365,2.1,12.5,7.8,31.3,2621.8,436.3,2056.3,129.1
1983,10746000,42759,5.6,31.5,159.4,201.4,4107.2,1155.6,2607.1,344.6
1983,3298000,13964,7.6,37.8,128.7,249.3,4505.7,1509.5,2549.6,446.7
1983,2662000,12986,4.1,40.5,170.3,273,5763,1745.8,3714.5,302.8
1983,11895000,40782,4.9,20.6,172.3,145,2852.6,810.6,1726.8,315.2
1983,955000,3392,2.7,16.8,112.9,222.8,4650.3,1332.1,2666.3,651.8
1983,3264000,20133,9.8,35,104.9,467,4154.1,1294.8,2619.5,239.8
1983,700000,840,2.1,17,15.9,85,2427.6,545.7,1779,102.9
