"","HHINCOME","VALUEH","EMPSTAT","FTOTINC","INCWELFR","POVERTY","FAMSIZE","NCHILD","MARST-MAR","MARST-SING","MARST-DIV","HIGRADE","EDUC-ELEM","EDUC-SOMEHS","EDUC-SOMECOL","EDUC-COL","EDUC-GRAD","SCHLTYPE-PUB","LANGUAGE","MIGRATE5","VETSTAT","VETWWII","VETWWI","RACESING-WH","RACESING-BL","RACESING-IN","RACESING-AS","RACESING-OT","RACESING-HI"
"GA",0,0.936288088642659,87.8116343490305,18571.6620498615,92.9639889196676,13.0193905817175,360.387811634349,70.0831024930748,46.2603878116344,40.4432132963989,5.54016620498615,20.2216066481994,33.7950138504155,15.5124653739612,31.0249307479224,6.09418282548476,6.09418282548476,6.09418282548476,0,52.6315789473684,75.6232686980609,6.64819944598338,0,67.590027700831,31.8559556786704,0.277008310249307,0,0.277008310249307,1.10803324099723
"HI",0,1,81.8181818181818,21991.7424242424,24.7727272727273,15.1515151515152,406.060606060606,62.1212121212121,40.9090909090909,48.4848484848485,6.06060606060606,25.7575757575758,24.2424242424242,12.1212121212121,43.9393939393939,4.54545454545455,4.54545454545455,4.54545454545455,0,48.4848484848485,72.7272727272727,0,1.51515151515152,37.8787878787879,1.51515151515152,0,60.6060606060606,0,10.6060606060606
"ID",0,0.983333333333333,80,19840.9166666667,8.08333333333333,10,361.666666666667,50,40,50,3.33333333333333,18.3333333333333,35,18.3333333333333,31.6666666666667,6.66666666666667,6.66666666666667,6.66666666666667,0,51.6666666666667,60,6.66666666666667,0,98.3333333333333,0,0,1.66666666666667,0,1.66666666666667
"IL",0,0.983978638184246,85.4472630173565,23380.3805073431,94.8798397863818,24.0320427236315,360.347129506008,64.0854472630174,43.524699599466,43.9252336448598,4.93991989319092,22.1628838451268,24.2990654205607,17.2229639519359,40.8544726301736,5.4739652870494,5.4739652870494,5.4739652870494,0,47.5300400534045,75.8344459279039,5.60747663551402,0,82.5100133511348,15.7543391188251,0.133511348464619,1.46862483311081,0.133511348464619,4.53938584779706
"IN",0,0.974554707379135,81.6793893129771,22941.1450381679,82.0229007633588,22.64631043257,353.944020356234,72.5190839694656,48.0916030534351,42.4936386768448,4.07124681933842,20.3562340966921,23.6641221374046,14.7582697201018,41.9847328244275,5.08905852417303,5.08905852417303,5.08905852417303,0,47.0737913486005,74.8091603053435,6.10687022900763,0.254452926208651,90.0763358778626,9.16030534351145,0.254452926208651,0.508905852417303,0,1.78117048346056
"IA",0,0.973684210526316,85.2631578947368,22652.7105263158,23.6052631578947,18.4210526315789,341.578947368421,56.8421052631579,44.2105263157895,46.3157894736842,3.15789473684211,23.1578947368421,33.1578947368421,6.8421052631579,43.6842105263158,3.68421052631579,3.68421052631579,3.68421052631579,0,47.3684210526316,66.8421052631579,8.42105263157895,0,98.4210526315789,0,1.05263157894737,0.526315789473684,0,2.10526315789474
"KS",0,0.953846153846154,76.1538461538461,23524.6923076923,18.3846153846154,21.5384615384615,356.153846153846,72.3076923076923,41.5384615384615,47.6923076923077,5.38461538461539,20,23.8461538461538,8.46153846153846,50.7692307692308,3.84615384615385,3.84615384615385,3.84615384615385,0,47.6923076923077,73.8461538461539,1.53846153846154,0.769230769230769,96.1538461538462,3.07692307692308,0,0.769230769230769,0,3.84615384615385
"KY",0,0.87956204379562,117.153284671533,17396.4598540146,50.9306569343066,11.6788321167883,342.335766423358,57.6642335766423,48.1751824817518,39.7810218978102,4.01459854014599,13.8686131386861,37.5912408759124,16.0583941605839,31.021897810219,3.28467153284672,3.28467153284672,3.28467153284672,0,45.6204379562044,76.2773722627737,4.74452554744525,0.364963503649635,90.5109489051095,9.48905109489051,0,0,0,0.72992700729927
"LA",0,0.938566552901024,101.365187713311,18205.1706484642,113.412969283276,15.6996587030717,354.266211604096,64.8464163822526,43.3447098976109,43.0034129692833,3.7542662116041,17.7474402730375,34.8122866894198,16.7235494880546,31.740614334471,3.41296928327645,3.41296928327645,3.41296928327645,0,41.9795221843003,72.0136518771331,5.11945392491468,0,68.9419795221843,30.3754266211604,0,0.68259385665529,0,3.07167235494881
"ME",0,0.942857142857143,110,17984.9285714286,47.2857142857143,5.71428571428571,334.285714285714,62.8571428571429,50,41.4285714285714,4.28571428571429,18.5714285714286,27.1428571428571,21.4285714285714,34.2857142857143,4.28571428571429,4.28571428571429,4.28571428571429,0,41.4285714285714,78.5714285714286,7.14285714285714,0,100,0,0,0,0,0
"MD",0,0.9625,81.25,23697.5625,59.75,21.25,355,55.8333333333333,37.0833333333333,50,2.91666666666667,23.75,22.9166666666667,16.25,38.75,5.83333333333333,5.83333333333333,5.83333333333333,0,47.0833333333333,72.5,4.58333333333333,0,72.0833333333333,25,0,2.5,0.416666666666667,2.91666666666667
"MA",0,0.994535519125683,84.1530054644809,20898.1147540984,60.1092896174863,17.7595628415301,321.03825136612,54.9180327868852,41.8032786885246,43.9890710382514,3.82513661202186,31.6939890710383,23.224043715847,13.3879781420765,38.7978142076503,8.19672131147541,8.19672131147541,8.19672131147541,0,48.9071038251366,77.5956284153005,5.73770491803279,0,92.896174863388,5.19125683060109,0.546448087431694,1.36612021857923,0,4.0983606557377
"MI",0,0.960926193921852,92.7641099855282,24164.493487699,82.94500723589,23.8784370477569,350.361794500724,64.3994211287988,45.0072358900145,45.1519536903039,4.19681620839363,21.5629522431259,25.1808972503618,16.6425470332851,40.520984081042,3.90738060781476,3.90738060781476,3.90738060781476,0,44.862518089725,72.6483357452967,4.34153400868307,0.289435600578871,86.1070911722142,12.5904486251809,0.723589001447178,0.578871201157742,0,1.59189580318379
"MN",0,0.990610328638498,85.9154929577465,22994.8591549296,62.3943661971831,20.6572769953052,361.032863849765,72.3004694835681,48.3568075117371,41.7840375586854,3.28638497652582,21.1267605633803,25.3521126760563,13.6150234741784,44.131455399061,4.69483568075117,4.69483568075117,4.69483568075117,0,47.4178403755869,76.5258215962441,6.57276995305164,0,92.4882629107981,2.8169014084507,1.40845070422535,2.8169014084507,0.469483568075117,0.469483568075117
"MS",0,0.875,101.190476190476,16077.8571428571,113.779761904762,10.1190476190476,385.119047619048,71.4285714285714,40.4761904761905,47.6190476190476,2.97619047619048,19.047619047619,37.5,17.8571428571429,27.9761904761905,3.57142857142857,3.57142857142857,3.57142857142857,0,42.8571428571429,66.6666666666667,5.35714285714286,0,67.2619047619048,32.7380952380952,0,0,0,1.78571428571429
"MO",0,0.946666666666667,119,19458.05,86.8166666666667,18,317.666666666667,58.3333333333333,47,36,6,21,28.3333333333333,15,38,8,8,8,0,50.6666666666667,80.6666666666667,5,0,88.6666666666667,10,0.333333333333333,1,0,0.666666666666667
"MT",0,1,95.7446808510638,15465.3191489362,13.7234042553191,8.51063829787234,351.063829787234,53.1914893617021,27.6595744680851,51.063829787234,12.7659574468085,19.1489361702128,27.6595744680851,17.0212765957447,34.0425531914894,6.38297872340426,6.38297872340426,6.38297872340426,0,48.936170212766,61.7021276595745,6.38297872340426,0,91.4893617021277,0,6.38297872340426,2.12765957446809,0,0
"NE",0,0.972727272727273,105.454545454545,18353.0454545455,50.9090909090909,15.4545454545455,322.727272727273,64.5454545454545,42.7272727272727,39.0909090909091,3.63636363636364,28.1818181818182,23.6363636363636,12.7272727272727,43.6363636363636,4.54545454545455,4.54545454545455,4.54545454545455,0,47.2727272727273,75.4545454545455,1.81818181818182,0,99.0909090909091,0,0,0.909090909090909,0,0.909090909090909
"NV",0,1,65.9574468085106,22180.1063829787,52.2340425531915,23.4042553191489,325.531914893617,59.5744680851064,42.5531914893617,34.0425531914894,14.8936170212766,23.4042553191489,12.7659574468085,21.2765957446809,46.8085106382979,8.51063829787234,8.51063829787234,8.51063829787234,0,48.936170212766,80.8510638297872,2.12765957446809,0,89.3617021276596,10.6382978723404,0,0,0,8.51063829787234
"NH",0,1,81.25,24790.4166666667,25.1041666666667,25,372.916666666667,62.5,45.8333333333333,47.9166666666667,6.25,22.9166666666667,20.8333333333333,18.75,45.8333333333333,6.25,6.25,6.25,0,43.75,70.8333333333333,0,0,97.9166666666667,2.08333333333333,0,0,0,0
"NJ",0,0.99097065462754,87.1331828442438,24238.611738149,84.2437923250564,23.7020316027088,353.72460496614,67.4943566591422,44.0180586907449,43.7923250564334,4.06320541760722,25.5079006772009,27.0880361173815,18.058690744921,34.0857787810384,8.80361173814898,8.80361173814898,8.80361173814898,0,44.920993227991,74.9435665914221,7.67494356659142,0.451467268623025,87.8103837471783,11.2866817155756,0,0.90293453724605,0,10.8352144469526
"NM",0,0.895522388059702,86.5671641791045,15809.552238806,66.7910447761194,10.4477611940298,395.522388059701,74.6268656716418,46.2686567164179,44.7761194029851,2.98507462686567,17.910447761194,28.3582089552239,17.910447761194,26.865671641791,5.97014925373134,5.97014925373134,5.97014925373134,0,58.2089552238806,71.6417910447761,2.98507462686567,0,85.0746268656716,1.49253731343284,11.9402985074627,1.49253731343284,0,46.2686567164179
"NY",0,0.985809682804674,98.4140233722871,20575.5383973289,137.049248747913,17.9465776293823,343.238731218698,59.0984974958264,39.5659432387312,45.7429048414023,4.50751252086811,25.7095158597663,26.2938230383973,14.9415692821369,37.3121869782972,6.09348914858097,6.09348914858097,6.09348914858097,0,46.5776293823038,75.3756260434057,4.42404006677796,0.417362270450751,82.4707846410684,13.8564273789649,0.500834724540901,3.08848080133556,0.0834724540901502,8.93155258764608
"NC",0,0.938073394495413,92.4311926605505,17120.5389908257,47.7637614678899,11.0091743119266,343.807339449541,57.5688073394495,43.348623853211,43.1192660550459,5.04587155963303,21.3302752293578,28.2110091743119,21.5596330275229,33.256880733945,6.19266055045872,6.19266055045872,6.19266055045872,0,47.0183486238532,75.2293577981651,4.58715596330275,0,72.9357798165138,26.1467889908257,0.688073394495413,0,0.229357798165138,0.917431192660551
"ND",0,0.952380952380952,119.047619047619,16134.1666666667,60.9523809523809,14.2857142857143,285.714285714286,64.2857142857143,52.3809523809524,40.4761904761905,2.38095238095238,33.3333333333333,26.1904761904762,4.76190476190476,57.1428571428571,7.14285714285714,7.14285714285714,7.14285714285714,0,61.9047619047619,83.3333333333333,0,0,90.4761904761905,4.76190476190476,2.38095238095238,2.38095238095238,0,2.38095238095238
"OH",0,0.967148488830486,90.9329829172142,22272.2339027595,45.4139290407359,20.6307490144547,344.809461235217,67.4113009198423,49.2772667542707,39.9474375821288,4.73061760840999,21.2877792378449,22.0762155059133,17.0827858081472,42.5755584756899,6.04467805519054,6.04467805519054,6.04467805519054,0,45.8607095926413,76.8725361366623,5.25624178712221,0.394218134034166,89.3561103810775,9.46123521681997,0.131406044678055,0.788436268068331,0.26281208935611,1.31406044678055
"OK",0,0.922018348623853,105.045871559633,19274.2201834862,37.6605504587156,15.1376146788991,354.587155963303,64.6788990825688,48.1651376146789,41.2844036697248,3.21100917431193,21.1009174311927,27.9816513761468,15.1376146788991,37.6146788990826,4.58715596330275,4.58715596330275,4.58715596330275,0,44.0366972477064,73.8532110091743,3.21100917431193,0.917431192660551,89.9082568807339,4.12844036697248,5.96330275229358,0,0,2.29357798165138
"OR",0,1,93.2291666666667,18441.4322916667,66.3541666666667,14.0625,310.416666666667,47.3958333333333,39.5833333333333,47.9166666666667,5.20833333333333,27.0833333333333,23.4375,16.1458333333333,41.1458333333333,6.25,6.25,6.25,0,46.875,73.4375,3.64583333333333,0,96.3541666666667,2.60416666666667,0,0.520833333333333,0.520833333333333,1.04166666666667
"PA",0,0.949707602339181,100.233918128655,21849.783625731,73.5730994152047,18.3625730994152,342.33918128655,66.4327485380117,45.2631578947368,41.9883040935673,3.15789473684211,20.7017543859649,25.1461988304094,15.3216374269006,41.7543859649123,4.09356725146199,4.09356725146199,4.09356725146199,0,46.7836257309941,77.0760233918129,7.71929824561404,0.116959064327485,90.5263157894737,9.00584795321637,0,0.233918128654971,0.233918128654971,0.701754385964912
"RI",0,1,110.169491525424,18151.6949152542,302.457627118644,13.5593220338983,313.559322033898,62.7118644067797,40.6779661016949,38.9830508474576,5.08474576271187,15.2542372881356,27.1186440677966,22.0338983050847,35.5932203389831,8.47457627118644,8.47457627118644,8.47457627118644,0,54.2372881355932,81.3559322033898,8.47457627118644,1.69491525423729,93.2203389830508,5.08474576271187,0,0,1.69491525423729,1.69491525423729
"SC",0,0.952631578947368,83.1578947368421,17742.3684210526,82.3421052631579,11.5789473684211,374.736842105263,72.1052631578947,41.0526315789474,45.2631578947368,2.10526315789474,17.3684210526316,33.6842105263158,17.3684210526316,30.5263157894737,4.73684210526316,4.73684210526316,4.73684210526316,0,42.6315789473684,72.1052631578947,2.63157894736842,0,67.3684210526316,31.5789473684211,1.05263157894737,0,0,1.05263157894737
"SD",0,0.976744186046512,104.651162790698,19355.2325581395,25,20.9302325581395,325.581395348837,53.4883720930233,44.1860465116279,44.1860465116279,2.32558139534884,23.2558139534884,23.2558139534884,13.953488372093,44.1860465116279,4.65116279069767,4.65116279069767,4.65116279069767,0,41.8604651162791,83.7209302325581,0,0,95.3488372093023,0,4.65116279069767,0,0,0
"TN",0,0.962616822429907,92.2118380062305,17351.9781931464,49.1277258566978,11.5264797507788,358.566978193146,61.3707165109034,41.7445482866044,42.6791277258567,6.85358255451713,16.1993769470405,36.7601246105919,16.1993769470405,32.0872274143302,3.42679127725857,3.42679127725857,3.42679127725857,0,44.2367601246106,71.0280373831776,6.23052959501558,0,81.619937694704,18.0685358255452,0.311526479750779,0,0,0.623052959501558
"TX",0,0.932663316582915,98.391959798995,20023.8442211055,37.9899497487437,16.78391959799,357.48743718593,61.5075376884422,44.2211055276382,43.6180904522613,5.7286432160804,21.4070351758794,31.1557788944724,15.8793969849246,32.964824120603,5.52763819095477,5.52763819095477,5.52763819095477,0,46.2311557788945,72.964824120603,4.92462311557789,0,86.6331658291457,12.6633165829146,0.201005025125628,0.50251256281407,0,22.3115577889447
"UT",0,1,79.5698924731183,23623.2795698925,0,15.0537634408602,437.634408602151,96.7741935483871,47.3118279569892,46.2365591397849,5.37634408602151,18.2795698924731,26.8817204301075,11.8279569892473,45.1612903225806,3.2258064516129,3.2258064516129,3.2258064516129,0,48.3870967741936,66.6666666666667,4.3010752688172,0,95.6989247311828,0,1.0752688172043,3.2258064516129,0,7.52688172043011
"VT",0,1,95.2380952380952,12224.2857142857,200,0,300,61.9047619047619,42.8571428571429,47.6190476190476,4.76190476190476,38.0952380952381,28.5714285714286,9.52380952380952,47.6190476190476,0,0,0,0,52.3809523809524,76.1904761904762,0,0,100,0,0,0,0,0
"VA",0,0.967302452316076,73.841961852861,21690.7901907357,56.1171662125341,20.4359673024523,331.062670299728,60.2179836512262,47.1389645776567,42.2343324250681,4.08719346049046,23.7057220708447,24.7956403269755,16.3487738419619,37.0572207084469,7.90190735694823,7.90190735694823,7.90190735694823,0,45.7765667574932,79.0190735694823,5.72207084468665,0.817438692098093,81.1989100817439,17.4386920980926,0.544959128065395,0.817438692098093,0,2.45231607629428
"WV",0,0.993527508090615,86.4077669902913,21279.1747572816,36.2783171521036,20.3883495145631,310.355987055016,53.7216828478964,43.042071197411,42.3948220064725,9.06148867313916,23.6245954692557,21.0355987055016,18.7702265372168,44.6601941747573,4.53074433656958,4.53074433656958,4.53074433656958,0,45.3074433656958,77.3462783171521,6.14886731391586,0.323624595469256,94.1747572815534,1.61812297734628,0.970873786407767,3.23624595469256,0,3.55987055016181
"WI",0,0.954887218045113,100.751879699248,17481.9172932331,137.706766917293,12.781954887218,369.172932330827,70.6766917293233,49.6240601503759,44.3609022556391,3.7593984962406,12.781954887218,34.5864661654135,17.2932330827068,32.3308270676692,1.50375939849624,1.50375939849624,1.50375939849624,0,39.8496240601504,72.1804511278195,2.25563909774436,0,90.9774436090226,9.02255639097744,0,0,0,0
"WY",0,0.987538940809969,79.7507788161994,20972.445482866,137.507788161994,16.5109034267913,352.959501557632,68.8473520249221,45.4828660436137,41.4330218068536,4.3613707165109,18.380062305296,26.791277258567,18.0685358255452,39.5638629283489,5.9190031152648,5.9190031152648,5.9190031152648,0,47.6635514018692,77.5700934579439,4.98442367601246,0.623052959501558,96.2616822429907,3.11526479750779,0.311526479750779,0.311526479750779,0,1.24610591900312
